date,,2021-01-29_FY,2020-01-31_FY,2019-02-01_FY,2018-02-02_FY,2017-02-03_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,revenue,11767000000.0,10811000000.0,8974000000.0,7862000000.0,512000000.0,7093000000.0,6571000000.0,6035000000.0,5207000000.0,4605047000.0,3767096000.0,2857343000.0,2023937000.0,1881027000.0,1325811000.0
,costOfRevenue,2162000000.0,1799000000.0,1258000000.0,1141000000.0,93000000.0,1053000000.0,1018000000.0,917000000.0,730000000.0,721323000.0,621987000.0,493715000.0,359728000.0,304105000.0,218674000.0
,grossProfit,9605000000.0,9012000000.0,7716000000.0,6721000000.0,419000000.0,6040000000.0,5553000000.0,5118000000.0,4477000000.0,3883724000.0,3145109000.0,2363628000.0,1664209000.0,1576922000.0,1107137000.0
,grossProfitRatio,0.816265828163508,0.833595412080289,0.85981724983285,0.854871533960824,0.818359375,0.851543775553362,0.845076852838229,0.848053024026512,0.859804109852122,0.843362510740933,0.834889527636142,0.827211853809641,0.822263242383533,0.838330337629391,0.835063972164962
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,2816000000.0,2522000000.0,1975000000.0,1755000000.0,150000000.0,1503000000.0,1300000000.0,1239000000.0,1082000000.0,999214000.0,775051000.0,652968000.0,496552000.0,429204000.0,285941000.0
,GeneralAndAdministrativeExpenses,-2944000000.0,1293000000.0,503000000.0,337000000.0,294000000.0,689000000.0,766000000.0,695000000.0,419000000.0,367718000.0,300541000.0,269386000.0,211979000.0,181110000.0,585855000.0
,SellingAndMarketingExpenses,3711000000.0,3677000000.0,2918000000.0,2593000000.0,0.0,2357000000.0,2267000000.0,2141000000.0,1815000000.0,1644849000.0,1334346000.0,1013281000.0,736383000.0,654083000.0,0.0
,otherExpenses,191000000.0,86000000.0,261000000.0,230000000.0,17000000.0,-17000000.0,-7000000.0,7000000.0,28000000.0,-732000.0,0.0,0.0,0.0,0.0,0.0
