date,,2021-01-02_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2016-01-02_FY,2015-01-03_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2011-01-01_FY,2010-01-02_FY,2009-01-03_FY,2007-12-29_FY,2006-12-30_FY,2005-12-31_FY,2005-01-01_FY,2004-01-03_FY,2002-12-28_FY,2001-12-29_FY,2000-12-30_FY,1999-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,12531000.0,19265000.0,83591000.0,47092000.0,61494000.0,29586000.0,38000000.0,49800000.0,63500000.0,35472000.0,73200000.0,73100000.0,32900000.0,204800000.0,31200000.0,47506000.0,76700000.0,44700000.0,20700000.0,-45600000.0,14000000.0,11000000.0
,depreciationAndAmortization,17780000.0,56467000.0,60014000.0,42012000.0,40931000.0,41648000.0,30500000.0,29400000.0,27800000.0,24600000.0,19300000.0,19700000.0,18700000.0,16100000.0,18000000.0,20530000.0,19500000.0,19100000.0,12300000.0,47500000.0,9700000.0,3100000.0
,deferredIncomeTax,-6533000.0,23048000.0,-8210000.0,-26452000.0,-4087000.0,-2136000.0,3100000.0,3300000.0,4700000.0,2369000.0,-600000.0,1900000.0,1800000.0,-200000.0,-7900000.0,-3521000.0,-3600000.0,500000.0,-3600000.0,-200000.0,-300000.0,0.0
,stockBasedCompensation,60091000.0,54799000.0,50077000.0,44752000.0,39628000.0,42791000.0,39067000.0,30800000.0,31176000.0,36115000.0,40324000.0,43974000.0,40669000.0,39978000.0,39400000.0,0.0,4237000.0,4986000.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-114835000.0,124365000.0,-103524000.0,434161000.0,70337000.0,-84381000.0,15000000.0,-11100000.0,-8911000.0,-43789000.0,-21400000.0,145700000.0,-309600000.0,197200000.0,32796000.0,74704000.0,91900000.0,80400000.0,15700000.0,3300000.0,89000000.0,-2200000.0
,accountsReceivables,-17612000.0,-2401000.0,3931000.0,3234000.0,46000.0,1702000.0,1757000.0,8972000.0,-20743000.0,-8562000.0,11342000.0,-19657000.0,19619000.0,-14554000.0,7182000.0,0.0,1607000.0,-19543000.0,-17000000.0,3100000.0,-3300000.0,0.0
,inventory,10748000.0,2171000.0,7660000.0,-13416000.0,-6093000.0,2093000.0,-7170000.0,5588000.0,-13056000.0,5334000.0,-7811000.0,-3216000.0,3729000.0,-6393000.0,-16933000.0,15273000.0,-4341000.0,-19201000.0,-8100000.0,2000000.0,-4400000.0,-2200000.0
,accountsPayables,15263000.0,7830000.0,5952000.0,-468000.0,263000.0,6662000.0,11475000.0,-3979000.0,7217000.0,0.0,-777000.0,8036000.0,-5634000.0,-3129000.0,-5098000.0,0.0,-10689000.0,24681000.0,-6300000.0,1700000.0,-1300000.0,0.0
,otherWorkingCapital,691323000.0,806158000.0,681793000.0,785317000.0,351156000.0,280819000.0,365200000.0,350200000.0,361300000.0,370211000.0,414000000.0,435400000.0,289700000.0,599300000.0,402100000.0,369304000.0,294600000.0,202700000.0,122300000.0,106600000.0,103300000.0,14300000.0
,otherNonCashItems,0.0,68284000.0,62969000.0,54898000.0,0.0,40763000.0,38900000.0,29900000.0,24000000.0,35472000.0,41200000.0,44600000.0,51500000.0,-113300000.0,51800000.0,0.0,8800000.0,15300000.0,7200000.0,6300000.0,5900000.0,0.0
,netCashProvidedByOperatingActivites,135718000.0,166522000.0,173542000.0,189521000.0,128910000.0,105447000.0,137400000.0,120200000.0,97100000.0,88742000.0,117900000.0,120900000.0,119700000.0,54800000.0,84400000.0,103990000.0,96300000.0,71900000.0,39000000.0,11700000.0,22600000.0,12300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-20422000.0,-16279000.0,-11063000.0,-4960000.0,-10927000.0,-6399000.0,-5514000.0,-5939000.0,-8508000.0,-8690000.0,-8372000.0,-8943000.0,-12525000.0,-5387000.0,-29772000.0,-20377000.0,-20508000.0,1087000.0,-24200000.0,-6200000.0,-17100000.0,-9900000.0
,acquisitionsNet,-316809000.0,-2510000.0,-239729000.0,-15168000.0,-7000000.0,-7000000.0,-96000000.0,-86441000.0,-71852000.0,-27000000.0,-27000000.0,-4300000.0,-78477000.0,-8540000.0,-21223000.0,0.0,-114000.0,5367000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-519567000.0,-451240000.0,-435180000.0,-636363000.0,-185231000.0,-178814000.0,-237770000.0,-239905000.0,-254469000.0,-178676000.0,-498108000.0,-237968000.0,-151470000.0,-555798000.0,-404664000.0,-180532000.0,-95677000.0,-80871000.0,0.0,0.0,0.0,-9400000.0
,salesMaturitiesOfInvestments,497357000.0,344937000.0,474129000.0,294452000.0,161921000.0,171831000.0,156520000.0,210824000.0,235517000.0,193474000.0,352779000.0,153275000.0,304928000.0,565336000.0,349766000.0,300661000.0,0.0,0.0,0.0,0.0,0.0,5800000.0
,otherInvestingActivites,0.0,363257000.0,488943000.0,282200000.0,-8801000.0,232011000.0,216971000.0,331800000.0,54940000.0,-4018000.0,126481000.0,0.0,0.0,0.0,0.0,-17458000.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-361011000.0,-106772000.0,-197029000.0,-374291000.0,-49584000.0,-49314000.0,-26300000.0,-105900000.0,-139300000.0,-25172000.0,-55200000.0,-104300000.0,69200000.0,255200000.0,-110200000.0,82554000.0,-119100000.0,-68900000.0,-28300000.0,18700000.0,-68900000.0,-13500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-624737000.0,-1132000.0,20599000.0,-72500000.0,-5000000.0,-94706000.0,-7500000.0,-13434000.0,23564000.0,-7174000.0,20780000.0,4500000.0,18613000.0,49191000.0,-774000.0,0.0,36350000.0,10326000.0,0.0,0.0,0.0,0.0
,commonStockIssued,15015000.0,14496000.0,13303000.0,11815000.0,13299000.0,3129000.0,13320000.0,15301000.0,15148000.0,7660000.0,18055000.0,25187000.0,9220000.0,0.0,0.0,20189000.0,0.0,0.0,0.0,0.0,0.0,800000.0
