Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,12754000.0,151156000.0,132473000.0,
Revenue Growth,-0.915623594167615,0.141032512285522,0.0,
Cost of Revenue,0.0,0.0,0.0,
Gross Profit,0.0,151156000.0,132473000.0,
R&D Expenses,0.0,0.0,0.0,
SG&A Expense,80487000.0,100407000.0,94421000.0,
Operating Expenses,80487000.0,130674000.0,116707000.0,
Operating Income,62442000.0,20482000.0,15766000.0,39803000.0
Interest Expense,34644000.0,0.0,0.0,
Earnings before Tax,62442000.0,20482000.0,15766000.0,
Income Tax Expense,10837000.0,5813000.0,2916000.0,10725000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,
Net Income - Discontinued ops,0.0,0.0,0.0,
Net Income,51605000.0,14669000.0,12850000.0,
Preferred Dividends,1923000.0,4838000.0,4714000.0,
Net Income Com,51605000.0,9831000.0,8136000.0,28442000.0
EPS,2.21,0.51,0.46,1.29
EPS Diluted,2.2,0.5,0.46,1.29
Weighted Average Shs Out,21995990.0,22025489.0,22000000.0,22000000.0
Weighted Average Shs Out (Dil),22194429.0,22025489.0,,
Dividend per Share,0.26767978577,0.0,0.0,
Gross Margin,0.0,1.0,1.0,
EBITDA Margin,4.95554335895,0.174,0.178,
EBIT Margin,4.89587580367,0.1355,0.119,
Profit Margin,4.04618159009,0.065,0.061,
Free Cash Flow margin,5.67225968324,0.4192,0.3525,
EBITDA,63203000.0,26334000.0,23614000.0,
EBIT,62442000.0,20482000.0,15766000.0,
Consolidated Income,51605000.0,14669000.0,12850000.0,
Earnings Before Tax Margin,4.89587580367,0.1355,0.119,
Net Profit Margin,4.04618159009,0.097,0.097,
