date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2004-03-15_FY,2003-12-31_FY,2003-03-10_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1992-03-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1224000000.0,2101000000.0,1964000000.0,1734000000.0,1473000000.0,1312000000.0,1229000000.0,1196000000.0,1187000000.0,948000000.0,768000000.0,435000000.0,617000000.0,812000000.0,721000000.0,823000000.0,675000000.0,958000000.0,334000000.0,587000000.0,181000000.0,126000000.0,33000000.0,-63000000.0,772000000.0,208000000.0,302000000.0,277000000.0,233000000.0,197300000.0,73800000.0,163400000.0
,depreciationAndAmortization,843000000.0,683000000.0,651000000.0,585000000.0,599000000.0,520000000.0,519000000.0,566000000.0,555000000.0,562000000.0,582000000.0,756000000.0,454000000.0,367000000.0,459000000.0,420000000.0,530000000.0,0.0,576000000.0,0.0,660000000.0,630000000.0,583000000.0,486000000.0,420000000.0,96000000.0,47081000.0,57132000.0,37559000.0,31211000.0,26400000.0,33900000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,25000000.0,32000000.0,41000000.0,39000000.0,38000000.0,34000000.0,32000000.0,31000000.0,31000000.0,27000000.0,-7000000.0,17000000.0,46000000.0,38000000.0,49000000.0,57000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-114000000.0,-51000000.0,-69000000.0,-47000000.0,-72000000.0,-105000000.0,-66000000.0,-1000000.0,-73000000.0,-29000000.0,6000000.0,59000000.0,69000000.0,-59000000.0,-66000000.0,-77000000.0,-40000000.0,0.0,-130000000.0,0.0,-95000000.0,56000000.0,13000000.0,-1000000.0,49000000.0,3000000.0,0.0,0.0,0.0,200000.0,17200000.0,15900000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-18000000.0,-14000000.0,-7000000.0,2000000.0,-24000000.0,-17000000.0,3000000.0,10000000.0,21000000.0,32000000.0,35000000.0,47000000.0,4000000.0,-11000000.0,-51000000.0,-56000000.0,-39000000.0,0.0,-51000000.0,0.0,-51000000.0,-48000000.0,-3000000.0,-9000000.0,0.0,5000000.0,0.0,0.0,0.0,0.0,-1600000.0,11500000.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,0.0,0.0,0.0,182000000.0,195000000.0,174000000.0,162000000.0,196000000.0,216000000.0,235000000.0,276000000.0,291000000.0,192000000.0,139000000.0,158000000.0,823000000.0,-11000000.0,0.0,-26000000.0,0.0,-20000000.0,1000000.0,21000000.0,101000000.0,-179000000.0,-26000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,1596000000.0,2089000000.0,1985000000.0,1848000000.0,1682000000.0,1407000000.0,1377000000.0,1386000000.0,1407000000.0,1282000000.0,1353000000.0,1191000000.0,1058000000.0,831000000.0,974000000.0,910000000.0,832000000.0,0.0,756000000.0,0.0,709000000.0,927000000.0,605000000.0,584000000.0,501000000.0,708000000.0,-7000000.0,9000000.0,5000000.0,-67800000.0,76500000.0,156400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-43000000.0,-47000000.0,-56000000.0,-51000000.0,-51000000.0,-65000000.0,-67000000.0,-57000000.0,-70000000.0,-85000000.0,-83000000.0,-78000000.0,-57000000.0,-65000000.0,-88000000.0,-93000000.0,-192000000.0,0.0,-155000000.0,0.0,-163000000.0,-175000000.0,-141000000.0,-137000000.0,-151000000.0,-142000000.0,0.0,0.0,0.0,0.0,-32800000.0,-36000000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-2000000.0,-8000000.0,-13000000.0,-10000000.0,-6000000.0,-16000000.0,-6000000.0,-10000000.0,-7000000.0,-10000000.0,-5000000.0,-3000000.0,-4000000.0,-4000000.0,-9000000.0,-3000000.0,-13000000.0,0.0,-7000000.0,0.0,-9000000.0,-59000000.0,-53000000.0,-22000000.0,-1000000.0,-1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235000000.0,80000000.0,6000000.0,0.0,8000000.0,82000000.0,48000000.0,36000000.0,402000000.0,0.0,19000000.0,0.0,118000000.0,1169000000.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,2800000.0,0.0
