date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-162115000.0,-305361000.0,-119858000.0,-94420000.0,-220438000.0,-148874000.0,-43610000.0,-12453000.0,5939000.0,1102000.0,-6774000.0,-12855000.0,-21200000.0
,depreciationAndAmortization,110031000.0,110609000.0,99391000.0,110155000.0,100590000.0,75386000.0,35624000.0,23254000.0,12773000.0,7190000.0,5262000.0,6407000.0,8100000.0
,deferredIncomeTax,-7523000.0,-4258000.0,-31102000.0,-89586000.0,-1370000.0,-2853000.0,0.0,-4111000.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,197550000.0,198902000.0,149084000.0,113571000.0,106918000.0,105214000.0,34085000.0,23436000.0,6611000.0,1945000.0,1715000.0,1651000.0,0.0
,changeInWorkingCapital,1466602000.0,984437000.0,882062000.0,238574000.0,-9108000.0,141531000.0,70014000.0,97159000.0,113255000.0,59772000.0,-4491000.0,16432000.0,-1500000.0
,accountsReceivables,-5585000.0,-3694000.0,-12556000.0,-21203000.0,-13324000.0,-1051000.0,-5979000.0,-7571000.0,-3458000.0,-2208000.0,-1356000.0,-607000.0,0.0
,inventory,345277000.0,-673798000.0,-162829000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,12972000.0,-496000.0,1311000.0,-373000.0,856000.0,-11158000.0,4634000.0,1497000.0,991000.0,916000.0,327000.0,59000.0,0.0
,otherWorkingCapital,4056239000.0,2589637000.0,1605200000.0,723138000.0,484564000.0,493672000.0,352141000.0,282127000.0,184968000.0,71713000.0,11941000.0,16432000.0,0.0
,otherNonCashItems,0.0,87420000.0,60640000.0,25097000.0,2613000.0,2553000.0,4415000.0,400000.0,2155000.0,4082000.0,-31000.0,-251000.0,1600000.0
,netCashProvidedByOperatingActivites,424197000.0,-612174000.0,3850000.0,258191000.0,8645000.0,22659000.0,45519000.0,31298000.0,32298000.0,14826000.0,2258000.0,-4217000.0,-13000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-84940000.0,-86635000.0,-78535000.0,-78635000.0,-71722000.0,-68108000.0,-44242000.0,-25972000.0,-16750000.0,-8821000.0,-5526000.0,-4077000.0,-4800000.0
,acquisitionsNet,0.0,0.0,-55000000.0,-11000000.0,-13000000.0,93000000.0,-4000000.0,-43000000.0,-68000000.0,-7000000.0,0.0,0.0,0.0
,purchasesOfInvestments,-3287071000.0,-1495477000.0,-901761000.0,-417032000.0,-185210000.0,-307658000.0,-272644000.0,-236147000.0,-38397000.0,-47772000.0,-8425000.0,-29467000.0,0.0
,salesMaturitiesOfInvestments,0.0,1126058000.0,412795000.0,259227000.0,202370000.0,343703000.0,174949000.0,53000000.0,28434000.0,4750000.0,18582000.0,19050000.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,1962000.0,3931000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-1038489000.0,-456054000.0,-622639000.0,-247394000.0,-65719000.0,64441000.0,-145437000.0,-251827000.0,-94358000.0,-58383000.0,4631000.0,-14494000.0,-5800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-116255000.0,0.0,0.0,-370235000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,360345000.0,0.0,0.0,0.0,0.0,253899000.0,156726000.0,70788000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-159680000.0,-31484000.0,-365000.0,-37232000.0,-8150000.0,0.0,0.0,0.0,5500000.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,1162318000.0,1635694000.0,930137000.0,97706000.0,71528000.0,16273000.0,23923000.0,272249000.0,164174000.0,79205000.0,950000.0,100000.0,100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,548026000.0,567466000.0,311348000.0,108503000.0,14454000.0,103373000.0,-75995000.0,51720000.0,102114000.0,35648000.0,7839000.0,-18611000.0,-18700000.0
,cashAtEndOfPeriod,1778935000.0,1230909000.0,663443000.0,352095000.0,243592000.0,229138000.0,125765000.0,201760000.0,150040000.0,47926000.0,12278000.0,4439000.0,23000000.0
,cashAtBeginningOfPeriod,1230909000.0,663443000.0,352095000.0,243592000.0,229138000.0,125765000.0,201760000.0,150040000.0,47926000.0,12278000.0,4439000.0,23050000.0,41700000.0
,operatingCashFlow,424197000.0,-612174000.0,3850000.0,258191000.0,8645000.0,22659000.0,45519000.0,31298000.0,32298000.0,14826000.0,2258000.0,-4217000.0,-13000000.0
