date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-192304000.0,46281000.0,143958000.0,111478000.0,-10899000.0,24419000.0,29634000.0
,depreciationAndAmortization,0.0,78178000.0,58830000.0,40519000.0,29820000.0,35436000.0,27601000.0
,deferredIncomeTax,142466000.0,-41582000.0,-72516000.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,1822000.0,2763000.0,2395000.0,3815000.0,3929000.0,2102000.0
,changeInWorkingCapital,39062000.0,-19083000.0,-8748000.0,-15762000.0,-1979000.0,-3689000.0,-7636000.0
,accountsReceivables,34457000.0,-7087000.0,1653000.0,-1672000.0,-4144000.0,-1130000.0,1187000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,150000.0,2545000.0,1298000.0,-4000.0,4000.0,-9779000.0
,otherWorkingCapital,-418000.0,59232000.0,59223000.0,49819000.0,21262000.0,10797000.0,22051000.0
,otherNonCashItems,-33409000.0,-2032000.0,4050000.0,2984000.0,51685000.0,7666000.0,2214000.0
,netCashProvidedByOperatingActivites,196556000.0,236691000.0,244493000.0,139219000.0,68627000.0,63832000.0,51813000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-65678000.0,-530572000.0,-614818000.0,-344079000.0,-205721000.0,-43907000.0,-62965000.0
,acquisitionsNet,0.0,-531000000.0,-610000000.0,0.0,0.0,-44000000.0,-58000000.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,-33850000.0
,salesMaturitiesOfInvestments,10801000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,38594000.0,-530572000.0,-609566000.0,-344079000.0,-205721000.0,-43907000.0,-62965000.0
,netCashUsedForInvestingActivites,-16283000.0,-530572000.0,-614253000.0,-344079000.0,-205721000.0,-43907000.0,-96815000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-136197000.0,0.0,0.0,0.0,0.0,0.0,-2885000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-24026000.0,340860000.0,305913000.0,380412000.0,125580000.0,0.0,232198000.0
,dividendsPaid,-107956000.0,-240366000.0,-253483000.0,-130876000.0,-64824000.0,-68555000.0,-148760000.0
,otherFinancingActivites,-575000.0,278409000.0,390915000.0,244041000.0,154981000.0,-33957000.0,77345000.0
,netCashUsedProvidedByFinancingActivities,-164754000.0,274807000.0,368239000.0,219844000.0,145768000.0,-34496000.0,59350000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,15519000.0,-19074000.0,-1521000.0,14984000.0,8674000.0,-14571000.0,14348000.0
,cashAtEndOfPeriod,19121000.0,3602000.0,22676000.0,24197000.0,9213000.0,539000.0,15148000.0
,cashAtBeginningOfPeriod,3602000.0,22676000.0,24197000.0,9213000.0,539000.0,15110000.0,800000.0
,operatingCashFlow,196556000.0,236691000.0,244493000.0,139219000.0,68627000.0,63832000.0,51813000.0
,capitalExpenditure,-65678000.0,0.0,-4687000.0,0.0,0.0,0.0,-4083000.0
,freeCashFlow,130878000.0,236691000.0,239806000.0,139219000.0,68627000.0,63832000.0,47730000.0
