date,,2021-01-02_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2016-01-02_FY,2015-01-03_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2011-01-01_FY,2010-01-02_FY,2009-01-03_FY,2007-12-29_FY,2006-12-30_FY,2005-12-31_FY,2005-01-01_FY,2004-01-03_FY,2002-12-28_FY,2001-12-29_FY,2000-12-30_FY,2000-01-01_FY,1999-01-02_FY,1997-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,139189000.0,81845000.0,69539000.0,65077000.0,51417000.0,50519000.0,67974000.0,60100000.0,78100000.0,60478000.0,31600000.0,35600000.0,-70200000.0,27600000.0,47200000.0,43767000.0,31600000.0,27100000.0,37500000.0,-12100000.0,-37200000.0,-8200000.0,5200000.0,-2800000.0
,depreciationAndAmortization,61563000.0,61866000.0,61966000.0,61291000.0,57172000.0,47630000.0,39809000.0,30800000.0,20400000.0,13543000.0,14600000.0,19100000.0,22200000.0,24800000.0,19800000.0,15747000.0,13600000.0,11100000.0,9200000.0,9600000.0,8400000.0,6700000.0,5400000.0,4000000.0
,deferredIncomeTax,-3566000.0,-1014000.0,7447000.0,2042000.0,-1640000.0,11924000.0,-311000.0,2000000.0,3500000.0,2839000.0,2400000.0,-18200000.0,25100000.0,-7300000.0,-7700000.0,-1353000.0,-4000000.0,5600000.0,-17600000.0,0.0,10900000.0,-5000000.0,-5900000.0,0.0
,stockBasedCompensation,21813000.0,16657000.0,11412000.0,15763000.0,11961000.0,10290000.0,6798000.0,4232000.0,10306000.0,4971000.0,3962000.0,3236000.0,3702000.0,6252000.0,8325000.0,0.0,405000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-39734000.0,-96595000.0,-183913000.0,-66908000.0,-44432000.0,-88101000.0,-6757000.0,-25200000.0,5355000.0,52145000.0,45400000.0,65100000.0,-20500000.0,-75700000.0,-4458000.0,-13342000.0,-30800000.0,27500000.0,30500000.0,8700000.0,-26900000.0,-27700000.0,41400000.0,2600000.0
,accountsReceivables,-11893000.0,4817000.0,-5483000.0,393000.0,9297000.0,-9259000.0,-4717000.0,1993000.0,-2705000.0,-3935000.0,530000.0,-155000.0,13963000.0,-6738000.0,-5930000.0,0.0,-1821000.0,-3500000.0,-700000.0,100000.0,-1600000.0,9500000.0,-4600000.0,0.0
,inventory,5703000.0,-2183000.0,-584000.0,-9272000.0,11574000.0,-33065000.0,-13383000.0,-3910000.0,-10713000.0,-5204000.0,-4001000.0,3029000.0,13842000.0,-8397000.0,-2138000.0,-1501000.0,-6371000.0,-5100000.0,-900000.0,3000000.0,400000.0,-1400000.0,-2400000.0,-2200000.0
,accountsPayables,-16755000.0,10661000.0,-9894000.0,21779000.0,-4965000.0,19130000.0,14340000.0,-3477000.0,7114000.0,6913000.0,3995000.0,2545000.0,-20047000.0,12201000.0,6091000.0,0.0,9765000.0,0.0,-1300000.0,2100000.0,-1400000.0,-3800000.0,100000.0,0.0
,otherWorkingCapital,-474140000.0,-434406000.0,-337811000.0,-153898000.0,-86990000.0,-42558000.0,45543000.0,52300000.0,77500000.0,72145000.0,20000000.0,-25400000.0,-90500000.0,-70000000.0,5700000.0,10158000.0,23500000.0,54300000.0,26800000.0,-3700000.0,-12400000.0,14500000.0,42200000.0,800000.0
,otherNonCashItems,0.0,16227000.0,11361000.0,16012000.0,0.0,1407000.0,6127000.0,400000.0,4000000.0,60478000.0,2900000.0,3900000.0,38300000.0,5400000.0,5700000.0,0.0,400000.0,300000.0,1800000.0,2200000.0,2200000.0,1300000.0,7100000.0,0.0
,netCashProvidedByOperatingActivites,279661000.0,189160000.0,131540000.0,172607000.0,151645000.0,107942000.0,144468000.0,88100000.0,100600000.0,91046000.0,71400000.0,63200000.0,3000000.0,44000000.0,59400000.0,87498000.0,52500000.0,49200000.0,36100000.0,400000.0,-10300000.0,7700000.0,11000000.0,7300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-37100000.0,-59239000.0,-45515000.0,-59829000.0,-57852000.0,-85586000.0,-76594000.0,-76811000.0,-51593000.0,-23527000.0,-7349000.0,-2459000.0,-32202000.0,-43514000.0,-31079000.0,-25840000.0,-21399000.0,-18400000.0,-7800000.0,-4900000.0,-12100000.0,-13700000.0,-8800000.0,-10700000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,-70018000.0,-70000000.0,-16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-165079000.0,-272446000.0,-155245000.0,-5968000.0,-129500000.0,-138341000.0,-90742000.0,-121695000.0,-40021000.0,0.0,0.0,0.0,0.0,0.0,-39172000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,21053000.0,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,81086000.0,0.0,36625000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,167694000.0,272718000.0,158431000.0,0.0,240828000.0,100503000.0,80254000.0,61186000.0,-2650000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-39018000.0,-56624000.0,-45243000.0,-59793000.0,-42675000.0,-44276000.0,-114432000.0,-87300000.0,-112100000.0,-56187000.0,-7300000.0,-2400000.0,-32200000.0,37600000.0,-33200000.0,-28387000.0,-47700000.0,-55100000.0,-21500000.0,-900000.0,3700000.0,-35800000.0,-8800000.0,-10700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,38698000.0,-26357000.0,-182336000.0,22807000.0,0.0,26681000.0,38474000.0,24253000.0,34181000.0,-795000.0,9732000.0,-25978000.0,-1313000.0,20622000.0,30628000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
