date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,revenue,892208000.0,897027000.0,787309000.0,716165000.0,692623000.0,484559000.0,440900000.0,380585000.0,314027000.0,245535000.0,222407000.0,213457000.0,251865000.0,213081000.0,154710000.0,121518000.0,123939000.0,102127000.0,87690000.0,86901000.0,67365000.0
,costOfRevenue,478916000.0,460115000.0,414979000.0,394077000.0,378823000.0,236629000.0,207040000.0,177186000.0,143439000.0,109751000.0,104490000.0,108236000.0,123231000.0,99772000.0,69189000.0,54508000.0,52033000.0,42461000.0,36418000.0,32767000.0,26578000.0
,grossProfit,413292000.0,436912000.0,372330000.0,322088000.0,313800000.0,247930000.0,233860000.0,203399000.0,170588000.0,135784000.0,117917000.0,105221000.0,128634000.0,113309000.0,85521000.0,67010000.0,71906000.0,59666000.0,51272000.0,54134000.0,40787000.0
,grossProfitRatio,0.463223822247727,0.487066721514514,0.472914700581347,0.449739934233033,0.453060322859622,0.511661118666664,0.530415060104332,0.534437773427749,0.543227174733383,0.553012808764535,0.5301856506315,0.492937687684171,0.51072598415818,0.531764915689339,0.552782625557495,0.551440938790961,0.580172504215784,0.584233356507094,0.584696088493557,0.62293874638957,0.605462777406665
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,70161000.0,68644000.0,64843000.0,66022000.0,57799000.0,35160000.0,27802000.0,29105000.0,23726000.0,22042000.0,21007000.0,17569000.0,18196000.0,15050000.0,11222000.0,9611000.0,9105000.0,8950000.0,9970000.0,11031000.0,11273000.0
,GeneralAndAdministrativeExpenses,307605000.0,289916000.0,263095000.0,250312000.0,249520000.0,167581000.0,156475000.0,138995000.0,119736000.0,97520000.0,86227000.0,85668000.0,93098000.0,80035000.0,65043000.0,59698000.0,52083000.0,42779000.0,44767000.0,43683000.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,377766000.0,358560000.0,327938000.0,316334000.0,307319000.0,202741000.0,184277000.0,168100000.0,143462000.0,119562000.0,107234000.0,104552000.0,111294000.0,95085000.0,76265000.0,69309000.0,61188000.0,51729000.0,54737000.0,54714000.0,57412000.0
,costAndExpenses,856682000.0,818675000.0,742917000.0,710411000.0,686142000.0,439370000.0,391317000.0,345286000.0,286901000.0,229313000.0,211724000.0,212788000.0,234525000.0,194857000.0,145454000.0,123817000.0,113221000.0,94190000.0,91155000.0,87481000.0,83990000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122000.0,29000.0,62000.0,4000.0,15000.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,71595000.0,64121000.0,51350000.0,51511000.0,58362000.0,25639000.0,20272000.0,18365000.0,13325000.0,7983000.0,8619000.0,9428000.0,8954000.0,4602000.0,3717000.0,4199000.0,4085000.0,3504000.0,3022000.0,3723000.0,3655000.0
,EBITDA,100944000.0,138054000.0,86966000.0,50632000.0,56414000.0,71883000.0,68776000.0,53516000.0,40429000.0,24134000.0,18580000.0,10635000.0,29691000.0,28879000.0,14886000.0,2145000.0,15011000.0,11053000.0,-2006000.0,2716000.0,-17034000.0
,EBITDARatio,0.113139536968958,0.153901722021745,0.110459806759481,0.0706987914796171,0.0814497930331508,0.148347260085975,0.155990020412792,0.140615105692552,0.12874370675133,0.0982914859388682,0.0835405360442792,0.0498226809146573,0.117884581025549,0.135530619811245,0.0962187318208261,0.0176517059201106,0.121116032887146,0.108227990639106,-0.0228760405975596,0.031253955650683,-0.252861278111779
