date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,61515000.0,23403000.0,38767000.0,59204000.0,52839000.0
,depreciationAndAmortization,91622000.0,68489000.0,56907000.0,50501000.0,46295000.0
,deferredIncomeTax,-5497000.0,-1249000.0,-9486000.0,-436000.0,4803000.0
,stockBasedCompensation,3553000.0,3406000.0,2117000.0,2643000.0,1691000.0
,changeInWorkingCapital,-39945000.0,-451258000.0,356931000.0,-54232000.0,42285000.0
,accountsReceivables,0.0,0.0,0.0,-1702000.0,-5377000.0
,inventory,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-357000.0,1946000.0,2130000.0,2888000.0,-337000.0
,otherWorkingCapital,-8184000.0,-112521000.0,338737000.0,-18194000.0,36038000.0
,otherNonCashItems,-7197000.0,487214000.0,-353893000.0,43432000.0,-33841000.0
,netCashProvidedByOperatingActivites,104051000.0,130005000.0,91343000.0,101112000.0,114072000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-214975000.0,-182914000.0,-148336000.0,-152411000.0,-145581000.0
,acquisitionsNet,0.0,-835000000.0,-2000000.0,-1000000.0,-1000000.0
,purchasesOfInvestments,0.0,0.0,0.0,-116000.0,-328000.0
,salesMaturitiesOfInvestments,0.0,0.0,4112000.0,0.0,4509000.0
,otherInvestingActivites,716000.0,143000.0,-619000.0,39653000.0,20271000.0
,netCashUsedForInvestingActivites,-214259000.0,-1017771000.0,-146843000.0,-113874000.0,-122129000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-247220000.0,-193455000.0,-1000000.0,-48417000.0,-99074000.0
,commonStockIssued,0.0,0.0,411385000.0,0.0,0.0
,commonStockRepurchased,0.0,-10000.0,0.0,0.0,0.0
,dividendsPaid,-36509000.0,-34134000.0,-23074000.0,-21332000.0,-16559000.0
,otherFinancingActivites,385262000.0,712587000.0,81112000.0,64960000.0,143801000.0
,netCashUsedProvidedByFinancingActivities,101533000.0,484988000.0,468423000.0,-4789000.0,28168000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-8675000.0,-402778000.0,412923000.0,-17551000.0,20111000.0
,cashAtEndOfPeriod,9269000.0,17944000.0,420722000.0,7799000.0,25350000.0
,cashAtBeginningOfPeriod,17944000.0,420722000.0,7799000.0,25350000.0,5239000.0
,operatingCashFlow,104051000.0,130005000.0,91343000.0,101112000.0,114072000.0
,capitalExpenditure,-214975000.0,608000.0,-123000.0,11063000.0,20013000.0
,freeCashFlow,-110924000.0,-52909000.0,-56993000.0,-51299000.0,-31509000.0
