date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2004-05-25_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,97361000.0,80586000.0,-361884000.0,-9935000.0,-344151000.0,-1540895000.0,102607000.0,-653329000.0,305302000.0,318662000.0,205700000.0,102404000.0,163656000.0,35420000.0,3300000.0,-49126000.0,-13942000.0,-42570000.0,-45035000.0,2136000.0,-3887423.0,1106147.0
,depreciationAndAmortization,248790000.0,155331000.0,105732000.0,72130000.0,74887000.0,178978000.0,177227000.0,149068000.0,113529000.0,122414000.0,0.0,0.0,25995000.0,20040000.0,1763000.0,9798000.0,4760000.0,10321000.0,8036000.0,6787000.0,6199899.0,11368182.0
,deferredIncomeTax,79134000.0,39771000.0,-118839000.0,-19849000.0,9039000.0,-261232000.0,27795000.0,27516000.0,-14311000.0,1804000.0,-5864000.0,-2972000.0,-12904000.0,17260000.0,-1491000.0,343000.0,757000.0,0.0,3570000.0,0.0,202915.0,1310175.0
,stockBasedCompensation,10692000.0,10396000.0,6989000.0,11218000.0,10559000.0,15877000.0,18775000.0,19492000.0,21794000.0,19722000.0,16557000.0,9091000.0,0.0,0.0,0.0,0.0,0.0,1418000.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,34769000.0,15256000.0,5062000.0,-35755000.0,32295000.0,29393000.0,-56502000.0,-25669000.0,-152472000.0,9948000.0,-60082000.0,45059000.0,-18187000.0,1265000.0,-31668000.0,2006000.0,-6955000.0,0.0,-3501000.0,-1825000.0,10136952.0,-4275903.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14307000.0,25386000.0,0.0,0.0,0.0,0.0,0.0,-1833000.0,0.0,0.0,0.0,0.0
,inventory,-3209000.0,-16410000.0,20775000.0,-31437000.0,-18264000.0,45915000.0,13184000.0,-24705000.0,-18346000.0,-13299000.0,-12452000.0,-19799000.0,-26057000.0,-16899000.0,-26222000.0,-2867000.0,-304000.0,-607000.0,-607000.0,-425000.0,-400176.0,384051.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1061000.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36756000.0,0.0,0.0,4090339.0,0.0
,otherNonCashItems,43953000.0,29037000.0,-5797000.0,-1091000.0,-867000.0,1689000.0,-712000.0,1337000.0,1842000.0,10134000.0,221347000.0,656000.0,-61408000.0,7304000.0,5073000.0,0.0,0.0,0.0,0.0,0.0,628.0,0.0
,netCashProvidedByOperatingActivites,425607000.0,165826000.0,66316000.0,27979000.0,113663000.0,221758000.0,283345000.0,356373000.0,295228000.0,512077000.0,292075000.0,192042000.0,105544000.0,69801000.0,-22508000.0,-13934000.0,-10426000.0,0.0,3646000.0,9288000.0,13029275.0,4588612.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-206376000.0,-216095000.0,-275331000.0,-323079000.0,-297667000.0,-396027000.0,-410690000.0,-481986000.0,-426174000.0,-272818000.0,-226296000.0,-106614000.0,-123950000.0,-94456000.0,-95170000.0,-89407000.0,-23345000.0,-9391000.0,-12995000.0,-7619000.0,-4513130.0,-5939459.0
,acquisitionsNet,0.0,0.0,0.0,-122000000.0,-22000000.0,-49000000.0,-30000000.0,0.0,0.0,0.0,-6000000.0,54000000.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-55759000.0,0.0,-1138000.0,-216000.0,-3436000.0,-17894000.0,-3313000.0,-34702000.0,0.0,-18653000.0,-18710000.0,-5823000.0,-20462000.0,-1556000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,5237000.0,0.0,0.0,0.0,3665000.0,0.0,33423000.0,2025000.0,1270000.0,8154000.0,15611000.0,54214000.0,25727000.0,663000.0,0.0,0.0,70000.0,0.0,0.0,37000.0,69732.0,0.0
,otherInvestingActivites,983000.0,22803000.0,47940000.0,28383000.0,3717000.0,17573000.0,26630000.0,24865000.0,124340000.0,-10002000.0,-9470000.0,1877000.0,67734000.0,2114000.0,-37129000.0,0.0,0.0,0.0,-1197000.0,475000.0,5408343.0,-4573943.0
,netCashUsedForInvestingActivites,-244229000.0,-188874000.0,-257397000.0,-416324000.0,503103000.0,-392867000.0,-384121000.0,-494069000.0,-295684000.0,-293172000.0,-221192000.0,-13576000.0,-38258000.0,-91753000.0,-130454000.0,-88516000.0,-22918000.0,0.0,-14192000.0,-7043000.0,1196130.0,-10513402.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-142521000.0,-606729000.0,0.0,0.0,-70000000.0,-24528000.0,-32622000.0,-10354000.0,-120430000.0,-98169000.0,-90010000.0,-4983000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,95992000.0,40066000.0,0.0,586000.0,0.0,121000.0,1996000.0,7003000.0,22145000.0,31600000.0,35907000.0,25201000.0,14730000.0,9499000.0,171225000.0,7184000.0,63708000.0,0.0,78621000.0,47966000.0,5026.0,11501534.0
,commonStockRepurchased,-3550000.0,0.0,-2108000.0,-5301000.0,0.0,-2394000.0,-6413000.0,-6462000.0,-6830000.0,-6438000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
