Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,22000000.0,7000000.0,8000000.0,25000000.0,0000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,11000000.0,3000000.0,3000000.0,1000000.0,1000000.0
Inventories,4000000.0,9000000.0,5000000.0,1000000.0,000000.0
Total current assets,200000000.0,266000000.0,350000000.0,607000000.0,185000000.0
Property, Plant & Equipment Net,200000000.0,266000000.0,350000000.0,596000000.0,185000000.0
Goodwill and Intangible Assets,0,0,0,0,0
Long-term investments,,,,,
Tax assets,,,,,
Total non-current assets,216000000.0,227000000.0,141000000.0,169000000.0,0000000.0
Total assets,251000000.0,289000000.0,376000000.0,638000000.0,187000000.0
Payables,274000000.0,173000000.0,206000000.0,108000000.0,6000000.0
Short-term debt,78000000.0,13000000.0,98000000.0,6000000.0,6000000.0
Total current liabilities,398000000.0,287000000.0,341000000.0,136000000.0,20000000.0
Long-term debt,191000000.0,204000000.0,120000000.0,154000000.0,000000.0
Total debt,191000000.0,204000000.0,120000000.0,154000000.0,000000.0
Deferred revenue,,,,,
Tax Liabilities,,,,,
Deposit Liabilities,,,,,
Total non-current liabilities,216000000.0,227000000.0,141000000.0,169000000.0,0000000.0
Total liabilities,615000000.0,515000000.0,483000000.0,305000000.0,20000000.0
Other comprehensive income,,,,,
Retained earnings (deficit),-1170000000.0,-1018000000.0,-896000000.0,-445000000.0,-298000000.0
Total shareholders equity,-363000000.0,-225000000.0,-107000000.0,333000000.0,167000000.0
Investments,,,,,
Net Debt,247000000,210000000,210000000,135000000,6000000
Other Assets,12000000,3000000,9000000,11000000,0
Other Liabilities,67000000,120000000,56000000,36000000,0
