date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,revenue,2208805000.0,10950661000.0,9493849000.0,8777845000.0,8496401000.0,8299074000.0,8073855000.0,7959894000.0,7688024000.0,7537263000.0,6752504000.0,5889826000.0,6532525000.0,6149139000.0,5229584000.0,4903174000.0
,costOfRevenue,2765108000.0,6062765000.0,5262207000.0,4896579000.0,5015539000.0,5099393000.0,5306281000.0,5305270000.0,5157434000.0,4942607000.0,4458076000.0,4071102000.0,4403666000.0,3981698000.0,3249629000.0,2994232000.0
,grossProfit,-556303000.0,4887896000.0,4231642000.0,3881266000.0,3480862000.0,3199681000.0,2767574000.0,2654624000.0,2530590000.0,2594656000.0,2294428000.0,1818724000.0,2128859000.0,2167441000.0,1979955000.0,1908942000.0
,grossProfitRatio,-0.251856999599331,0.446356251919405,0.445724594945633,0.442166158094612,0.409686642614914,0.385546748950546,0.342782227325113,0.333499918466251,0.32916000262226,0.344243792474802,0.339789210047117,0.308790786009638,0.32588608539577,0.352478777923218,0.378606596624129,0.389327810924108
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,1199620000.0,1559253000.0,1303144000.0,1186016000.0,1100290000.0,1086504000.0,1048952000.0,1044819000.0,1011543000.0,960602000.0,848079000.0,761999000.0,776522000.0,1907062000.0,1617793000.0,1493914000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1124022000.0,-917929000.0,-858606000.0
,otherExpenses,-137085000.0,-24513000.0,11107000.0,-5289000.0,-35653000.0,56581000.0,70242000.0,-1726000.0,-42868000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,2478874000.0,2805195000.0,2336841000.0,2137210000.0,1995205000.0,1913512000.0,1821397000.0,1799530000.0,1742036000.0,1663028000.0,1491795000.0,1330213000.0,1296875000.0,1266106000.0,1121509000.0,1037377000.0
,costAndExpenses,5243982000.0,8867960000.0,7599048000.0,7033789000.0,7010744000.0,7012905000.0,7127678000.0,7104800000.0,6899470000.0,6605635000.0,5949871000.0,5401315000.0,5700541000.0,5247804000.0,4371138000.0,4031609000.0
,interestExpense,844238000.0,408513000.0,333672000.0,299982000.0,307370000.0,277725000.0,258299000.0,332422000.0,355785000.0,382416000.0,339393000.0,300012000.0,327312000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1279254000.0,1245942000.0,1033697000.0,951194000.0,894915000.0,827008000.0,772445000.0,754711000.0,730493000.0,702426000.0,643716000.0,568214000.0,520353000.0,483066000.0,421645000.0,402069000.0
,EBITDA,-1755923000.0,3328643000.0,2928498000.0,2695250000.0,2380572000.0,2113177000.0,1718622000.0,1609805000.0,1519047000.0,1634054000.0,1446349000.0,1056725000.0,1352337000.0,1384401000.0,1280091000.0,1273634000.0
,EBITDARatio,-0.794965150839481,0.303967313023387,0.308462668829049,0.30705144599842,0.280185928135925,0.254628046454339,0.212862628818576,0.202239502184326,0.197586141770629,0.216796733774581,0.214194467711533,0.179415317192732,0.207015970088136,0.225137372890741,0.244778743395268,0.259757047169854
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-3035177000.0,2082701000.0,1894801000.0,1744056000.0,1485657000.0,1286169000.0,946177000.0,855094000.0,788554000.0,931628000.0,802633000.0,488511000.0,831984000.0,901335000.0,858446000.0,871565000.0
,operatingIncomeRatio,-1.37412628095282,0.190189523719162,0.199581960909637,0.198688402449576,0.174857213071747,0.154977410732812,0.117190239359017,0.107425299884647,0.10256913870196,0.123602957731474,0.118864498266125,0.0829414994602557,0.127360247377545,0.146579057653437,0.164151871353438,0.177755266282616
,totalOtherIncomeExpensesNet,-1916751000.0,206467000.0,221863000.0,150958000.0,84245000.0,-354686000.0,65924000.0,-62878000.0,-435813000.0,32891000.0,74984000.0,-33094000.0,54934000.0,15829000.0,28099000.0,52521000.0
,incomeBeforeTax,-5775130000.0,1907600000.0,1815792000.0,1625133000.0,1283388000.0,665783000.0,764146000.0,473692000.0,18287000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTaxRatio,-2.61459476956997,0.174199530055766,0.191259835710469,0.185140316330489,0.151050780206819,0.0802237695434455,0.0946445037717422,0.0595098376938185,0.00237863461404387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,-5797462000.0,1878887000.0,1811042000.0,1625133000.0,1283388000.0,665783000.0,764146000.0,473692000.0,18287000.0,607421000.0,547467000.0,162421000.0,573722000.0,603405000.0,633922000.0,715956000.0
,netIncomeRatio,-2.62470521390526,0.171577496554774,0.19075951176388,0.185140316330489,0.151050780206819,0.0802237695434455,0.0946445037717422,0.0595098376938185,0.00237863461404387,0.0805890679415061,0.0810761459748858,0.0275765362168594,0.0878254579967164,0.098128372118438,0.121218437260019,0.14601888491006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-27.6854038824288,8.97,8.6,7.57,5.96,3.03,3.45,2.16,0.0839122654063231,2.8,2.55,0.76,2.69,2.84,3.01,3.47
,EPSDiluted,-27.6854038824288,8.95,8.56,7.53,5.93,3.02,3.43,2.14,0.0833283969069111,2.77,2.51,0.75,2.68,2.82,2.94,3.26
