date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY
,revenue,22526201.0,32637480.0,12232090.0,11343180.0,13906390.0,15812590.0,14561190.0,12830000.0,16920000.0,21190000.0,15730000.0,0.0,0.0
,costOfRevenue,20379519.0,25475170.0,11165940.0,11136430.0,12473970.0,12598160.0,12463950.0,11510000.0,14220000.0,16160000.0,12050000.0,0.0,0.0
,grossProfit,2146682.0,7162310.0,1066150.0,206750.0,1432420.0,3214430.0,2097240.0,1320000.0,2700000.0,5030000.0,3680000.0,0.0,0.0
,grossProfitRatio,0.0952971164556332,0.219450460023262,0.0871600846625556,0.0182268111764073,0.103004446157486,0.20328295364643,0.144029437154518,0.102883865939205,0.159574468085106,0.237376120811704,0.233947870311507,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,1278331.0,749250.0,661010.0,536850.0,626150.0,707840.0,336070.0,500000.0,740000.0,500000.0,420000.0,0.0,0.0
,GeneralAndAdministrativeExpenses,6205040.0,4378444.0,3187311.0,2332169.0,4433098.0,3184278.0,3592123.0,4381436.0,3421658.0,1943333.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,2918418.0,2426971000.0,1703327000.0,1944989000.0,2164780000.0,2721781000.0,3360566000.0,2650000000.0,2434541000.0,1484992000.0,0.0,0.0,0.0
,otherExpenses,-2018398.0,2426971.0,1703327.0,2123933.0,9943782.0,3091312.0,3933595.0,3966826.0,2434541.0,1484992.0,0.0,0.0,0.0
,operatingExpenses,10401789.0,7554664.0,5551652.0,4814006.0,7224025.0,6613903.0,7288755.0,7531408.0,6598208.0,3930738.0,24344.0,29363.0,0.0
,costAndExpenses,30781308.0,33029830.0,16717600.0,15950430.0,27041200.0,19212070.0,19752700.0,19050000.0,20820000.0,20100000.0,15700000.0,29363000.0,14966.0
,interestExpense,120903.0,203603.0,71781.0,45888.0,38945.0,51232.0,53379.0,50945.0,148611.0,203682.0,-24000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,2827.341,1343250.0,648730.0,939500.0,1378280.0,1444110.0,1630530.0,1690000.0,1520000.0,1380000.0,1150000.0,147000.0,147.0
,EBITDA,-8252279.659,950900.0,-3836780.0,-3667750.0,-11756530.0,-1955370.0,-3560980.0,-4530000.0,-2370000.0,2480000.0,1180000.0,-29216000.0,-14819.0
,EBITDARatio,-0.366341384372802,0.0291352150962636,-0.313665121823008,-0.323344071062965,-0.845404882216017,-0.123659059015632,-0.244552814708139,-0.353078721745908,-0.140070921985816,0.117036337895234,0.0750158931977114,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-8255107.0,-392350.0,-4485510.0,-4607250.0,-13134810.0,-3399480.0,-5191510.0,-6220000.0,-3890000.0,1100000.0,30000.0,-29363000.0,-14966.0
,operatingIncomeRatio,-0.366466897813795,-0.0120214550878315,-0.366700212310407,-0.406169169492153,-0.944516154084561,-0.214985653836595,-0.356530613225979,-0.484801247077163,-0.229905437352246,0.0519112789051439,0.00190718372536554,0.0,0.0
,totalOtherIncomeExpensesNet,139513.0,73635.0,28401.0,1515.0,968.0,98171.0,10511.0,6806.0,158632.0,100986.0,0.0,0.0,0.0
,incomeBeforeTax,-10273505.0,-257640.0,-4179960.0,-4778160.0,-13198960.0,-2886010.0,-4785050.0,-6460000.0,-3940000.0,1360000.0,-170000.0,-29363000.0,0.0
,incomeBeforeTaxRatio,-0.456069134782203,-0.00789399181554458,-0.341720834297328,-0.421236372868984,-0.949129141351566,-0.182513427591558,-0.328616685861526,-0.503507404520655,-0.232860520094563,0.0641812175554507,-0.0108073744437381,0.0,0.0
,incomeTaxExpense,0.0,-297250.0,-365430.0,-317810.0,3219680.0,-697790.0,-1702550.0,-1610000.0,-1170000.0,360000.0,150000.0,0.0,0.0
,netIncome,-9808360.0,39620.0,-3814530.0,-4460350.0,-16418630.0,-2209860.0,-3066070.0,-4830000.0,-2770000.0,920000.0,-10000.0,-29363000.0,-14966.0
,netIncomeRatio,-0.435420069278437,0.0012139417626606,-0.311846135860675,-0.393218656496679,-1.18065364195884,-0.139753196661647,-0.210564521168943,-0.376461418550273,-0.16371158392435,0.0434167059933931,-0.000635727908455181,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.46788489728901,0.00201,-0.23899,-0.42892,-1.78291,-0.22386,-0.37854,-0.7728,-0.4687,0.22886,-0.00134,-3.22749,-0.013333
,EPSDiluted,-0.46788489728901,0.00201,-0.23899,-0.42892,-1.78291,-0.22386,-0.37854,-0.7728,-0.4687,0.22886,-0.00134,-3.22749,-0.013333
,weightedAverageShsOut,20963190.0,19652277.0,63843634.0,41595856.0,36835514.0,39486941.0,32398941.0,24989262.0,23644883.0,10974237.0,35344353.0,9097777.0,1028812.0
,weightedAverageShsOutDil,20963190.0,19652277.0,63843634.0,41595856.0,36835514.0,39486941.0,32398941.0,24989262.0,23644883.0,10974237.0,35344353.0,9097777.0,1028812.0
