Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,100000000.0,179000000.0,298000000.0,88000000.0,97000000.0
Short-term investments,000000.0,9000000.0,000000.0,000000.0,000000.0
Cash and short-term investments,000000.0,9000000.0,000000.0,000000.0,000000.0
Receivables,64000000.0,45000000.0,41000000.0,101000000.0,41000000.0
Inventories,54000000.0,75000000.0,97000000.0,117000000.0,90000000.0
Total current assets,1232000000.0,1124000000.0,1073000000.0,867000000.0,580000000.0
Property, Plant & Equipment Net,1199000000.0,1085000000.0,1025000000.0,824000000.0,532000000.0
Goodwill and Intangible Assets,7000000,7000000,7000000,7000000,7000000
Long-term investments,23000000.0,26000000.0,27000000.0,29000000.0,31000000.0
Tax assets,000000.0,000000.0,000000.0,8000000.0,9000000.0
Total non-current assets,737000000.0,813000000.0,810000000.0,478000000.0,295000000.0
Total assets,1473000000.0,1456000000.0,1530000000.0,1192000000.0,826000000.0
Payables,21000000.0,29000000.0,36000000.0,69000000.0,53000000.0
Short-term debt,26000000.0,26000000.0,126000000.0,111000000.0,7000000.0
Total current liabilities,73000000.0,93000000.0,184000000.0,219000000.0,97000000.0
Long-term debt,520000000.0,545000000.0,576000000.0,298000000.0,188000000.0
Total debt,520000000.0,545000000.0,576000000.0,298000000.0,188000000.0
Deferred revenue,000000.0,000000.0,000000.0,17000000.0,000000.0
Tax Liabilities,194000000.0,253000000.0,222000000.0,168000000.0,99000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,737000000.0,813000000.0,810000000.0,478000000.0,295000000.0
Total liabilities,810000000.0,906000000.0,994000000.0,697000000.0,392000000.0
Other comprehensive income,-5000000.0,-6000000.0,-7000000.0,-5000000.0,-1000000.0
Retained earnings (deficit),514000000.0,403000000.0,361000000.0,261000000.0,196000000.0
Total shareholders equity,664000000.0,550000000.0,536000000.0,495000000.0,434000000.0
Investments,23000000.0,26000000.0,27000000.0,29000000.0,31000000.0
Net Debt,446000000,392000000,404000000,321000000,98000000
Other Assets,4000000,5000000,13000000,6000000,10000000
Other Liabilities,15000000,9000000,7000000,6000000,4000000
