Date,2019-09-30,2018-09-30,2017-09-30,2016-09-30,2015-09-30,2014-09-30,2013-09-30,2012-09-30,2011-09-30,2010-09-30,2009-09-30
Revenue,0.0,547452.0,69020.0,285055.0,657377.0,264033.0,159583.0,0.0,0.0,153300.0,80093.0
Revenue Growth,0.0,6.93178788756882,-0.757871287997053,-0.566375154591657,0.0,0.0,0.0,0.0,0.0,0.914024946000275,14.813
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,0.0,547452.0,69020.0,285055.0,657377.0,0.0,159583.0,0.0,0.0,153300.0,80093.0
R&D Expenses,12659287.0,9400306.0,15606985.0,17445382.0,19191750.0,17000145.0,12681049.0,0.0,0.0,11911626.0,6011750.0
SG&A Expense,7998573.0,7848496.0,5800348.0,6486501.0,13855775.0,10606248.0,6982686.0,0.0,0.0,6285810.0,5671595.0
Operating Expenses,20657860.0,17248802.0,21407333.0,23931883.0,33047525.0,27838145.0,20027859.0,0.0,0.0,18713553.0,12100550.0
Operating Income,-20195106.0,-16701350.0,-21338313.0,-23646828.0,-32390148.0,-27574112.0,-19868276.0,0.0,0.0,-18560253.0,-12020457.0
Interest Expense,0.0,6492294.0,4032189.0,1879390.0,1964221.0,163774.0,170423.0,0.0,0.0,162326.0,397923.0
Earnings before Tax,0.0,-31851573.0,-14427055.0,-11512492.0,-34692210.0,0.0,-9230478.0,0.0,0.0,10483429.0,-40910030.0
Income Tax Expense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,14368.0,63768.0,0.0,0.0,0.0,59531.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-22134640.0,-31851573.0,-14427055.0,-11512492.0,-34692210.0,-27366265.0,-9230478.0,0.0,0.0,10483429.0,-40910030.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1532456.0,490728.0
Net Income Com,-22134640.0,-31851573.0,-14427055.0,-11512492.0,-34692210.0,-27366265.0,-9230478.0,0.0,0.0,8950973.0,-41400758.0
EPS,-0.71,-1.87,-1.83,-2.37,-10.51,-0.48,-7.5,0.0,0.0,10.0,-77.5
EPS Diluted,-0.71,-1.87,-1.91,-2.37,-10.51,-0.49,-16.5,0.0,0.0,-15.0,-77.5
Weighted Average Shs Out,31174394.0,23541703.0,9335711.0,5813989.0,4483249.0,58804622.0,1239621.0,0.0,0.0,818915.0,598198.0
Weighted Average Shs Out (Dil),31174394.0,17004722.0,7891843.0,4866204.0,3300761.0,58804622.0,1211178.0,0.0,0.0,808411.0,534140.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
EBITDA Margin,0.0,-45.135,-141.437,-31.465,-48.69,-103.556600879,-54.492,0.0,0.0,72.811,-500.604
EBIT Margin,0.0,-46.3224,-150.6066,-33.7938,-49.7857,-104.434339647,-56.7733,0.0,0.0,69.4439,-505.8133
Profit Margin,0.0,-58.181,-209.027,-40.387,-52.774,-103.647138805,-57.841,0.0,0.0,58.389,-516.909
Free Cash Flow margin,0.0,-24.4598,-199.9771,-81.0857,-36.3669,-87.2315051528,-85.5393,0.0,0.0,-86.9537,-90.0254
EBITDA,-19561577.0,-24709148.0,-9761951.0,-8969114.0,-32007495.0,-27342360.0,-8695931.0,0.0,0.0,11161872.0,-40094902.0
EBIT,-20195106.0,-25359279.0,-10394866.0,-9633102.0,-32727989.0,-27574112.0,-9060055.0,0.0,0.0,10645755.0,-40512107.0
Consolidated Income,-22134640.0,-31837205.0,-14363287.0,-11512492.0,-34692210.0,-27366265.0,-9170947.0,0.0,0.0,10483429.0,-40910030.0
Earnings Before Tax Margin,0.0,-58.1815,-209.0272,-40.3869,-52.7737,0.0,-57.8412,0.0,0.0,68.3851,-510.7816
Net Profit Margin,0.0,-58.1815,-209.0272,-40.3869,-52.7737,-103.647138805,-57.8412,0.0,0.0,68.3851,-510.7816
