date,,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-03-31_FY,2004-03-31_FY,2003-03-31_FY,2002-03-31_FY,2001-03-31_FY,2000-03-31_FY,1999-03-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-2754000.0,-73324000.0,79812000.0,33291000.0,-28369000.0,61192000.0,49106000.0,40609000.0,32428000.0,37265000.0,27917000.0,20048000.0,-2088000.0,7737000.0,5797000.0,2870000.0,-545000.0,-2539000.0,-11411000.0,3706000.0,15212000.0,10300000.0
,depreciationAndAmortization,116104000.0,137878000.0,153503000.0,160863000.0,140071000.0,19709000.0,18260000.0,17464000.0,16642000.0,13877000.0,14357000.0,13805000.0,9123000.0,3696000.0,3640000.0,3381000.0,3875000.0,4895000.0,14940000.0,11993000.0,2936000.0,2100000.0
,deferredIncomeTax,-9821000.0,-33442000.0,-127784000.0,-11008000.0,-42121000.0,2736000.0,5214000.0,3909000.0,5437000.0,3459000.0,5189000.0,8225000.0,-1812000.0,-132000.0,2377000.0,219000.0,-261000.0,-166000.0,-1729000.0,-21000.0,-104000.0,100000.0
,stockBasedCompensation,50861000.0,56328000.0,47317000.0,39189000.0,28351000.0,16580000.0,12930000.0,9591000.0,8651000.0,6439000.0,5456000.0,5122000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-160540000.0,82178000.0,-55171000.0,110857000.0,133771000.0,33853000.0,23657000.0,-63455000.0,8460000.0,55962000.0,39454000.0,38724000.0,-66497000.0,6495000.0,-3062000.0,11519000.0,-3586000.0,7738000.0,-7276000.0,-7201000.0,-3257000.0,0.0
,accountsReceivables,21472000.0,-22180000.0,84952000.0,-48080000.0,-23259000.0,-21801000.0,13451000.0,82000.0,-3997000.0,2755000.0,-25729000.0,-7779000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,1501000.0,5321000.0,1006000.0,12456000.0,5523000.0,-499000.0,-6798000.0,1433000.0,-892000.0,256000.0,-2171000.0,4933000.0,-3079000.0,-1929000.0,39000.0,252000.0,-384000.0,716000.0,4955000.0,-5522000.0,34000.0,-100000.0
,accountsPayables,-4288000.0,-3876000.0,-8929000.0,405000.0,2334000.0,1355000.0,1498000.0,-2345000.0,-2195000.0,2583000.0,-238000.0,-2822000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,260746000.0,421286000.0,339108000.0,394279000.0,283422000.0,149651000.0,115798000.0,92141000.0,155596000.0,147136000.0,91174000.0,51720000.0,12996000.0,79493000.0,72998000.0,76060000.0,64541000.0,68127000.0,60389000.0,67665000.0,74866000.0,0.0
,otherNonCashItems,11114000.0,1445000.0,171000.0,42000.0,6449000.0,311000.0,-238000.0,726000.0,53000.0,0.0,309000.0,300000.0,2385000.0,2358000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0
,netCashProvidedByOperatingActivites,225023000.0,149838000.0,222454000.0,227809000.0,95285000.0,106933000.0,110946000.0,95412000.0,68307000.0,68537000.0,47224000.0,44396000.0,36336000.0,14419000.0,15623000.0,10457000.0,5865000.0,3141000.0,13675000.0,17694000.0,15278000.0,12800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-19922000.0,-23526000.0,-16594000.0,-32148000.0,-30370000.0,-12982000.0,-14152000.0,-11948000.0,-11288000.0,-8839000.0,-7220000.0,-4966000.0,-5373000.0,-3673000.0,-4894000.0,-3418000.0,-1726000.0,-2123000.0,-6218000.0,-4878000.0,-4415000.0,-2500000.0
,acquisitionsNet,-11000000.0,-3000000.0,-8000000.0,-5000000.0,28000000.0,0.0,0.0,-51000000.0,-47000000.0,0.0,0.0,0.0,-31000000.0,0.0,-9000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-117383000.0,-229769000.0,-114178000.0,-199841000.0,-100278000.0,-133212000.0,-128122000.0,-121133000.0,-117682000.0,-153903000.0,-92919000.0,-30326000.0,-32495000.0,-104183000.0,-73301000.0,-68573000.0,-129221000.0,-96226000.0,-88008000.0,-18577000.0,-23807000.0,0.0
,salesMaturitiesOfInvestments,144322000.0,230433000.0,196041000.0,181321000.0,118881000.0,89954000.0,65570000.0,163416000.0,184899000.0,101430000.0,39064000.0,17449000.0,69277000.0,48859000.0,74319000.0,98105000.0,100226000.0,118717000.0,43085000.0,40384000.0,2000000.0,8800000.0
,otherInvestingActivites,21000.0,-97000.0,193000.0,12993000.0,9156000.0,55000.0,123000.0,-804000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1325000.0,0.0,0.0,0.0,2000000.0,0.0
,netCashUsedForInvestingActivites,-4309000.0,-26252000.0,57128000.0,-42281000.0,25089000.0,-56185000.0,-76581000.0,-21742000.0,9208000.0,-61312000.0,-61075000.0,-17843000.0,466000.0,-58997000.0,-13339000.0,26114000.0,-32046000.0,20368000.0,-51141000.0,-6319000.0,-24222000.0,6300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-100000000.0,-50000000.0,0.0,0.0,0.0,0.0,0.0,-62000000.0,-68106000.0,-11250000.0,-13144000.0,-6250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-367000.0,3039000.0,0.0,2736000.0,3871000.0,2322000.0,1488000.0,1493000.0,982000.0,875000.0,2710000.0,31982000.0,44400000.0
,commonStockRepurchased,-175000000.0,-14468000.0,-501324000.0,-89555000.0,-311850000.0,-51714000.0,-34322000.0,-27448000.0,-20595000.0,0.0,0.0,0.0,0.0,-2449000.0,0.0,0.0,-124000.0,0.0,-449000.0,0.0,0.0,-44400000.0
