date,,2021-01-31_FY,2020-02-02_FY,2019-02-03_FY,2018-01-28_FY,2017-01-29_FY,2016-01-31_FY,2015-02-01_FY,2014-02-02_FY,2013-02-03_FY,2012-01-29_FY,2011-01-30_FY,2010-01-31_FY,2009-02-01_FY,2008-02-03_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,588913000.0,645596000.0,483801000.0,258662000.0,303381000.0,266047000.0,239033000.0,279500000.0,270600000.0,184100000.0,121800000.0,58281000.0,39400000.0,30800000.0
,depreciationAndAmortization,185478000.0,161933000.0,122484000.0,108235000.0,87697000.0,73383000.0,58364000.0,49100000.0,43000000.0,30300000.0,24600000.0,20832000.0,15800000.0,8300000.0
,deferredIncomeTax,34908000.0,24129000.0,16786000.0,-11416000.0,-17563000.0,11142000.0,2087000.0,800000.0,-6400000.0,-700000.0,11200000.0,387000.0,-6400000.0,1800000.0
,stockBasedCompensation,50797000.0,45593000.0,28568000.0,17610000.0,16822000.0,10356000.0,8269000.0,10087000.0,15637000.0,10340000.0,7273000.0,5616000.0,6532308000.0,2699916000.0
,changeInWorkingCapital,-47549000.0,258715000.0,-214879000.0,222396000.0,229753000.0,-99596000.0,-38169000.0,175600000.0,230000000.0,119800000.0,146168000.0,86032000.0,7500000.0,47600000.0
,accountsReceivables,0.0,-35775000.0,-437000.0,32242000.0,11537000.0,0.0,0.0,0.0,0.0,0.0,0.0,2229000.0,0.0,0.0
,inventory,-96548000.0,-117591000.0,-85942000.0,-21178000.0,-5403000.0,-83286000.0,-26806000.0,-37407000.0,-51022000.0,0.0,0.0,11296000.0,0.0,0.0
,accountsPayables,82663000.0,-14810000.0,71962000.0,-1551000.0,14080000.0,1247000.0,-2198000.0,11627000.0,-13481000.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,54537000.0,1187520000.0,928805000.0,1143684000.0,921288000.0,691535000.0,791131000.0,829300000.0,653700000.0,423700000.0,303900000.0,157732000.0,71700000.0,64200000.0
,otherNonCashItems,-9211000.0,31729000.0,6833000.0,29228000.0,12274000.0,-3647000.0,6388000.0,-1000000.0,4400000.0,3700000.0,-1700000.0,-1804000.0,1100000.0,4600000.0
,netCashProvidedByOperatingActivites,803336000.0,669316000.0,742779000.0,489337000.0,386392000.0,298740000.0,314449000.0,278300000.0,280100000.0,203600000.0,180000000.0,117960000.0,46400000.0,36500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-229226000.0,-283048000.0,-225807000.0,-157864000.0,-149511000.0,-143487000.0,-119733000.0,-106408000.0,-93229000.0,-116657000.0,-30357000.0,-16307000.0,-40530459000.0,-7144319000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-14607000.0,-173399000.0,-598340000.0,-100261000.0,-29327000.0,0.0,-147431000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,882000.0,178039000.0,581353000.0,84733000.0,29327000.0,0.0,147431000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-695532000.0,-278408000.0,-242794000.0,-173392000.0,-149511000.0,-143487000.0,-119733000.0,-106400000.0,-93200000.0,-122300000.0,-42800000.0,-16307000.0,-46800000.0,-35200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-35775000.0,-437000.0,32242000.0,11537000.0,0.0,-4972000.0,-5721000.0,0.0,0.0,0.0,0.0,0.0,-634467000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-63663000.0,-173399000.0,-598340000.0,-100261000.0,-29327000.0,-274193000.0,-147431000.0,0.0,0.0,0.0,0.0,0.0,0.0,38300000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-32388000.0,-3774000.0,8126000.0,2399000.0,3989000.0,-4204000.0,-1646000.0,707556000.0,584688000.0,0.0,0.0,-3858000.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-80788000.0,-177173000.0,-590214000.0,-97862000.0,-26611000.0,-273693000.0,-149077000.0,8900000.0,-5500000.0,15400000.0,13700000.0,-2649000.0,13500000.0,31400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,29996000.0,-1550000.0,-18952000.0,37572000.0,23094000.0,-44557000.0,-79809000.0,-72400000.0,-700000.0,-3500000.0,5900000.0,3772000.0,-8900000.0,4400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,57012000.0,212185000.0,-109181000.0,255655000.0,233364000.0,-162997000.0,-34170000.0,108500000.0,180700000.0,93200000.0,156700000.0,102776000.0,4300000.0,37100000.0
,cashAtEndOfPeriod,1150517000.0,1093505000.0,881320000.0,990501000.0,734846000.0,501482000.0,664430000.0,698700000.0,590100000.0,409500000.0,316300000.0,159573000.0,56800000.0,53100000.0
