date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,revenue,4448000000.0,4485000000.0,4218000000.0,3722000000.0,3574000000.0,3652000000.0,1670572000.0,1038159000.0,996168000.0,983488000.0,956848000.0,803585000.0,976700000.0,868279000.0,759524000.0,702271000.0,663054000.0,536397000.0,475611000.0,450008000.0,481569000.0,398500000.0,336000000.0,192100000.0,169700000.0
,costOfRevenue,2445000000.0,2385000000.0,2237000000.0,2012000000.0,1932000000.0,2008000000.0,892547000.0,534549000.0,504524000.0,496719000.0,495979000.0,442864000.0,497395000.0,451161000.0,401104000.0,348090000.0,319895000.0,263320000.0,244864000.0,240115000.0,235852000.0,187100000.0,168900000.0,89600000.0,84000000.0
,grossProfit,2003000000.0,2100000000.0,1981000000.0,1710000000.0,1642000000.0,1644000000.0,778025000.0,503610000.0,491644000.0,486769000.0,460869000.0,360721000.0,479305000.0,417118000.0,358420000.0,354181000.0,343159000.0,273077000.0,230747000.0,209893000.0,245717000.0,211400000.0,167100000.0,102500000.0,85700000.0
,grossProfitRatio,0.450314748201439,0.468227424749164,0.469653864390706,0.459430413756045,0.459429210968103,0.450164293537788,0.465723716188228,0.485099103316544,0.493535226989825,0.494941473612286,0.481653303345986,0.448889663196799,0.490739223917272,0.480396278154833,0.471900822093838,0.504336644970389,0.517543065873971,0.509094942738308,0.485159090096739,0.466420596967165,0.510242561294435,0.530489335006273,0.497321428571429,0.533576262363352,0.505008839127873
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,453000000.0,447000000.0,444000000.0,389000000.0,376000000.0,394000000.0,151103000.0,91147000.0,87364000.0,89926000.0,101930000.0,85089000.0,85120000.0,57600000.0,48959000.0,46000000.0,37093000.0,31759000.0,29210000.0,28184000.0,26746000.0,22000000.0,21400000.0,10800000.0,13400000.0
,GeneralAndAdministrativeExpenses,304000000.0,323000000.0,328000000.0,301000000.0,307000000.0,277000000.0,138214000.0,96216000.0,92167000.0,81649000.0,79710000.0,85032000.0,87885000.0,0.0,0.0,0.0,0.0,0.0,0.0,82179000.0,81900000.0,71100000.0,64700000.0,34600000.0,29200000.0
,SellingAndMarketingExpenses,483000000.0,503000000.0,483000000.0,448000000.0,444000000.0,486000000.0,213304000.0,138020000.0,129906000.0,127797000.0,122689000.0,100199000.0,130764000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,3000000.0,1000000.0,10000000.0,-6000000.0,-11000000.0,-1000000.0,-1003000.0,1721000.0,-1721000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
