date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-10022228.0,-9659283.0,996631.0,2982813.0,4607693.0
,depreciationAndAmortization,877916.0,904128.0,1071462.0,814943.0,1364303.0
,deferredIncomeTax,-1799791.0,-165500.0,0.0,0.0,-98473.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,14230789.0,6070499.0,6137530.0,-5047057.0,-15027111.0
,accountsReceivables,8024036.0,-9879682.0,10272905.0,-1378315.0,-3192557.0
,inventory,-125492.0,242142.0,-147485.0,845496.0,-97373.0
,accountsPayables,-206261.0,-751363.0,-2621226.0,-955969.0,-965208.0
,otherWorkingCapital,-3792409.0,6184836.0,-115771.0,0.0,244020.0
,otherNonCashItems,10884874.0,17547068.0,6459257.0,3553336.0,2120536.0
,netCashProvidedByOperatingActivites,14171560.0,14696912.0,14664880.0,2304035.0,-7033052.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-144806.0,-92369.0,-559038.0,-82263.0,-10819.0
,acquisitionsNet,0.0,854567.0,0.0,-4552240.0,0.0
,purchasesOfInvestments,0.0,-6707570.0,-17448000.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,21842.0,15058.0,11528.0,1141251.0,-1867155.0
,netCashUsedForInvestingActivites,-122964.0,-5930314.0,-17995510.0,-3493252.0,-1877974.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-11132214.0,-10555667.0,-9011577.0,-14618244.0,-11263160.0
,commonStockIssued,9055232.0,0.0,0.0,5968208.0,7957100.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,11017051.0,5095541.0,8201573.0,13593819.0,12362673.0
,netCashUsedProvidedByFinancingActivities,8940069.0,-5460126.0,-810004.0,4943783.0,9056613.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,1704662.0,-530288.0,390992.0,243632.0,-476134.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,24693327.0,2776184.0,-3749642.0,3998198.0,-330547.0
,cashAtEndOfPeriod,37339304.0,12645977.0,9869793.0,9941040.0,5942842.0
,cashAtBeginningOfPeriod,12645977.0,9869793.0,13619435.0,5942842.0,6273389.0
,operatingCashFlow,14171560.0,14696912.0,14664880.0,2304035.0,-7033052.0
,capitalExpenditure,-144806.0,-92369.0,-561623.0,-82263.0,-10819.0
,freeCashFlow,14026754.0,14604543.0,14103257.0,2221772.0,-7043871.0
