date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,355000000.0,346900000.0,276600000.0,441200000.0,120600000.0,5900000.0,-12500000.0,-35100000.0,-11900000.0
,depreciationAndAmortization,367000000.0,362100000.0,306900000.0,238000000.0,265200000.0,278400000.0,241200000.0,186800000.0,144200000.0
,deferredIncomeTax,-35000000.0,-22500000.0,-69000000.0,-212800000.0,-22200000.0,-17300000.0,-20800000.0,-16200000.0,-6500000.0
,stockBasedCompensation,46000000.0,51000000.0,57900000.0,33100000.0,24400000.0,9000000.0,8000000.0,6300000.0,2700000.0
,changeInWorkingCapital,125200000.0,23800000.0,162700000.0,-46400000.0,45200000.0,60400000.0,-31000000.0,-79400000.0,76300000.0
,accountsReceivables,13000000.0,7300000.0,-113800000.0,-44700000.0,-42500000.0,-39200000.0,-36300000.0,-3100000.0,-1000000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,18000000.0,5700000.0,20700000.0,9700000.0,2900000.0,1300000.0,6100000.0,5900000.0,-800000.0
,otherWorkingCapital,442000000.0,316800000.0,293000000.0,130300000.0,176700000.0,131500000.0,71100000.0,102100000.0,181500000.0
,otherNonCashItems,0.0,24400000.0,20000000.0,10500000.0,-1000000.0,46300000.0,-29700000.0,-9800000.0,19500000.0
,netCashProvidedByOperatingActivites,0.0,776700000.0,555700000.0,468000000.0,389900000.0,309100000.0,154300000.0,143400000.0,144100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-198500000.0,-180100000.0,-135300000.0,-124000000.0,-132200000.0,-155200000.0,-81700000.0,-48800000.0
,acquisitionsNet,-71000000.0,40000000.0,0.0,-14000000.0,0.0,0.0,0.0,0.0,-1485900000.0
,purchasesOfInvestments,-73000000.0,-31400000.0,-33900000.0,-52000000.0,-66100000.0,-17000000.0,-17200000.0,-1800000.0,-700000.0
,salesMaturitiesOfInvestments,90000000.0,35900000.0,26100000.0,62200000.0,59100000.0,13400000.0,11200000.0,4400000.0,0.0
,otherInvestingActivites,0.0,-3900000.0,-1300000.0,400000.0,-2000000.0,0.0,1000000.0,4400000.0,-11700000.0
,netCashUsedForInvestingActivites,-268800000.0,-244200000.0,-2017600000.0,-480800000.0,-495800000.0,-197100000.0,-276000000.0,-367000000.0,-80800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-208000000.0,-4148100000.0,-324300000.0,-162500000.0,-194300000.0,-3004200000.0,-1819600000.0,-1000300000.0,-41300000.0
,commonStockIssued,22000000.0,24400000.0,26200000.0,27100000.0,6000000.0,767300000.0,9600000.0,5800000.0,1097300000.0
,commonStockRepurchased,0.0,0.0,0.0,-133500000.0,-700000.0,-300000.0,-200000.0,-3400000.0,79500000.0
,dividendsPaid,-57000000.0,-56800000.0,-41600000.0,0.0,0.0,0.0,0.0,0.0,-27900000.0
,otherFinancingActivites,0.0,-56200000.0,-45100000.0,-33400000.0,-7200000.0,-80100000.0,-71700000.0,-13200000.0,627700000.0
,netCashUsedProvidedByFinancingActivities,-296900000.0,-486700000.0,1540200000.0,-53900000.0,153800000.0,-51300000.0,91900000.0,187300000.0,-16900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-4400000.0,600000.0,-6600000.0,300000.0,1100000.0,-5400000.0,-3500000.0,-6800000.0,100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,219000000.0,86700000.0,71600000.0,-66400000.0,49000000.0,55300000.0,-33300000.0,-43100000.0,46500000.0
,cashAtEndOfPeriod,493000000.0,274100000.0,187400000.0,115800000.0,182200000.0,133200000.0,77900000.0,111200000.0,154300000.0
,cashAtBeginningOfPeriod,274000000.0,187400000.0,115800000.0,182200000.0,133200000.0,77900000.0,111200000.0,154300000.0,107800000.0
,operatingCashFlow,0.0,776700000.0,555700000.0,468000000.0,389900000.0,309100000.0,154300000.0,143400000.0,144100000.0
,capitalExpenditure,0.0,-198500000.0,-180100000.0,-135300000.0,-124000000.0,-132200000.0,-155200000.0,-81700000.0,-48800000.0
,freeCashFlow,0.0,578200000.0,375600000.0,332700000.0,265900000.0,176900000.0,-900000.0,61700000.0,74900000.0
