date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-1325000000.0,-209200000.0,1600000.0,54000000.0,-187300000.0,58300000.0,102300000.0,65100000.0,38100000.0,30700000.0,-15000000.0,29300000.0
,depreciationAndAmortization,11000.0,971600000.0,815900000.0,809500000.0,757700000.0,677100000.0,351000000.0,271900000.0,197600000.0,181000000.0,174700000.0,168800000.0
,deferredIncomeTax,-232000.0,-87900000.0,5500000.0,-392700000.0,-37800000.0,24600000.0,-4400000.0,5400000.0,9000000.0,12300000.0,33100000.0,19100000.0
,stockBasedCompensation,66000.0,60300000.0,56300000.0,42300000.0,29700000.0,25000000.0,14300000.0,13200000.0,17500000.0,0.0,0.0,0.0
,changeInWorkingCapital,-104700000.0,1165600000.0,-1033200000.0,-185900000.0,-199200000.0,-17100000.0,-71300000.0,80100000.0,-78700000.0,-600000.0,-300000.0,1400000.0
,accountsReceivables,-25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-119200000.0,-140100000.0
,inventory,-27000.0,-45000000.0,-13900000.0,-73200000.0,-15900000.0,41400000.0,-36200000.0,-84500000.0,6000000.0,-41100000.0,-11400000.0,19300000.0
,accountsPayables,105000.0,80800000.0,57200000.0,100200000.0,175700000.0,-187400000.0,-104700000.0,83600000.0,-113400000.0,102600000.0,0.0,0.0
,otherWorkingCapital,-319000000.0,-214300000.0,-1379900000.0,-346700000.0,-160800000.0,38400000.0,55500000.0,126800000.0,46700000.0,125400000.0,126000000.0,126300000.0
,otherNonCashItems,0.0,25100000.0,-55600000.0,35500000.0,52500000.0,100000.0,16300000.0,19900000.0,22200000.0,-2400000.0,56600000.0,63100000.0
,netCashProvidedByOperatingActivites,1744000.0,1389800000.0,1144000000.0,939500000.0,837400000.0,1034700000.0,761800000.0,382700000.0,428200000.0,379300000.0,208500000.0,335800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-951000.0,-2877800000.0,-3114800000.0,-1297500000.0,-562100000.0,-817200000.0,-762200000.0,-1013600000.0,-582700000.0,-331900000.0,-139300000.0,-99400000.0
,acquisitionsNet,0.0,0.0,0.0,-571000000.0,0.0,-1574000000.0,0.0,0.0,-996000000.0,-157000000.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21200000.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,-15900000.0,-12500000.0,-15100000.0,3800000.0,2500000.0,5100000.0,-12700000.0,4500000.0,300000.0,1200000.0,1300000.0
,netCashUsedForInvestingActivites,-738100000.0,-3071900000.0,-3146900000.0,-1892700000.0,-558600000.0,-2399600000.0,-751400000.0,-1026300000.0,-1590700000.0,-509300000.0,-134600000.0,-59300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-12000.0,-5415100000.0,-2171600000.0,-3960700000.0,-4598200000.0,-3678200000.0,-2807600000.0,-2177800000.0,-1787500000.0,-2082000000.0,0.0,-1152500000.0
,commonStockIssued,0.0,0.0,689000000.0,1660400000.0,577300000.0,443600000.0,412700000.0,524700000.0,493500000.0,0.0,900000.0,300000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13300000.0,-9500000.0,0.0,-100000.0,0.0
,dividendsPaid,-384000.0,-964800000.0,-919600000.0,-854500000.0,-716200000.0,-179000000.0,-113000000.0,-362200000.0,-273700000.0,-38200000.0,-448100000.0,0.0
,otherFinancingActivites,0.0,1630700000.0,722400000.0,57500000.0,-92300000.0,-155600000.0,-354700000.0,-13700000.0,-14800000.0,95600000.0,309400000.0,-41300000.0
,netCashUsedProvidedByFinancingActivities,-1094700000.0,1781100000.0,2097800000.0,1016900000.0,-345500000.0,1424100000.0,3900000.0,634000000.0,1093000000.0,87400000.0,-137900000.0,-386900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-89000.0,99000000.0,94900000.0,63700000.0,-66700000.0,59200000.0,14300000.0,-9600000.0,-69500000.0,-42600000.0,-64000000.0,-110400000.0
,cashAtEndOfPeriod,242000.0,331100000.0,232100000.0,137200000.0,73500000.0,140200000.0,81000000.0,66700000.0,76300000.0,145800000.0,188400000.0,252400000.0
,cashAtBeginningOfPeriod,331000.0,232100000.0,137200000.0,73500000.0,140200000.0,81000000.0,66700000.0,76300000.0,145800000.0,188400000.0,252400000.0,362800000.0
,operatingCashFlow,1744000.0,1389800000.0,1144000000.0,939500000.0,837400000.0,1034700000.0,761800000.0,382700000.0,428200000.0,379300000.0,208500000.0,335800000.0
,capitalExpenditure,-951000.0,-2877800000.0,-3114800000.0,-1297500000.0,-562100000.0,-817200000.0,-762200000.0,-1013600000.0,-582700000.0,-331900000.0,-139300000.0,-99400000.0
