date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-906041000.0,-76318000.0,143689235.0,-9193772.0,-293493708.0,-975354541.0,163745945.0,53067036.0,72284624.0,40611492.0,6917300.0,2798952.0,2359751.0,-4305293.0,-7756.0,12733.0,-30084.0,-2872.0,-3012.0,-2698.0,-4878.0
,depreciationAndAmortization,0.0,0.0,119779675.0,59500155.0,61244158.0,0.0,0.0,0.0,409888.0,298137.0,176595.0,4342777.0,835538.0,3446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,210000.0,210000.0,365000.0,-785000.0,0.0,-202350555.0,96107555.0,31763000.0,42984000.0,26833000.0,4419000.0,0.0,-873000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,4119000.0,7955000.0,3995476.0,3286566.0,3464040.0,5234115.0,2759133.0,4798977.0,12381757.0,6164324.0,3566133.0,1213292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,34136000.0,-67328262.0,-32294646.0,59732405.0,-81249156.0,110446293.0,29953821.0,-83458336.0,32913704.0,-212507257.0,140243877.0,41325409.0,-18496235.0,10316950.0,-7756.0,12733.0,-30084.0,-2872.0,-3012.0,-2698.0,4878.0
,accountsReceivables,37637000.0,-11542000.0,-49122498.0,-9717487.0,15604984.0,27701606.0,885262.0,-16597312.0,-18800839.0,-29385183.0,-15008636.0,-4996070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-1089000.0,-16928000.0,-2284002.0,2611492.0,-365103.0,-4545304.0,4094145.0,2006516.0,-63025.0,2486667.0,42080670.0,4484724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,-70440000.0,-3111738.0,29182908.0,-30549497.0,50699659.0,-59746634.0,-89700455.0,-6242119.0,-39155823.0,173351434.0,33107557.0,-8217852.0,10278383.0,-38567.0,-30811.0,-43544.0,-13460.0,-10588.0,-7576.0,-4878.0
,otherNonCashItems,4070000.0,-3316000.0,36030375.0,7469741.0,4698274.0,5144378.0,1274642.0,1645522.0,1580157.0,56055.0,14567232.0,1837496.0,152833.0,3610647.0,0.0,-25000.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,331685000.0,339750000.0,244262199.0,72967062.0,101891571.0,247015718.0,274257541.0,222774407.0,198526614.0,85149526.0,73307220.0,9812910.0,2506492.0,-491509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-47235000.0,-230340000.0,-257894118.0,-3954.0,-214685.0,-90751.0,-169003.0,-389317.0,-256445.0,-341814777.0,-182440098.0,-48542407.0,-46780517.0,-5078758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18381690.0,-48679264.0,-24106294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58606328.0,34699651.0,800000.0,975000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4304824.0,-11771616.0,0.0,4978946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-283926000.0,-569128000.0,-474518588.0,-119239747.0,-90964087.0,-288935667.0,-477039845.0,-358536419.0,-532172422.0,-300867801.0,-207893450.0,-71848701.0,-40357962.0,-5078758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-139514000.0,-740470000.0,-574319673.0,-180000000.0,-69000000.0,-298000000.0,-30000000.0,-182000000.0,-421500000.0,-10000000.0,-1334492.0,-31756289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,141673861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282193406.0,68994736.0,26838658.0,14997992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,-15108000.0,-22195035.0,0.0,-1403260.0,-339578.0,-16132414.0,-26366327.0,-1546148.0,-1081132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-885000.0,-25202000.0,-29097541.0,-14030222.0,-428515.0,-5687596.0,-434936.0,-7072493.0,-11854023.0,-449837.0,-395355.0,0.0,30148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-62399000.0,243088000.0,130431056.0,141969778.0,-7831775.0,35972826.0,206432650.0,128061180.0,340754219.0,69887161.0,280463559.0,67488447.0,28519526.0,14832992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
