date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,6845000000.0,6873000000.0,6583000000.0,6399000000.0,6456000000.0,7179000000.0,6566000000.0,6253000000.0,6503000000.0,6432000000.0,6205000000.0,6821000000.0,6464000000.0,6810000000.0,6288000000.0,5472000000.0,5513000000.0,8687000000.0,9597000000.0,8998000000.0,6103000000.0,5141000000.0,4787000000.0,4333000000.0,3890000000.0,3619000000.0,3482000000.0,3073000000.0,2941000000.0,2977000000.0,2961100000.0,2942700000.0,2800500000.0,3108400000.0,3298300000.0
,costOfRevenue,4281000000.0,4475000000.0,4080000000.0,4010000000.0,4281000000.0,5090000000.0,4562000000.0,4424000000.0,3512000000.0,3518000000.0,3570000000.0,4212000000.0,4102000000.0,4148000000.0,1066000000.0,1137000000.0,1400000000.0,3535000000.0,2856000000.0,2949000000.0,4042000000.0,3491000000.0,3179000000.0,2835000000.0,2489000000.0,2360000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,2564000000.0,2398000000.0,2503000000.0,2389000000.0,2175000000.0,2089000000.0,2004000000.0,1829000000.0,2991000000.0,2914000000.0,2635000000.0,2609000000.0,2362000000.0,2662000000.0,5222000000.0,4335000000.0,4113000000.0,5152000000.0,6741000000.0,6049000000.0,2061000000.0,1650000000.0,1608000000.0,1498000000.0,1401000000.0,1259000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.374579985390796,0.34890149861778,0.380221783381437,0.373339584310048,0.336895910780669,0.290987602730185,0.305208650624429,0.292499600191908,0.459941565431339,0.453047263681592,0.424657534246575,0.382495235302742,0.365408415841584,0.390895741556535,0.830470737913486,0.792214912280702,0.746054779611827,0.59307010475423,0.702407002188184,0.672260502333852,0.337702769129936,0.320949231666991,0.335909755588051,0.345718901453958,0.360154241645244,0.347886156396795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,82000000.0,44000000.0,-46000000.0,-67000000.0,-7000000.0,-44000000.0,-10000000.0,-22000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
