date,,2021-03-31_FY,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY
,revenue,501399000.0,426963000.0,340377000.0,261897000.0,186563000.0,141841000.0,116085000.0,88315000.0
,costOfRevenue,121709000.0,109382000.0,90874000.0,69699000.0,50314000.0,41809000.0,36821000.0,28673000.0
,grossProfit,379690000.0,317581000.0,249503000.0,192198000.0,136249000.0,100032000.0,79264000.0,59642000.0
,grossProfitRatio,0.75726118320938,0.743813866775341,0.733019563601536,0.733868658289327,0.730310940540193,0.705240374785852,0.682810009906534,0.675332616203363
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,97498000.0,80790000.0,57939000.0,38373000.0,22593000.0,17663000.0,14461000.0,12844000.0
,GeneralAndAdministrativeExpenses,68354000.0,65314000.0,53759000.0,36989000.0,27875000.0,19756000.0,15806000.0,11187000.0
,SellingAndMarketingExpenses,179315000.0,169179000.0,139194000.0,121246000.0,96154000.0,65187000.0,51224000.0,46971000.0
,otherExpenses,0.0,0.0,0.0,72000.0,0.0,0.0,0.0,0.0
,operatingExpenses,345167000.0,315283000.0,250892000.0,196608000.0,146622000.0,102606000.0,81491000.0,71002000.0
,costAndExpenses,466876000.0,424665000.0,341766000.0,266307000.0,196936000.0,144415000.0,118312000.0,99675000.0
,interestExpense,2804000.0,4507000.0,5940000.0,598000.0,268000.0,690000.0,703000.0,542000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,68478000.0,64185000.0,29953000.0,18960000.0,11881000.0,10527000.0,11028000.0,8958000.0
,EBITDA,103001000.0,66483000.0,28564000.0,14550000.0,1508000.0,7953000.0,8801000.0,-2402000.0
,EBITDARatio,0.2054272146534,0.155711384827257,0.0839187136616164,0.055556191938052,0.00808306041390844,0.0560698246628267,0.0758151354610846,-0.0271980977183944
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,34523000.0,2298000.0,-1389000.0,-4410000.0,-10373000.0,-2574000.0,-2227000.0,-11360000.0
,operatingIncomeRatio,0.0627065470812666,0.00538219939432691,-0.00408076926466829,-0.0168386808554508,-0.0556005210036288,-0.0181470801813298,-0.0191842184606108,-0.128630470475004
,totalOtherIncomeExpensesNet,-1038000.0,-1078000.0,-186000.0,-5983000.0,6892000.0,811000.0,3305000.0,-5055000.0
,incomeBeforeTax,31441000.0,159000.0,-5000000.0,-9681000.0,-3239000.0,-2379000.0,437000.0,-16871000.0
,incomeBeforeTaxRatio,0.0627065470812666,0.000372397608223663,-0.014689594185271,-0.036964913687442,-0.017361427507062,-0.0167723013797139,0.00376448292199681,-0.191032101002095
,incomeTaxExpense,1696000.0,2359000.0,2001000.0,2705000.0,2202000.0,865000.0,152000.0,19000.0
,netIncome,29745000.0,-2200000.0,-7001000.0,-12386000.0,-5441000.0,-3244000.0,285000.0,-16890000.0
,netIncomeRatio,0.0593240114160579,-0.00515267130875509,-0.0205683697782165,-0.0472934016044476,-0.0291644109496524,-0.022870679140728,0.00245509755782401,-0.191247239993206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.47957242357797,-0.04,-0.12,-0.22,-0.1,-0.08,-0.03,-0.367846
,EPSDiluted,0.47957242357797,-0.04,-0.12,-0.22,-0.1,-0.08,-0.03,-0.367846
,weightedAverageShsOut,62024000.0,62024000.0,59960000.0,57269000.0,54810000.0,40826000.0,44899000.0,45916000.0
,weightedAverageShsOutDil,62024000.0,62024000.0,59960000.0,57269000.0,54810000.0,40826000.0,44899000.0,45916000.0
