Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,59443000.0,45556000.0,93843000.0,55956000.0,32934000.0,600000.0
Short-term investments,0.0,0.0,91000.0,81072000.0,0.0,0.0
Cash and short-term investments,59443000.0,45556000.0,93934000.0,137028000.0,32934000.0,600000.0
Receivables,12262000.0,20211000.0,16012000.0,9927000.0,10748000.0,960000.0
Inventories,1202000.0,1066000.0,0.0,0.0,0.0,0.0
Total current assets,76809000.0,69746000.0,111251000.0,148864000.0,45042000.0,1776000.0
Property, Plant & Equipment Net,47947000.0,21154000.0,12044000.0,6550000.0,4188000.0,546000.0
Goodwill and Intangible Assets,252877000.0,22660000.0,0.0,0.0,0.0,0.0
Long-term investments,500000.0,500000.0,500000.0,3335000.0,0.0,0.0
Tax assets,0.0,0.0,6002000.0,4242000.0,0.0,0.0
Total non-current assets,302196000.0,45064000.0,18546000.0,18127000.0,4188000.0,546000.0
Total assets,379005000.0,114810000.0,129797000.0,166991000.0,49230000.0,2322000.0
Payables,26912000.0,24723000.0,14536000.0,11229000.0,10620000.0,8060000.0
Short-term debt,2595000.0,1751000.0,0.0,0.0,0.0,0.0
Total current liabilities,38246000.0,36320000.0,24432000.0,17896000.0,14132000.0,8060000.0
Long-term debt,15177000.0,9956000.0,0.0,0.0,0.0,0.0
Total debt,17772000.0,11707000.0,0.0,0.0,0.0,0.0
Deferred revenue,13544000.0,13899000.0,4515000.0,629000.0,0.0,21000.0
Tax Liabilities,31506000.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,70480000.0,42422000.0,13736000.0,12219000.0,19780000.0,21000.0
Total liabilities,108726000.0,78742000.0,38168000.0,30115000.0,33912000.0,8081000.0
Other comprehensive income,-498000.0,-135000.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-214242000.0,-219396000.0,-200439000.0,-202546000.0,-213042000.0,-168119000.0
Total shareholders equity,65443000.0,30185000.0,37377000.0,32165000.0,14981000.0,-5759000.0
Investments,500000.0,500000.0,591000.0,84407000.0,0.0,0.0
Net Debt,-41671000.0,-33849000.0,-93934000.0,-137028000.0,-32934000.0,-600000.0
Other Assets,3902000.0,2913000.0,1305000.0,1909000.0,1360000.0,216000.0
Other Liabilities,8739000.0,9846000.0,9896000.0,6667000.0,3512000.0,0.0
