date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,222759000.0,295468000.0,304358000.0,268637000.0,212124000.0,197123000.0,174187000.0,151668000.0,-212884000.0,109394000.0,146564000.0,87097000.0,128958000.0,266808000.0,244943000.0,265132000.0,254993000.0,215878000.0,232931000.0,207322000.0,186245000.0,166000000.0,156200000.0,145100000.0,85700000.0,60700000.0,57400000.0,38000000.0,39600000.0,19100000.0,-20700000.0
,depreciationAndAmortization,437585000.0,308638000.0,222602000.0,206567000.0,182226000.0,157287000.0,128701000.0,117950000.0,109192000.0,73183000.0,86632000.0,69632000.0,64813000.0,64169000.0,59807000.0,56147000.0,54587000.0,84311000.0,40772000.0,52128000.0,40370000.0,39700000.0,39300000.0,39200000.0,22200000.0,21300000.0,10400000.0,2600000.0,6000000.0,5900000.0,22300000.0
,deferredIncomeTax,-74841000.0,30410000.0,58986000.0,-53729000.0,32966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,35438000.0,28351000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-603884000.0,-100818000.0,-2121000.0,-96380000.0,71495000.0,52761000.0,83624000.0,190371000.0,-66665000.0,92176000.0,62397000.0,-34882000.0,14397000.0,-14796000.0,43338000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12100000.0,9300000.0,7500000.0,1700000.0,-12100000.0,13100000.0,-4000000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-87690000.0,65384000.0,-45217000.0,-185677000.0,-187612000.0,-15984000.0,-79763000.0,-106058000.0,567168000.0,28011000.0,16202000.0,15321000.0,12161000.0,92035000.0,19282000.0,-144178000.0,156299000.0,125215000.0,65147000.0,-109669000.0,-11699000.0,218600000.0,29300000.0,-183800000.0,78900000.0,7700000.0,234300000.0,78500000.0,-22900000.0,-46300000.0,37900000.0
,netCashProvidedByOperatingActivites,121106000.0,641757000.0,556765000.0,239452000.0,289283000.0,363660000.0,311750000.0,411034000.0,497600000.0,496543000.0,515724000.0,363876000.0,547940000.0,357044000.0,361580000.0,153040000.0,442573000.0,436917000.0,324950000.0,145388000.0,202103000.0,400300000.0,196000000.0,-8000000.0,196200000.0,97400000.0,307200000.0,120700000.0,9900000.0,-21300000.0,35500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-188378000.0,-154540000.0,-1286185000.0,-1086636000.0,-1231794000.0,-1141032000.0,-966454000.0,-942242000.0,-982310000.0,-998306000.0,-838675000.0,-380136000.0,-49556000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,975000000.0,0.0,-8000000.0,326000000.0,17000000.0,-14000000.0,0.0,339000000.0,0.0,17000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-3668027000.0,-2813442000.0,-1232618000.0,-354608000.0,-692996000.0,-510675000.0,-139080000.0,-47734000.0,-645880000.0,-1045284000.0,-1956754000.0,-2455045000.0,-2033138000.0,-2369452000.0,-487986000.0,-1314638000.0,-1942047000.0,-871559000.0,-1973974000.0,-587324000.0,-314000.0,-792000000.0,-1103900000.0,-507000000.0,-1742500000.0,-1629700000.0,-915300000.0,-1535600000.0,-748900000.0,-264500000.0,-462400000.0
,salesMaturitiesOfInvestments,2492455000.0,2739879000.0,439175000.0,137544000.0,145782000.0,94427000.0,60964000.0,137512000.0,2291475000.0,768512000.0,1767529000.0,2632724000.0,2067034000.0,2179421000.0,229014000.0,1286939000.0,1784370000.0,1810525000.0,4641116000.0,431961000.0,176905000.0,1003100000.0,838000000.0,948800000.0,2124700000.0,2008900000.0,1258300000.0,1706500000.0,898200000.0,554600000.0,996900000.0
,otherInvestingActivites,210578000.0,-27639000.0,100879000.0,71792000.0,84124000.0,113171000.0,106120000.0,145255000.0,174989000.0,181836000.0,-152572000.0,-252005000.0,60075000.0,-1101706000.0,-1122127000.0,-55006000.0,-307026000.0,-325985000.0,-2989899000.0,521902000.0,-272510000.0,-850800000.0,-244000000.0,322100000.0,-379200000.0,188300000.0,-610400000.0,22100000.0,-151900000.0,-89500000.0,-138600000.0
