Date,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,22536000.0,24572000.0,15666000.0,7568000.0,5602000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,22536000.0,24572000.0,15666000.0,7568000.0,5602000.0
Receivables,144522000.0,124951000.0,92569000.0,40461000.0,8281000.0
Inventories,3356000.0,4468000.0,4493000.0,1412000.0,787000.0
Total current assets,246152000.0,141361000.0,126510000.0,52337000.0,7429000.0
Property, Plant & Equipment Net,51559000.0,36723000.0,35303000.0,9087000.0,4833000.0
Goodwill and Intangible Assets,182062000.0,81636000.0,64452000.0,41477000.0,2325000.0
Long-term investments,0.0,0.0,0.0,0.0,150000.0
Tax assets,9951000.0,21652000.0,25035000.0,0.0,0.0
Total non-current assets,128956000.0,82858000.0,44128000.0,18020000.0,2564000.0
Total assets,431038000.0,305435000.0,242027000.0,105332000.0,22639000.0
Payables,24312000.0,22184000.0,23381000.0,10528000.0,3018000.0
Short-term debt,11265000.0,6205000.0,6436000.0,9749000.0,1742000.0
Total current liabilities,87294000.0,66098000.0,51822000.0,30643000.0,6773000.0
Long-term debt,125536000.0,77960000.0,38123000.0,11155000.0,163000.0
Total debt,136801000.0,84165000.0,44559000.0,20904000.0,1905000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,128956000.0,82858000.0,44128000.0,18020000.0,2564000.0
Total liabilities,216250000.0,148956000.0,95950000.0,48663000.0,9337000.0
Other comprehensive income,0.0,0.0,0.0,0.0,104000.0
Retained earnings (deficit),-75245000.0,-79042000.0,-85491000.0,-136687000.0,-139684000.0
Total shareholders equity,150545000.0,143198000.0,126336000.0,39669000.0,8548000.0
Investments,0.0,0.0,0.0,0.0,150000.0
Net Debt,114265000.0,59593000.0,28893000.0,13336000.0,-3697000.0
Other Assets,14472000.0,10083000.0,2789000.0,3554000.0,540000.0
Other Liabilities,51717000.0,37709000.0,22005000.0,10366000.0,2013000.0
