date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568000.0,524000.0,7588000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,915000.0,3757000.0,19500000.0,37100000.0,40100000.0,36400000.0,41300000.0,38700000.0,41800000.0,50100000.0,49200000.0,54400000.0,57200000.0,43100000.0,16600000.0,7100000.0,6000000.0
,costOfRevenue,0.0,52000.0,983000.0,655000.0,618000.0,694000.0,863000.0,1021000.0,589000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746000.0,2560000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,-52000.0,-983000.0,-655000.0,-618000.0,-694000.0,-863000.0,-1021000.0,-589000.0,568000.0,524000.0,7588000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169000.0,1197000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184699453551913,0.318605270162364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,-4545000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,3940000.0,4072000.0,3527000.0,2944000.0,3888000.0,3798000.0,5528000.0,8096000.0,6375000.0,4283000.0,4595000.0,5476000.0,8063000.0,3683000.0,2760000.0,3135000.0,1626000.0,2305000.0,1158000.0,1244000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,7227000.0,221000.0,60000.0,-143000.0,34000.0,-198000.0,-417000.0,127000.0,192000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,2682000.0,8033000.0,8875000.0,10458000.0,5952000.0,7000000.0,7789000.0,21128000.0,35632000.0,127037000.0,8482000.0,6344000.0,6689000.0,8909000.0,5832000.0,4817000.0,5049000.0,2828000.0,3021000.0,2705000.0,3986000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,2682000.0,8085000.0,9858000.0,11113000.0,6570000.0,-1373000.0,8652000.0,22149000.0,36221000.0,127037000.0,8482000.0,6344000.0,6689000.0,8909000.0,5832000.0,4817000.0,5049000.0,2828000.0,3021000.0,3451000.0,6546000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0,78000.0,547000.0,0.0,120000.0,1688000.0,2320000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,48000.0,52000.0,983000.0,655000.0,618000.0,694000.0,863000.0,1021000.0,589000.0,420000.0,288000.0,262000.0,170000.0,112000.0,241000.0,221000.0,207000.0,212000.0,74000.0,301000.0,867000.0,4409748.299835,7747698.477805,7407303.881147,10870754.751395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDA,-2214000.0,-8033000.0,-8875000.0,-10458000.0,-5952000.0,2067000.0,-7789000.0,-21128000.0,-35632000.0,-126049000.0,-7670000.0,1506000.0,-6519000.0,-8797000.0,-5591000.0,-4596000.0,-4842000.0,-2616000.0,-2947000.0,-2235000.0,-1922000.0,23909748.299835,44847698.477805,47507303.881147,47270754.751395,41300000.0,38700000.0,41800000.0,50100000.0,49200000.0,54400000.0,57200000.0,43100000.0,16600000.0,7100000.0,6000000.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-221.917253521127,-14.6374045801527,0.19847127042699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.44262295081967,-0.511578387010913,1.22614093845308,1.20883284306752,1.18472079504107,1.29864710855481,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-2262000.0,-8085000.0,-9858000.0,-11113000.0,-6570000.0,1373000.0,-8652000.0,-22149000.0,-36221000.0,-126469000.0,-7958000.0,1244000.0,-6689000.0,-8909000.0,-5832000.0,-4817000.0,-5049000.0,-2828000.0,-3021000.0,-2536000.0,-2789000.0,19500000.0,37100000.0,40100000.0,36400000.0,41300000.0,38700000.0,41800000.0,50100000.0,49200000.0,54400000.0,57200000.0,43100000.0,16600000.0,7100000.0,6000000.0
,operatingIncomeRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-222.656690140845,-15.1870229007634,0.163943068002109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.77158469945355,-0.742347617780144,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,261000.0,-1422000.0,776000.0,-1033000.0,3380000.0,-393000.0,-10206000.0,-52201000.0,-54627000.0,115140000.0,0.0,7329000.0,-1175000.0,-201000.0,449000.0,-20000.0,45000.0,83000.0,260000.0,-693000.0,-10339000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,420000.0,-9386000.0,-8714000.0,-12035000.0,-3133000.0,1011000.0,-18926000.0,-74861000.0,-90803000.0,87068000.0,-9646000.0,-1231000.0,-9359000.0,0.0,0.0,-4584000.0,-4924000.0,-2745000.0,-2775000.0,-3275000.0,-13242000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTaxRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.288732394366,-18.4083969465649,-0.16222983658408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5792349726776,-3.52462070801171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15373000.0,-20147000.0,35522000.0,-32000.0,711000.0,320000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,420000.0,-9386000.0,-8714000.0,-12035000.0,-3133000.0,1011000.0,-18926000.0,-59488000.0,-70656000.0,51546000.0,-9614000.0,-1942000.0,-9973000.0,-14201000.0,-4171000.0,-4584000.0,-4924000.0,-2745000.0,-2775000.0,-3275000.0,-13209000.0,-27700000.0,-1600000.0,-54000000.0,-11800000.0,2200000.0,5000000.0,2100000.0,0.0,-23100000.0,1600000.0,-7000000.0,-11300000.0,1200000.0,700000.0,400000.0
,netIncomeRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.75,-18.3473282442748,-0.255930416447022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5792349726776,-3.5158371040724,-1.42051282051282,-0.0431266846361186,-1.34663341645885,-0.324175824175824,0.0532687651331719,0.129198966408269,0.0502392344497608,0.0,-0.469512195121951,0.0294117647058824,-0.122377622377622,-0.262180974477958,0.072289156626506,0.0985915492957746,0.0666666666666667
