date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,230386000.0,898662230.0,406478690.0,141705690.0,1826709980.0,683751530.0,673025060.0,188000000.0,-1542000000.0,273000000.0,882000000.0,85409632.0,218719958.0,76045545.0
,depreciationAndAmortization,1410704671.0,978948510.0,817277500.0,616053700.0,788390190.0,630659480.0,441736110.0,363200000.0,335600000.0,269600000.0,100900000.0,46090126.0,15544260.0,1619101.0
,deferredIncomeTax,94158083.0,291623770.0,-106925930.0,-7507740.0,22048770.0,-6554490.0,-170760020.0,900000.0,-500000.0,4200000.0,8100000.0,-1342038.0,0.0,0.0
,stockBasedCompensation,922868.0,657634000.0,4262658000.0,9970014000.0,29276918000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-3129829363.0,-1227423390.0,-788234680.0,-1199583060.0,-4156430750.0,-469675070.0,-1099530600.0,-187200000.0,553700000.0,-1649100000.0,-767900000.0,-261514974.0,-528872286.0,-74191257.0
,accountsReceivables,451673786.0,22302299000.0,-131650343000.0,34769000000.0,-1680262000.0,0.0,0.0,0.0,0.0,0.0,0.0,-143616567.0,-90427849.0,-228368.0
,inventory,-2822713480.0,19517134000.0,-245868125000.0,48216580000.0,63229185000.0,0.0,0.0,0.0,0.0,0.0,0.0,46504747.0,-249181987.0,-162655366.0
,accountsPayables,-389250096.0,26526150000.0,94777099000.0,59997250000.0,127482057000.0,0.0,0.0,0.0,0.0,0.0,0.0,66469936.0,17612737.0,10675039.0
,otherWorkingCapital,-816941991.0,59038975000.0,-187175697000.0,-54494947000.0,191940013000.0,-98847931000.0,-18703057000.0,-312931210000.0,-361604839000.0,-164303986000.0,38266855000.0,0.0,0.0,0.0
,otherNonCashItems,1187394379.0,443141530.0,286853380.0,271753050.0,-448775760.0,324320530.0,289425160.0,258700000.0,1371300000.0,303800000.0,7400000.0,46160958.0,35634235.0,0.0
,netCashProvidedByOperatingActivites,591486340.0,1410642920.0,614545810.0,-177092690.0,-1802967740.0,1339049530.0,187067560.0,625100000.0,716300000.0,-798100000.0,230400000.0,-76296822.0,-243828493.0,3541414.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-4131410688.0,-3674045156.0,-2451406744.0,-2564771626.0,-4093812964.0,-2993377232.0,-3001656276.0,-992761299.0,-238170727.0,-2015416953.0,-1307932241.0,-242770774.0,-328856825.0,-84787640.0
,acquisitionsNet,0.0,28000000.0,0.0,2000000.0,10025470000.0,-10000000.0,-21000000.0,0.0,-1000000.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-570000000.0,-1543997513000.0,-1055524605000.0,-892325149000.0,-642681169000.0,0.0,0.0,0.0,0.0,0.0,0.0,-50400000.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-335671962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,2076611.0,-18350000.0
,netCashUsedForInvestingActivites,-4918689701.0,-6025288715.0,-3934825126.0,-2433193432.0,-6908979750.0,-3314637733.0,-4158754486.0,-1286122774.0,-500772189.0,-2433671124.0,-1552545215.0,-400157058.0,-333753025.0,-167973565.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-25589782711.0,-40806905000.0,-45062508000.0,-25862201000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-733220776.0,-129271420.0,-2562673.0
,commonStockIssued,0.0,70233387000.0,96463673000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97198495.0
,commonStockRepurchased,-29294325.0,527195920.0,707511850.0,69929450.0,21730660.0,7613970.0,2167993860.0,430600000.0,0.0,-53100000.0,816400000.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,3678314284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10817503.0,56385952.0
,netCashUsedProvidedByFinancingActivities,6297278555.0,7381818013.0,3972608274.0,2109758459.0,7455061233.0,3850632466.0,5303692922.0,841080278.0,-370708322.0,3152421082.0,1696817210.0,601288851.0,581520706.0,183248804.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-169261838.0,24758635.0,68323815.0,-72586975.0,74639667.0,31599153.0,-11061518.0,-3100397.0,508622.0,-7969056.0,-5959840.0,321039.0,-3857792.0,-82484.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,1800813356.0,2791930860.0,720652770.0,-58827610.0,-1182246590.0,1906643410.0,1320944480.0,176900000.0,-154700000.0,-87400000.0,368700000.0,125156010.0,81396.0,18734169.0
,cashAtEndOfPeriod,8074771785.0,5896847660.0,2648955620.0,2442589880.0,1210344540.0,3683664080.0,1776944480.0,455900000.0,279300000.0,433600000.0,520700000.0,152479597.0,27323587.0,27242191.0
