date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,278397000000.0,298756000000.0,240208000000.0,183008000000.0,222894000000.0,353568000000.0,379136000000.0,375580000000.0,379647000000.0,297107000000.0,243965000000.0,365700000000.0,288951000000.0,270602000000.0,243948000000.0,285059000000.0,232571000000.0,178721000000.0,174218000000.0,148062000000.0,83566000000.0,68304000000.0,110214560000.0,44731000000.0,36106000000.0,33116000000.0,34950000000.0,33250000000.0,32613000000.0,33039000000.0,29641000000.0,25922000000.0,28328000000.0,27269000000.0,41929000000.0
,costOfRevenue,250814000000.0,269876000000.0,221304000000.0,176484000000.0,202866000000.0,327403000000.0,346435000000.0,347792000000.0,318043000000.0,286070000000.0,190726000000.0,297047000000.0,227437000000.0,211521000000.0,184618000000.0,248714000000.0,202041000000.0,155528000000.0,146893000000.0,114067000000.0,63650000000.0,51099000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,27583000000.0,28880000000.0,18904000000.0,6524000000.0,20028000000.0,26165000000.0,32701000000.0,27788000000.0,61604000000.0,11037000000.0,53239000000.0,68653000000.0,61514000000.0,59081000000.0,59330000000.0,36345000000.0,30530000000.0,23193000000.0,27325000000.0,33995000000.0,19916000000.0,17205000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0990779354662586,0.0966675146273213,0.078698461333511,0.0356487148102815,0.0898543702387682,0.0740027378043262,0.0862513715395003,0.0739869002609298,0.162266526536493,0.0371482327915532,0.218223925563093,0.187730380092972,0.212887306152254,0.218331719647305,0.243207568826143,0.127499921068972,0.131271740672741,0.129772102886622,0.156843724529038,0.229599762261755,0.238326592154704,0.251888615600843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,882000000.0,756000000.0,1045000000.0,684000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357576000.0,127000000.0,123000000.0,123000000.0,161000000.0,315000000.0,308000000.0,329000000.0,325000000.0,266000000.0,232000000.0,257000000.0,267000000.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1796000000.0,13958000000.0,12555000000.0,14038000000.0,15412000000.0,0.0,0.0,13706000000.0,15625000000.0,14614000000.0,13276000000.0,11398000000.0,9134000000.0,6612000000.0,6965000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,11057000000.0,12179000000.0,10508000000.0,10495000000.0,11553000000.0,12696000000.0,13070000000.0,11561000000.0,0.0,0.0,0.0,0.0,15371000000.0,14447000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3819000000.0,3832000000.0,3995000000.0,3543000000.0,2763000000.0,1325000000.0,882050000.0,1288306000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
