date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-32167000.0,-19088000.0,-10889000.0,-7920000.0,-1150000.0
,depreciationAndAmortization,1851000.0,748000.0,141000.0,23000.0,2000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,3272000.0,1239000.0,792000.0,246000.0,33000.0
,changeInWorkingCapital,67053000.0,82499000.0,60780000.0,47148000.0,-203000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0
,accountsPayables,783000.0,-199000.0,112000.0,133000.0,42000.0
,otherWorkingCapital,259606000.0,192553000.0,110054000.0,49274000.0,2126000.0
,otherNonCashItems,-66092000.0,-84111000.0,-60269000.0,-43387000.0,7000.0
,netCashProvidedByOperatingActivites,-26083000.0,-18713000.0,-9445000.0,-3890000.0,-1311000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-14843000.0,-6399000.0,-2234000.0,-210000.0,-15000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-3205000.0,-9070000.0,-8089000.0,0.0,0.0
,salesMaturitiesOfInvestments,6867000.0,10501000.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-11181000.0,-4968000.0,-10323000.0,-210000.0,-15000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,118019000.0,107525000.0,73847000.0,42469000.0,100000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,9299000.0,3149000.0
,netCashUsedProvidedByFinancingActivities,118019000.0,107525000.0,73847000.0,51768000.0,3249000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,80755000.0,83844000.0,54079000.0,47668000.0,0.0
,cashAtEndOfPeriod,268269000.0,187514000.0,103670000.0,49591000.0,1923000.0
,cashAtBeginningOfPeriod,187514000.0,103670000.0,49591000.0,1923000.0,0.0
,operatingCashFlow,-26083000.0,-18713000.0,-9445000.0,-3890000.0,-1311000.0
,capitalExpenditure,-14843000.0,-6399000.0,-2234000.0,-210000.0,-15000.0
,freeCashFlow,-40926000.0,-25112000.0,-11679000.0,-4100000.0,-1326000.0
