Date,2018-12-31,2017-12-31,2016-12-31
Revenue,330277279.3054,271844165.659,212492152.6278
Revenue Growth,0.215,0.2793,
Cost of Revenue,261300723.589,214167623.942,179604895.6084
Gross Profit,68976555.7164,57676541.717,32887257.0194
R&D Expenses,29359913.1693,28969467.9565,26295896.3283
SG&A Expense,29576845.152,29442261.185,58982001.4399
Operating Expenses,58936758.3213,58411729.1415,85277897.7682
Operating Income,10039797.3951,-735187.4244,-52390640.7487
Interest Expense,161794.5007,1970072.5514,-679049.676
Earnings before Tax,15695947.9016,455713.422,-47652843.7725
Income Tax Expense,641534.0087,357617.896,160835.1332
Net Income - Non-Controlling int,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,15054413.8929,98095.526,-47813678.9057
Preferred Dividends,35916931.9826,34532648.1258,29424766.0187
Net Income Com,-20862518.0897,-34434552.5998,-77238444.9244
EPS,-0.5427,-0.9069,-2.0518
EPS Diluted,-0.5427,-0.9069,-2.0518
Weighted Average Shs Out,,,
Weighted Average Shs Out (Dil),136861364.6889,142943172.6119,136171638.5889
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.2088,0.2122,0.1548
EBITDA Margin,0.0078,0.0039,-0.0304
EBIT Margin,0.048,0.0089,-0.2275
Profit Margin,-0.0091,-0.0192,-0.0523
Free Cash Flow margin,0.053,-0.3776,-0.1367
EBITDA,17920549.9276,7026753.3253,-44786321.0943
EBIT,15857742.4023,2425785.9734,-48331893.4485
Consolidated Income,15054413.8929,98095.526,-47813678.9057
Earnings Before Tax Margin,0.0475,0.0017,-0.2243
Net Profit Margin,0.0456,0.0004,-0.225
