date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY
,revenue,1225574000.0,894798000.0,897977000.0,201436000.0
,costOfRevenue,0.0,18901000.0,99181000.0,33768000.0
,grossProfit,1225574000.0,875897000.0,798796000.0,167668000.0
,grossProfitRatio,1.0,0.978876796774244,0.889550623234225,0.832363629142755
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,30661000.0,24569000.0,24429000.0,11280000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0
,otherExpenses,290357000.0,0.0,0.0,0.0
,operatingExpenses,321018000.0,28400000.0,28115000.0,14433000.0
,costAndExpenses,321018000.0,47301000.0,127296000.0,48201000.0
,interestExpense,308605000.0,248384000.0,212663000.0,63354000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,3831000.0,3686000.0,3153000.0
,EBITDA,25464000.0,851328000.0,774367000.0,156388000.0
,EBITDARatio,0.0207772031717383,0.951419202993301,0.862346140268626,0.77636569431482
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,25464000.0,847497000.0,770681000.0,153235000.0
,operatingIncomeRatio,0.0207772031717383,0.947137789758135,0.858241358074873,0.76071308008499
,totalOtherIncomeExpensesNet,15793000.0,-63141000.0,-35767000.0,0.0
,incomeBeforeTax,897039000.0,555986000.0,533558000.0,42636000.0
,incomeBeforeTaxRatio,0.731933771440974,0.621353646297824,0.59417780188134,0.211660279195377
,incomeTaxExpense,-831000.0,1705000.0,1441000.0,-1901000.0
,netIncome,896208000.0,545964000.0,523619000.0,42662000.0
,netIncomeRatio,0.73125572180872,0.61015335304728,0.58310958966655,0.211789352449413
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,1.68015504291841,1.25,1.4258751743594,0.130249178200104
,EPSDiluted,1.67146799114682,1.24,1.42552384214959,0.130233610591437
,weightedAverageShsOut,533407916.0,435071096.0,367226395.0,327541414.0
,weightedAverageShsOutDil,536180175.0,439152946.0,367316901.0,327580567.0
