date,,2021-01-02_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-29_FY,2006-12-30_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-28_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,493021000.0,486896000.0,423847000.0,475505000.0,459622000.0,473398000.0,493825000.0,391800000.0,387700000.0,394682000.0,346053000.0,270373000.0,238038000.0,238300000.0,231300000.0,234725000.0,187988000.0,124935000.0,65000000.0,11442000.0,19559000.0,-25326000.0,-2182000.0
,depreciationAndAmortization,250081000.0,238371000.0,238184000.0,249260000.0,258387000.0,269476000.0,284693000.0,207800000.0,189500000.0,175949000.0,164437000.0,150917000.0,146940000.0,147300000.0,139400000.0,120558000.0,105959000.0,105847000.0,94100000.0,97555000.0,80726000.0,0.0,0.0
,deferredIncomeTax,8136000.0,23148000.0,15956000.0,-151263000.0,20213000.0,-9219000.0,48468000.0,-2200000.0,26900000.0,53037000.0,40503000.0,66622000.0,-2702000.0,-20500000.0,-6600000.0,2790000.0,6508000.0,53742000.0,57900000.0,-3023000.0,683000.0,0.0,0.0
,stockBasedCompensation,45271000.0,37438000.0,27760000.0,35267000.0,20452000.0,36929000.0,21705000.0,13191000.0,15236000.0,19553000.0,22311000.0,19682000.0,0.0,18096000.0,19052000.0,0.0,0.0,0.0,667000.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,308245000.0,-978663000.0,249709000.0,450077000.0,353449000.0,145295000.0,-226626000.0,600000000.0,518655000.0,-170277000.0,-145369000.0,-21041000.0,-14268000.0,-41700000.0,92124000.0,-9826000.0,43793000.0,-90391000.0,20801000.0,120559000.0,321540000.0,0.0,0.0
,accountsReceivables,-59014000.0,-62837000.0,-21471000.0,36047000.0,0.0,0.0,0.0,-32428000.0,-89482000.0,0.0,0.0,0.0,0.0,5951000.0,-2318000.0,0.0,0.0,0.0,-6610000.0,0.0,0.0,0.0,0.0
,inventory,-101449000.0,-63130000.0,-206125000.0,167548000.0,-144603000.0,-244096000.0,-227657000.0,-203513000.0,-260298000.0,-179288000.0,-232003000.0,-8779000.0,-130657000.0,-66129000.0,-92239000.0,-130426000.0,-87669000.0,-64893000.0,-69481000.0,13101000.0,-39467000.0,0.0,0.0
,accountsPayables,216488000.0,245785000.0,285493000.0,-197168000.0,-119325000.0,119164000.0,216412000.0,113497000.0,376631000.0,360678000.0,325839000.0,174944000.0,0.0,37383000.0,22339000.0,0.0,0.0,0.0,41699000.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,1526086000.0,1217841000.0,2196504000.0,1946795000.0,1496718000.0,1143269000.0,997974000.0,1224600000.0,624600000.0,105945000.0,276222000.0,421591000.0,442632000.0,456900000.0,498600000.0,406476000.0,416302000.0,372509000.0,462900000.0,442099000.0,321540000.0,0.0,0.0
,otherNonCashItems,0.0,56546000.0,45911000.0,55496000.0,-2039000.0,2660000.0,2631000.0,100000.0,-3600000.0,395780000.0,1106000.0,9335000.0,46144000.0,17600000.0,18300000.0,0.0,0.0,0.0,32800000.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,969688000.0,866909000.0,811028000.0,600805000.0,500874000.0,689642000.0,708991000.0,545300000.0,685300000.0,828849000.0,666159000.0,699690000.0,478739000.0,410500000.0,333600000.0,325211000.0,263794000.0,355921000.0,243000000.0,103536000.0,103951000.0,-20976000.0,44022000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-267576000.0,-270129000.0,-193715000.0,-189758000.0,-259559000.0,-234747000.0,-228446000.0,-195757000.0,-271182000.0,-268129000.0,-199585000.0,-192934000.0,-184986000.0,-210600000.0,-258586000.0,-216214000.0,-179766000.0,-101177000.0,-98186000.0,-63695000.0,-70566000.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,-2061000000.0,-186137000.0,-8369000.0,-23000000.0,0.0,0.0,0.0,0.0,-12500000.0,-99000000.0,0.0,0.0,-13176000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-281354000.0,-6498000.0,0.0,0.0,0.0,-80795000.0,-27095000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,283242000.0,17617000.0,0.0,0.0,0.0,-85555000.0,33668000.0,0.0,0.0,0.0,-3413000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-113824000.0,-230672000.0
,netCashUsedForInvestingActivites,-266897000.0,-462939000.0,-191827000.0,-178639000.0,-262044000.0,-253366000.0,-2288237000.0,-362100000.0,-273000000.0,-289974000.0,-199350000.0,-185539000.0,-181609000.0,-202100000.0,-258600000.0,-302780000.0,-166822000.0,-85474000.0,-78000000.0,-451008000.0,-64940000.0,-113824000.0,-230672000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,-965173000.0,-1044622000.0,-1654800000.0,-8815000.0,-2942000.0,-1351848000.0,-276148000.0,-436645000.0,0.0,-821000.0,-1070000.0,0.0,0.0,0.0,-10955000.0,0.0,0.0,0.0,0.0
,commonStockIssued,3270000.0,3334000.0,3200000.0,4076000.0,0.0,0.0,0.0,3611000.0,8495000.0,0.0,0.0,35402000.0,35220000.0,0.0,0.0,28696000.0,20470000.0,25407000.0,88658000.0,2381000.0,1602000.0,0.0,0.0
