date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,revenue,8851563000.0,7278192000.0,5393037000.0,4148808000.0,3390275000.0,2598443000.0,1584420000.0,1521836000.0,954464000.0
,costOfRevenue,5585419000.0,4452533000.0,3297154000.0,2735640000.0,2462713000.0,2060979000.0,1254263000.0,1362264000.0,880089000.0
,grossProfit,3266144000.0,2825659000.0,2095883000.0,1413168000.0,927562000.0,537464000.0,330157000.0,159572000.0,74375000.0
,grossProfitRatio,0.368990651707501,0.388236391675295,0.388627595175038,0.340620245622357,0.273594914866788,0.206840788887807,0.208377197965186,0.104854925235045,0.0779233161229758
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,224045000.0,215660000.0,154845000.0,116554000.0,88274000.0,73678000.0,96911000.0,38160000.0,33461000.0
,SellingAndMarketingExpenses,2130667000.0,1815642000.0,1338970000.0,910843000.0,658819000.0,403519000.0,226952000.0,146202000.0,78633000.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,2442006000.0,1740110000.0,1156836000.0,837496000.0,529013000.0,387013000.0,200557000.0,118770000.0
,costAndExpenses,8292886000.0,6894539000.0,5037264000.0,3892476000.0,3300209000.0,2589992000.0,1641276000.0,1562821000.0,998859000.0
,interestExpense,66124000.0,61316000.0,13058000.0,4252000.0,0.0,0.0,1552000.0,677000.0,3275000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,120096000.0,72175000.0,50615000.0,35880000.0,23145000.0,13252000.0,7188000.0,4278000.0
,EBITDA,600050000.0,503749000.0,427948000.0,306947000.0,125946000.0,31596000.0,-43604000.0,-33797000.0,-40117000.0
,EBITDARatio,0.0677902874328523,0.0692134804907592,0.0793519495601458,0.073984382984221,0.0371491988113059,0.0121595894156616,-0.0275204806806276,-0.0222080434422632,-0.0420309199718376
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,558677000.0,383653000.0,355773000.0,256332000.0,90066000.0,8451000.0,-56856000.0,-40985000.0,-44395000.0
,operatingIncomeRatio,0.0631161976704001,0.0527126791928545,0.0659689521877933,0.0617844932809617,0.0265659865350156,0.00325233226205077,-0.0358844245843905,-0.0269312856313032,-0.0465130167298086
,totalOtherIncomeExpensesNet,14925000.0,-16684000.0,-15012000.0,-784000.0,320000.0,9550000.0,-2650000.0,-376000.0,314000.0
,incomeBeforeTax,548851000.0,348267000.0,335720000.0,264646000.0,102255000.0,26835000.0,-57902000.0,-37464000.0,-47234000.0
,incomeBeforeTaxRatio,0.0620061112370776,0.0478507574408589,0.0622506391111353,0.0637884423670606,0.0301612701034577,0.010327338332994,-0.0365446030724177,-0.0246176329118249,-0.0494874610252456
,incomeTaxExpense,127787000.0,71144000.0,64953000.0,54251000.0,16831000.0,-6022000.0,1912000.0,307000.0,0.0
,netIncome,425992000.0,281297000.0,269712000.0,208866000.0,86633000.0,22621000.0,-59814000.0,-37771000.0,-47234000.0
,netIncomeRatio,0.0481261896910184,0.038649296418671,0.0500111532704115,0.0503436167689611,0.025553384312482,0.00870559792922146,-0.0377513538077025,-0.0248193629274114,-0.0494874610252456
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,6.81,4.86,4.77,3.87,1.74,-0.09,-1.067366,-0.680307,-0.467
,EPSDiluted,6.69,4.71,4.5,3.57,1.59,-0.09,-1.067366,-0.680307,-0.467
,weightedAverageShsOut,62440927.0,57979004.0,56628302.0,54037938.0,49978367.0,34329040.0,145825312.0,145825312.0,145825312.0
,weightedAverageShsOutDil,63662724.0,59644003.0,59775676.0,58705016.0,54642225.0,34329040.0,145825312.0,145825312.0,145825312.0
