date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,1348223000.0,1401981000.0,1358104000.0,1196809000.0,1149530000.0,1130783000.0,1133885000.0,1112058000.0,1168904000.0,1178608000.0,982668000.0,915851000.0,1139543000.0,1007648000.0,919098000.0,911970000.0,857513000.0,698197000.0,564426000.0,545666000.0,500367000.0,494200000.0,491200000.0,494300000.0,501000000.0,487700000.0,459600000.0,429200000.0,502400000.0,500700000.0,474100000.0,415000000.0,397400000.0,382600000.0,388700000.0,393300000.0
,costOfRevenue,757775000.0,765369000.0,746241000.0,656411000.0,625887000.0,629680000.0,618536000.0,615213000.0,666172000.0,702991000.0,606532000.0,573266000.0,701679000.0,616203000.0,568410000.0,552472000.0,512089000.0,408219000.0,351587000.0,325662000.0,313279000.0,314500000.0,311700000.0,302200000.0,307100000.0,296800000.0,286700000.0,273400000.0,327600000.0,327100000.0,288500000.0,250200000.0,238100000.0,243400000.0,242400000.0,252600000.0
,grossProfit,590448000.0,636612000.0,611863000.0,540398000.0,523643000.0,501103000.0,515349000.0,496845000.0,502732000.0,475617000.0,376136000.0,342585000.0,437864000.0,391445000.0,350688000.0,359498000.0,345424000.0,289978000.0,212839000.0,220004000.0,187088000.0,179700000.0,179500000.0,192100000.0,193900000.0,190900000.0,172900000.0,155800000.0,174800000.0,173600000.0,185600000.0,164800000.0,159300000.0,139200000.0,146300000.0,140700000.0
,grossProfitRatio,0.43794535473731,0.454080333470996,0.450527352838958,0.451532366484543,0.455527911407271,0.443146916782442,0.454498472067273,0.446779754293391,0.4300883562722,0.403541296173113,0.382770172632059,0.37406193802267,0.384245263232717,0.388473951221061,0.381556700156023,0.394199370593331,0.402820715254463,0.415324041781904,0.377089290713043,0.40318436552763,0.373901556257707,0.363617968433832,0.365431596091205,0.388630386405017,0.387025948103792,0.391429157268813,0.376196692776327,0.363000931966449,0.347929936305732,0.346714599560615,0.391478591014554,0.39710843373494,0.400855561147458,0.36382645060115,0.376382814509905,0.357742181540809
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,58268000.0,57848000.0,52696000.0,50061000.0,46847000.0,48630000.0,48247000.0,45858000.0,40900000.0,39245000.0,32784000.0,28781000.0,35020000.0,30196000.0,26037000.0,21928000.0,22648000.0,21722000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,290334000.0,330502000.0,324784000.0,297801000.0,306144000.0,315270000.0,322797000.0,309206000.0,321234000.0,306367000.0,262940000.0,230006000.0,270584000.0,241138000.0,215663000.0,207816000.0,204799000.0,170081000.0,140924000.0,131102000.0,124456000.0,129500000.0,130300000.0,136600000.0,133100000.0,138200000.0,124700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,2422000.0,7054000.0,3997000.0,-1249000.0,710000.0,836000.0,-1101000.0,-196000.0,552000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
