date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,17816000.0,-17819000.0,-27617000.0,-10751000.0,-20940000.0,-40034000.0,-34720000.0,-27096000.0,-90150000.0,7304000.0
,depreciationAndAmortization,11303000.0,10028000.0,7880000.0,8511000.0,8267000.0,8716000.0,10121000.0,7080000.0,5294000.0,3417000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,0.0,-142000.0
,stockBasedCompensation,12310000.0,16529000.0,17038000.0,17203000.0,16922000.0,16861000.0,12359000.0,4282000.0,2540000.0,1464000.0
,changeInWorkingCapital,12791000.0,5786000.0,6496000.0,12477000.0,7186000.0,-9243000.0,85834000.0,76282000.0,-65047000.0,4862000.0
,accountsReceivables,2346000.0,599000.0,-6119000.0,12362000.0,-11319000.0,-5977000.0,-17281000.0,-15549000.0,-7340000.0,-344000.0
,inventory,543000.0,-5648000.0,-1529000.0,-4669000.0,892000.0,-430000.0,-8914000.0,-8489000.0,-9147000.0,-5863000.0
,accountsPayables,-2683000.0,-621000.0,-603000.0,-942000.0,-334000.0,1109000.0,903000.0,2495000.0,2382000.0,980000.0
,otherWorkingCapital,7535000.0,123358000.0,117572000.0,111076000.0,98599000.0,91413000.0,100656000.0,14822000.0,-61460000.0,3587000.0
,otherNonCashItems,1144000.0,-153000.0,-68000.0,-422000.0,875000.0,-82000.0,-6993000.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,55286000.0,-426000.0,-2694000.0,14314000.0,18778000.0,3391000.0,-30538000.0,-25133000.0,3213000.0,18506000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-3564000.0,-4340000.0,-2797000.0,-5734000.0,-4872000.0,-3477000.0,-6100000.0,-2993000.0,-4241000.0,-3295000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,-4000000.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-57992000.0,-71636000.0,-87823000.0,-87447000.0,-126231000.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,66758000.0,75725000.0,83744000.0,88039000.0,40628000.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,5202000.0,-251000.0,-6876000.0,-5142000.0,-96355000.0,-3477000.0,-6100000.0,-2993000.0,-4241000.0,-4731000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,0.0,-20000000.0,-90929000.0,-11023000.0,-3005000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,121017000.0,0.0,0.0,0.0
,commonStockRepurchased,-32540000.0,0.0,0.0,-3071000.0,-1799000.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-1000.0,-77000.0,-753000.0,-102000.0,279000.0,-297000.0,-656000.0,-171000.0,0.0
,netCashUsedProvidedByFinancingActivities,-22949000.0,5798000.0,3624000.0,8420000.0,8435000.0,6298000.0,107750000.0,25052000.0,5847000.0,-1604000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,37539000.0,5121000.0,-5946000.0,17592000.0,-69142000.0,6212000.0,71112000.0,-3074000.0,4819000.0,12171000.0
,cashAtEndOfPeriod,83281000.0,45742000.0,40621000.0,46567000.0,28975000.0,98117000.0,91905000.0,20793000.0,23867000.0,19048000.0
,cashAtBeginningOfPeriod,45742000.0,40621000.0,46567000.0,28975000.0,98117000.0,91905000.0,20793000.0,23867000.0,19048000.0,6877000.0
,operatingCashFlow,55286000.0,-426000.0,-2694000.0,14314000.0,18778000.0,3391000.0,-30538000.0,-25133000.0,3213000.0,18506000.0
,capitalExpenditure,-3564000.0,-4340000.0,-2797000.0,-5734000.0,-6372000.0,-3477000.0,-6100000.0,-2993000.0,-4241000.0,-4731000.0
,freeCashFlow,51722000.0,-4766000.0,-5491000.0,8580000.0,12406000.0,-86000.0,-36638000.0,-28126000.0,-1028000.0,13775000.0
