Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Depreciation & Amortization,1054720.0,1309980.0,957836.0,817729.0,371189.0,4717.0
Stock-based compensation,16753754.0,15802819.0,9508175.0,5951414.0,2547978.0,16148.0
Operating Cash Flow,-32527023.0,-34430298.0,-33062247.0,-20005734.0,-15606423.0,-3430978.0
Capital Expenditure,-859819.0,-814648.0,-1137446.0,-1032795.0,-1619694.0,-194329.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,-859819.0,-814648.0,-1137446.0,-1032795.0,-1619694.0,-199054.0
Issuance (repayment) of debt,0.0,0.0,0.0,0.0,0.0,5500009.0
Issuance (buybacks) of shares,40698073.0,16781563.0,35898446.0,19403890.0,46766929.0,171128.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,40698073.0,16781563.0,35585766.0,19416501.0,46766929.0,5582818.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,7311231.0,-18463383.0,1386073.0,-1622028.0,29540812.0,1952786.0
Free Cash Flow,-33386842.0,-35244946.0,-34199693.0,-21038529.0,-17226117.0,-3625307.0
Net Cash/Marketcap,0.1331,0.0258,0.0929,0.2865,0.3028,-0.0073
