Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Revenue,514823.0,1154009.0,1451941.0,2500000.0,0.0,0.0
Revenue Growth,-0.5539,-0.2052,-0.4192,0.0,0.0,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,514823.0,1154009.0,1451941.0,2500000.0,0.0,0.0
R&D Expenses,32871685.0,33230668.0,32832677.0,18825041.0,12511647.0,2109890.0
SG&A Expense,18572548.0,17311169.0,14449984.0,11252298.0,7863062.0,1438518.0
Operating Expenses,51444233.0,50541837.0,47282661.0,30077339.0,20374709.0,4435470.0
Operating Income,-50929410.0,-49387828.0,-45830720.0,-27577339.0,-20374709.0,-4435470.0
Interest Expense,0.0,0.0,0.0,0.0,1024774.0,908611.0
Earnings before Tax,-50840122.0,-49376875.0,-45817394.0,-27561702.0,-45603110.0,-5521081.0
Income Tax Expense,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-50840122.0,-49376875.0,-45817394.0,-27561702.0,-45603110.0,-5521081.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,-50840122.0,-49376875.0,-45817394.0,-27561702.0,-45603110.0,-5521081.0
EPS,-1.99,-2.31,-2.6,-2.07,-5.75,-2.11
EPS Diluted,-1.99,-2.31,-2.6,-2.07,-5.75,-2.11
Weighted Average Shs Out,26094600.0,22213689.0,19130892.0,13183006.0,9490435.0,
Weighted Average Shs Out (Dil),25486270.0,21343001.0,17649013.0,13303715.0,7933791.0,2617022.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,1.0,1.0,1.0,1.0,0.0,0.0
EBITDA Margin,-96.704,-41.652,-30.896,-10.698,,
EBIT Margin,-98.7526,-42.7873,-31.556,-11.0247,0.0,0.0
Profit Margin,-98.753,-42.787,-31.556,-11.025,,
Free Cash Flow margin,-64.8511,-30.5413,-23.5545,-8.4154,0.0,0.0
EBITDA,-49785402.0,-48066895.0,-44859558.0,-26743973.0,-44207147.0,-4607753.0
EBIT,-50840122.0,-49376875.0,-45817394.0,-27561702.0,-44578336.0,-4612470.0
Consolidated Income,-50840122.0,-49376875.0,-45817394.0,-27561702.0,-45603110.0,-5521081.0
Earnings Before Tax Margin,-98.7526,-42.7873,-31.556,-11.0247,0.0,0.0
Net Profit Margin,-98.7526,-42.7873,-31.556,-11.0247,0.0,0.0
