date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,279000000.0,191000000.0,259000000.0,1309000000.0,115000000.0,387205000.0,356383000.0,226591000.0
,depreciationAndAmortization,1287000000.0,1202000000.0,1141000000.0,1011000000.0,289000000.0,127742000.0,121013000.0,107504000.0
,deferredIncomeTax,-176000000.0,-157000000.0,-177000000.0,-1216000000.0,135000000.0,18351000.0,-6168000.0,-24236000.0
,stockBasedCompensation,95000000.0,146000000.0,113000000.0,106000000.0,80000000.0,37758000.0,30001000.0,22826000.0
,changeInWorkingCapital,351000000.0,-159000000.0,-206000000.0,-86000000.0,-185809000.0,143626000.0,210742000.0,59777000.0
,accountsReceivables,255000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,253000000.0,240000000.0,368000000.0,90000000.0,160000000.0,104350000.0,45804000.0,107047000.0
,otherWorkingCapital,532000000.0,181000000.0,340000000.0,546000000.0,632000000.0,817809000.0,674183000.0,463441000.0
,otherNonCashItems,18000000.0,13000000.0,11000000.0,9000000.0,30000000.0,9170000.0,6688000.0,21825000.0
,netCashProvidedByOperatingActivites,1959000000.0,1417000000.0,1254000000.0,970000000.0,860000000.0,475691000.0,431754000.0,397370000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-616000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,-177000000.0,-588000000.0,-309000000.0,-842000000.0,1887000000.0,32000000.0,-92000000.0,-145000000.0
,purchasesOfInvestments,-11000000.0,-25000000.0,-27000000.0,0.0,-40000000.0,-10981000.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,2000000.0,41000000.0,0.0,5861000.0,0.0
,otherInvestingActivites,-2000000.0,5000000.0,2000000.0,4000000.0,24000000.0,551000.0,-1263000.0,138000.0
,netCashUsedForInvestingActivites,-796000000.0,-1190000000.0,-810000000.0,-1190000000.0,1731000000.0,-66955000.0,-173114000.0,-240175000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2499000000.0,-3675000000.0,-3061000000.0,-4652000000.0,-1951000000.0,-2061076000.0,-182769000.0,-2448412000.0
,commonStockIssued,0.0,0.0,15000000.0,91000000.0,97000000.0,64297000.0,35228000.0,525000000.0
,commonStockRepurchased,-447000000.0,-949000000.0,-1405000000.0,-2620000000.0,-1097000000.0,-515010000.0,-415131000.0,-6434000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-68000000.0,-85000000.0,-77000000.0,-54000000.0,29000000.0,14043000.0,7328000.0,-72491000.0
,netCashUsedProvidedByFinancingActivities,-217000000.0,-276000000.0,-452000000.0,-72000000.0,-2284000000.0,-249246000.0,-130344000.0,70957000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,31000000.0,-5000000.0,-60000000.0,53000000.0,-86000000.0,-49697000.0,-39081000.0,-17737000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,977000000.0,-54000000.0,-68000000.0,-239000000.0,221000000.0,109793000.0,89215000.0,210415000.0
,cashAtEndOfPeriod,1814000000.0,837000000.0,891000000.0,959000000.0,1198000000.0,977151000.0,867358000.0,778143000.0
,cashAtBeginningOfPeriod,837000000.0,891000000.0,959000000.0,1198000000.0,977000000.0,867358000.0,778143000.0,567728000.0
,operatingCashFlow,1959000000.0,1417000000.0,1254000000.0,970000000.0,860000000.0,475691000.0,431754000.0,397370000.0
,capitalExpenditure,-616000000.0,-582000000.0,-459000000.0,-369000000.0,-164000000.0,-78391000.0,-82650000.0,-92346000.0
,freeCashFlow,1343000000.0,835000000.0,795000000.0,601000000.0,696000000.0,397300000.0,349104000.0,305024000.0
