date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-9169.0,-7247000.0,-7240000.0,-7589000.0,-9663000.0
,depreciationAndAmortization,68.0,84000.0,54000.0,21000.0,10000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,1937.0,1099000.0,1399000.0,479000.0,676000.0
,changeInWorkingCapital,-31086092.0,30039000.0,-9331000.0,7870000.0,-2850765.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,23908.0,31110000.0,1071000.0,10402000.0,2532000.0
,otherNonCashItems,31086004.0,-30426000.0,9808000.0,-5637000.0,11041765.0
,netCashProvidedByOperatingActivites,-7252.0,-6451000.0,-5310000.0,-4856000.0,-786000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-91.0,-216000.0,-223000.0,-58000.0,-25000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-4998.0,-2496000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,2521.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-200.0,259000.0,0.0,-27000.0,0.0
,netCashUsedForInvestingActivites,-2768.0,-2453000.0,-223000.0,-85000.0,-25000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,36770000.0,0.0,12702000.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-3375.0,0.0,-18000.0,317000.0,3083000.0
,netCashUsedProvidedByFinancingActivities,-3375.0,36770000.0,-18000.0,13019000.0,3083000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-13395.0,27866000.0,-5551000.0,8078000.0,2272000.0
,cashAtEndOfPeriod,19734.0,33129000.0,5263000.0,10787000.0,2709000.0
,cashAtBeginningOfPeriod,33129.0,5263000.0,10814000.0,2709000.0,437000.0
,operatingCashFlow,-7252.0,-6451000.0,-5310000.0,-4856000.0,-786000.0
,capitalExpenditure,-91.0,-216000.0,-223000.0,-58000.0,-25000.0
,freeCashFlow,-7343.0,-6667000.0,-5533000.0,-4914000.0,-811000.0
