Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Depreciation & Amortization,2195000.0,0.0,0.0,0.0
Stock-based compensation,487000.0,0.0,0.0,0.0
Operating Cash Flow,-21657000.0,-617000.0,-278000.0,0.0
Capital Expenditure,11325000.0,0.0,0.0,0.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0
Investment purchases and sales,0.0,-34165000.0,0.0,0.0
Investing Cash flow,-11652000.0,34165000.0,-155250000.0,1048000.0
Issuance (repayment) of debt,-0.0,-1200000.0,-0.0,-0.0
Issuance (buybacks) of shares,14112000.0,-34165000.0,-212000.0,-1048000.0
Dividend payments,-0.0,-0.0,-0.0,-0.0
Financing Cash Flow,41948000.0,-33565000.0,156576000.0,0.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,8639000.0,-17000.0,1048000.0,1048000.0
Free Cash Flow,-32982000.0,-617000.0,-278000.0,0.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0
