date,,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,193529000.0,130241000.0,89388000.0,101931000.0,78236000.0,65500000.0
,depreciationAndAmortization,10514000.0,9200000.0,8170000.0,4860000.0,1286000.0,1207000.0
,deferredIncomeTax,-4306000.0,11988000.0,-12071000.0,14835000.0,-230000.0,1326000.0
,stockBasedCompensation,3683000.0,4609000.0,3434000.0,1820000.0,1420000.0,366000.0
,changeInWorkingCapital,-10508000.0,3034000.0,18604000.0,-33603000.0,-29136000.0,-7446000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-8930000.0,12493000.0,5140000.0,-20746000.0,-23062000.0,-4606000.0
,accountsPayables,27995000.0,4563000.0,-1733000.0,9910000.0,2612000.0,4328000.0
,otherWorkingCapital,5966000.0,23596000.0,17873000.0,5395000.0,9442000.0,2799000.0
,otherNonCashItems,0.0,-31878000.0,-1395000.0,115000.0,2330000.0,2664000.0
,netCashProvidedByOperatingActivites,193859000.0,127243000.0,138219000.0,90135000.0,69002000.0,64357000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-170970000.0,-56345000.0,-9556000.0,-32948000.0,-63507000.0,-22787000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,-308000.0,0.0,-350000.0,203000.0,0.0
,netCashUsedForInvestingActivites,-170970000.0,-56638000.0,-9556000.0,-33298000.0,-63304000.0,-22787000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-385137000.0,-3960000.0,-3960000.0,-3960000.0,-3983000.0,-1000000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-50000000.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,-398389000.0
,otherFinancingActivites,-4352000.0,0.0,1536000.0,0.0,-4738000.0,-6879000.0
,netCashUsedProvidedByFinancingActivities,-33468000.0,-2045000.0,-173000.0,-3923000.0,-8594000.0,-13197000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,146000.0,-157000.0,-25000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-10433000.0,68403000.0,128465000.0,52914000.0,-2896000.0,28373000.0
,cashAtEndOfPeriod,282223000.0,292656000.0,224253000.0,95788000.0,42874000.0,45770000.0
,cashAtBeginningOfPeriod,292656000.0,224253000.0,95788000.0,42874000.0,45770000.0,17397000.0
,operatingCashFlow,193859000.0,127243000.0,138219000.0,90135000.0,69002000.0,64357000.0
,capitalExpenditure,-170970000.0,-56345000.0,-9556000.0,-32948000.0,-63507000.0,-22787000.0
,freeCashFlow,22889000.0,70898000.0,128663000.0,57187000.0,5495000.0,41570000.0
