Date,2018-12-31,2017-12-31
Cash and cash equivalents,9027000.0,1942000.0
Short-term investments,4983000.0,0.0
Cash and short-term investments,14010000.0,1942000.0
Receivables,0.0,0.0
Inventories,0.0,0.0
Total current assets,15596000.0,2117000.0
Property Plant & Equipment Net,138000.0,12000.0
Goodwill and Intangible Assets,0.0,0.0
Long-term investments,0.0,0.0
Tax assets,0.0,0.0
Total non-current assets,261000.0,12000.0
Total assets,15857000.0,2129000.0
Payables,269000.0,798000.0
Short-term debt,0.0,7674000.0
Total current liabilities,1196000.0,11511000.0
Long-term debt,2516000.0,3985000.0
Total debt,2516000.0,11659000.0
Deferred revenue,0.0,0.0
Tax Liabilities,0.0,0.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,2618000.0,3985000.0
Total liabilities,3814000.0,15496000.0
Other comprehensive income,0.0,0.0
Retained earnings (deficit),-31555000.0,-14043000.0
Total shareholders equity,-29922000.0,-13368000.0
Investments,4983000.0,0.0
Net Debt,-11494000.0,9717000.0
Other Assets,1586000.0,175000.0
Other Liabilities,927000.0,3039000.0
