date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY
,revenue,7980000000.0,8863000000.0,9086000000.0,9474000000.0,8885000000.0,9625000000.0,19627000000.0,22546000000.0,23061000000.0,20262000000.0,10512800000.0,8702902000.0,10116932000.0,7171098000.0,4867978000.0
,costOfRevenue,1890000000.0,2033000000.0,2116000000.0,2139000000.0,1985000000.0,2187000000.0,4932000000.0,5913000000.0,6132000000.0,5625000000.0,2468418000.0,1989120000.0,2363852000.0,1315114000.0,890732000.0
,grossProfit,6090000000.0,6830000000.0,6970000000.0,7335000000.0,6900000000.0,7438000000.0,14695000000.0,16633000000.0,16929000000.0,14637000000.0,8044382000.0,6713782000.0,7753080000.0,5855984000.0,3977246000.0
,grossProfitRatio,0.763157894736842,0.770619429087216,0.767114241690513,0.774224192526916,0.776589758019133,0.772779220779221,0.748713506903755,0.737736183802005,0.734096526603356,0.722386733787385,0.765198805265962,0.771441755864883,0.766346951822944,0.816609116205078,0.817022180461785
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,2522000000.0,2741000000.0,3418000000.0,3470000000.0,3366000000.0,0.0,0.0,0.0,0.0,0.0,0.0,2389998000.0,2838508000.0,2206322000.0,1503615000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,78000000.0,38000000.0,18000000.0,-4000000.0,5000000.0,-42000000.0,38000000.0,-172000000.0,579000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,4595000000.0,5469000000.0,5680000000.0,5546000000.0,6630000000.0,11043000000.0,13214000000.0,12237000000.0,11166000000.0,5191883000.0,0.0,0.0,0.0,0.0
,costAndExpenses,6383000000.0,6628000000.0,7585000000.0,7819000000.0,7531000000.0,8817000000.0,15975000000.0,19127000000.0,18369000000.0,16791000000.0,7660301000.0,6124547000.0,7138235000.0,4964908000.0,3470659000.0
,interestExpense,683000000.0,892000000.0,816000000.0,935000000.0,830000000.0,829000000.0,2026000000.0,2150000000.0,2029000000.0,1587000000.0,540040000.0,598531000.0,495634000.0,194839000.0,186404000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1919000000.0,2046000000.0,1834000000.0,1991000000.0,1936000000.0,2067000000.0,4318000000.0,4841000000.0,5006000000.0,4785000000.0,2079764000.0,1694167000.0,1881164000.0,1390553000.0,1054464000.0
,EBITDA,3516000000.0,4281000000.0,3335000000.0,3646000000.0,3290000000.0,2875000000.0,7970000000.0,8260000000.0,9698000000.0,8256000000.0,4932263000.0,4272522000.0,4859861000.0,3596743000.0,2451783000.0
,EBITDARatio,0.440601503759398,0.48301929369288,0.367048206031257,0.38484272746464,0.370287000562746,0.298701298701299,0.406073266418709,0.366362104142642,0.420536837084255,0.407462244595795,0.469167395936382,0.490930726325541,0.480369048640438,0.501560988289381,0.503655316437338
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,1597000000.0,2235000000.0,1501000000.0,1655000000.0,1354000000.0,808000000.0,3652000000.0,3419000000.0,4692000000.0,3471000000.0,2852499000.0,2578355000.0,2978697000.0,2206190000.0,1397319000.0
,operatingIncomeRatio,0.00325814536340852,0.13325059235022,-0.0272947391591459,-0.00253324889170361,0.0390545863815419,-0.0618181818181818,-0.009221990115657,-0.0897720216446376,0.125233077490135,0.0421478629947685,0.221304314740126,0.178372800245252,0.088093307338628,0.29568080090385,0.249002357857821
,totalOtherIncomeExpensesNet,-911000000.0,-215000000.0,-1000000000.0,-839000000.0,-246000000.0,-626000000.0,-1861000000.0,-3384000000.0,71000000.0,-1150000000.0,-41869000.0,-479177000.0,-1663447000.0,75984000.0,-14248000.0
,incomeBeforeTax,26000000.0,1181000000.0,-248000000.0,-24000000.0,347000000.0,-595000000.0,-181000000.0,-2024000000.0,2888000000.0,854000000.0,2326528000.0,1552361000.0,891234000.0,2120356000.0,1212138000.0
,incomeBeforeTaxRatio,0.00325814536340852,0.13325059235022,-0.0272947391591459,-0.00253324889170361,0.0390545863815419,-0.0618181818181818,-0.009221990115657,-0.0897720216446376,0.125233077490135,0.0421478629947685,0.221304314740126,0.178372800245252,0.088093307338628,0.29568080090385,0.249002357857821
,incomeTaxExpense,342000000.0,498000000.0,369000000.0,472000000.0,635000000.0,220000000.0,722000000.0,2064000000.0,906000000.0,585000000.0,605663000.0,435030000.0,303934000.0,593928000.0,390663000.0
,netIncome,-349000000.0,621000000.0,582000000.0,-483000000.0,2328000000.0,-655000000.0,-647000000.0,-2625000000.0,2145000000.0,543000000.0,1673341000.0,1121830000.0,524334000.0,1462706000.0,811489000.0
