Date,2018-12-31,2017-12-31,2016-12-31
Revenue,100000.0,1556000.0,1075000.0
Revenue Growth,-0.93573264781491,0.447441860465116,
Cost of Revenue,42000.0,4000.0,8000.0
Gross Profit,2423000.0,1552000.0,1067000.0
R&D Expenses,40654000.0,20166000.0,10238000.0
SG&A Expense,21113000.0,8015000.0,4060000.0
Operating Expenses,61767000.0,28181000.0,14298000.0
Operating Income,-59344000.0,-26629000.0,-13231000.0
Interest Expense,-2545000.0,2000.0,2000.0
Earnings before Tax,0.0,-26554000.0,-13209000.0
Income Tax Expense,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-60080000.0,-26554000.0,-13209000.0
Preferred Dividends,0.0,0.0,0.0
Net Income Com,-60080000.0,-26554000.0,-13209000.0
EPS,-4.99,-13.09,-7.17
EPS Diluted,-4.99,-13.09,-7.17
Weighted Average Shs Out,12045999.0,19035651.0,19736000.0
Weighted Average Shs Out (Dil),12045999.0,2028224.0,1842416.0
Dividend per Share,0.0,0.0,0.0
Gross Margin,24.23,0.9974,0.9926
EBITDA Margin,-586.82,-16.92,-12.178
EBIT Margin,-593.44,-17.0643,-12.2856
Profit Margin,-600.8,-17.066,-12.287
Free Cash Flow margin,-547.69,-16.3001,-14.9972
EBITDA,-58682000.0,-26327000.0,-13091000.0
EBIT,-59344000.0,-26552000.0,-13207000.0
Consolidated Income,-60080000.0,-26554000.0,-13209000.0
Earnings Before Tax Margin,0.0,-17.0656,-12.2874
Net Profit Margin,-600.8,-17.0656,-12.2874
