date,,2020-12-26_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2015-12-26_FY,2015-02-18_FY,2014-12-27_FY,2014-02-19_FY,2013-12-28_FY,2012-12-29_FY,2012-02-29_FY,2011-12-31_FY,2011-02-23_FY,2010-12-25_FY,2009-12-26_FY,2008-12-27_FY,2007-12-29_FY,2006-12-30_FY,2005-12-31_FY,2004-12-25_FY,2003-12-27_FY,2002-12-28_FY,2001-12-29_FY,2000-12-30_FY,2000-01-01_FY,1998-12-26_FY,1997-12-27_FY,1996-12-28_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,748958000.0,562354000.0,532357000.0,422599000.0,437120000.0,410395000.0,370885000.0,370900000.0,328234000.0,328200000.0,276500000.0,222740000.0,222740000.0,167972000.0,168000000.0,119700000.0,108000000.0,99500000.0,94700000.0,85669000.0,64100000.0,55700000.0,38200000.0,25800000.0,16400000.0,17900000.0,14800000.0,11800000.0,13200000.0
,depreciationAndAmortization,217124000.0,195978000.0,177351000.0,165834000.0,142958000.0,123569000.0,114635000.0,114600000.0,100025000.0,100000000.0,89000000.0,80347000.0,80347000.0,69797000.0,69800000.0,66300000.0,60700000.0,51100000.0,42300000.0,34020000.0,27200000.0,21600000.0,18000000.0,11300000.0,9900000.0,7300000.0,5300000.0,4500000.0,3400000.0
,deferredIncomeTax,-31739000.0,6760000.0,11887000.0,26724000.0,9976000.0,-5450000.0,-19814000.0,-19800000.0,-8309000.0,-8300000.0,-26600000.0,1856000.0,1856000.0,2690000.0,2700000.0,-11100000.0,18500000.0,7000000.0,-3500000.0,-12735000.0,-4600000.0,6600000.0,-4300000.0,-4800000.0,-3300000.0,-200000.0,-1800000.0,-100000.0,-300000.0
,stockBasedCompensation,37273000.0,31100000.0,28921000.0,29202000.0,23554000.0,19420000.0,16173000.0,0.0,13893000.0,0.0,17641000.0,15041000.0,15041000.0,11771000.0,0.0,12130000.0,12257000.0,10620000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,350005000.0,-316005000.0,50138000.0,65539000.0,-27562000.0,97280000.0,-3000.0,-6207000.0,7000.0,107500000.0,-60024000.0,0.0,12471000.0,53000.0,141200000.0,192700000.0,-28800000.0,-4100000.0,75368000.0,21432000.0,38100000.0,37300000.0,21600000.0,-11400000.0,16400000.0,21800000.0,12600000.0,17000000.0,2100000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,2109000.0,5500000.0,-900000.0,-1200000.0,-400000.0,-300000.0,-1200000.0
,inventory,-180489000.0,-13239000.0,-136334000.0,-83552000.0,-67650000.0,-168925000.0,-136142000.0,-136200000.0,-71192000.0,-71200000.0,-77297000.0,-94299000.0,-94299000.0,-60054000.0,-60000000.0,2186000.0,32553000.0,-41137000.0,-134100000.0,-71302000.0,-60600000.0,-35200000.0,-67274000.0,500000.0,-15200000.0,-35600000.0,-20000000.0,-27600000.0,-11400000.0
,accountsPayables,333060000.0,23055000.0,43413000.0,57046000.0,82477000.0,56426000.0,54336000.0,-54300000.0,-3905000.0,3900000.0,53983000.0,19021000.0,19021000.0,-14247000.0,14200000.0,-13620000.0,28482000.0,29175000.0,-43800000.0,0.0,-16400000.0,-16700000.0,33877000.0,-10700000.0,-10500000.0,1100000.0,-8200000.0,-5100000.0,-11100000.0
,otherWorkingCapital,157823000.0,540287000.0,856292000.0,806154000.0,740615000.0,768177000.0,670897000.0,670900000.0,677107000.0,677100000.0,569600000.0,629624000.0,629624000.0,617153000.0,617100000.0,475900000.0,283200000.0,312000000.0,316100000.0,240732000.0,219300000.0,181200000.0,143900000.0,122300000.0,133700000.0,117300000.0,95500000.0,82900000.0,65900000.0
,otherNonCashItems,0.0,30839000.0,28354000.0,29662000.0,0.0,19735000.0,0.0,-2300000.0,0.0,-29600000.0,-8100000.0,0.0,222740000.0,0.0,12800000.0,12300000.0,11800000.0,10700000.0,8100000.0,9003000.0,8300000.0,3400000.0,1900000.0,-1900000.0,-200000.0,-100000.0,1400000.0,0.0,-900000.0
,netCashProvidedByOperatingActivites,1394515000.0,811716000.0,694394000.0,631450000.0,639040000.0,456212000.0,409178000.0,409200000.0,333681000.0,333700000.0,378300000.0,254144000.0,254144000.0,222608000.0,222600000.0,215300000.0,217700000.0,154800000.0,87600000.0,99181000.0,77100000.0,63900000.0,47200000.0,47100000.0,10200000.0,-7700000.0,15500000.0,-5100000.0,21200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-217450000.0,-278530000.0,-250401000.0,0.0,-236496000.0,331000.0,-160600000.0,477000.0,-218200000.0,-152924000.0,752000.0,0.0,313000.0,-96500000.0,97000.0,3324000.0,30000.0,-88900000.0,-77507000.0,-91300000.0,-50000000.0,-1081000.0,-13600000.0,-17400000.0,-20400000.0,-14500000.0,-9100000.0,-9600000.0
,acquisitionsNet,0.0,0.0,0.0,1225000.0,-144000000.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-18000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-533319000.0,-349776000.0,-369403000.0,0.0,-292705000.0,-0.0,0.0,-0.0,0.0,-271799000.0,-0.0,0.0,-15913000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15913000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,535808000.0,351992000.0,381848000.0,0.0,293289000.0,0.0,0.0,0.0,0.0,285648000.0,0.0,-21870000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
