date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,revenue,69779000000.0,123949000000.0,96504000000.0,74733000000.0,63339000000.0,72051000000.0,97817000000.0,100160000000.0,82243000000.0,78709000000.0
,costOfRevenue,69108000000.0,113881000000.0,88556000000.0,61444000000.0,51310000000.0,57907000000.0,85601000000.0,88978000000.0,69943000000.0,72778000000.0
,grossProfit,671000000.0,10068000000.0,7948000000.0,13289000000.0,12029000000.0,14144000000.0,12216000000.0,11182000000.0,12300000000.0,5931000000.0
,grossProfitRatio,0.0096160736038063,0.0812269562481343,0.0823592804443339,0.177819704815811,0.189914586589621,0.196305394789802,0.124886267213266,0.111641373801917,0.149556801186727,0.07535351738683
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,2710000000.0,3408000000.0,2418000000.0,1743000000.0,1605000000.0,1576000000.0,1375000000.0,1248000000.0,1223000000.0,1106000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,-3000000.0,-53000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,3260000000.0,3996000000.0,2773000000.0,9636000000.0,9368000000.0,9547000000.0,8339000000.0,7799000000.0,7156000000.0,2236000000.0
,costAndExpenses,72368000000.0,117877000000.0,91329000000.0,71080000000.0,60678000000.0,67454000000.0,93940000000.0,96777000000.0,77099000000.0,75014000000.0
,interestExpense,1333000000.0,1238000000.0,946000000.0,625000000.0,538000000.0,288000000.0,202000000.0,167000000.0,90000000.0,61000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,3375000000.0,3638000000.0,2490000000.0,2114000000.0,2001000000.0,1646000000.0,1326000000.0,1220000000.0,995000000.0,891000000.0
,EBITDA,786000000.0,9710000000.0,7665000000.0,5767000000.0,4662000000.0,6243000000.0,5203000000.0,4603000000.0,6139000000.0,4586000000.0
,EBITDARatio,0.0112641339084825,0.0783386715503957,0.0794267595125591,0.0771680515970187,0.0736039407000426,0.0866469584044635,0.0531911630902604,0.0459564696485623,0.0746446506085624,0.0582652555616257
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-2589000000.0,6072000000.0,5175000000.0,3653000000.0,2661000000.0,4597000000.0,3877000000.0,3383000000.0,5144000000.0,3695000000.0
,operatingIncomeRatio,-0.037102853293971,0.0489878901806388,0.053624720218851,0.0488806818942101,0.042012030502534,0.0638020291182635,0.0396352372287026,0.0337759584664537,0.0625463565288231,0.0469450761666391
,totalOtherIncomeExpensesNet,-9649000000.0,-499000000.0,279000000.0,316000000.0,-283000000.0,90000000.0,174000000.0,42000000.0,203000000.0,85000000.0
,incomeBeforeTax,-13612000000.0,4329000000.0,4568000000.0,3344000000.0,1822000000.0,4374000000.0,3835000000.0,3246000000.0,5238000000.0,3719000000.0
,incomeBeforeTaxRatio,-0.195073016236977,0.0349256549064535,0.0473348254994612,0.0447459622924277,0.0287658472662972,0.0607069992088937,0.0392058640113682,0.0324081469648562,0.0636893109443965,0.0472499968237432
,incomeTaxExpense,-2430000000.0,1074000000.0,962000000.0,-460000000.0,609000000.0,1506000000.0,1280000000.0,1113000000.0,1845000000.0,1330000000.0
