date,,2020-05-31_FY,2019-05-31_FY,2018-05-31_FY,2017-05-31_FY,2016-05-31_FY,2015-05-31_FY,2014-05-31_FY,2013-05-31_FY,2012-05-31_FY,2011-05-31_FY,2010-05-31_FY,2009-05-31_FY,2008-05-31_FY,2007-05-31_FY,2006-05-31_FY,2005-05-31_FY,2004-05-31_FY,2003-05-31_FY,2002-05-31_FY,2001-05-31_FY,2000-05-31_FY,1999-05-31_FY,1998-05-31_FY,1997-05-31_FY,1996-05-31_FY,1995-05-31_FY,1994-05-31_FY,1993-05-31_FY,1992-05-31_FY,1991-05-31_FY,1990-05-31_FY
,revenue,1487100000.0,1653900000.0,1628400000.0,1741600000.0,1672800000.0,1635800000.0,1822300000.0,1792400000.0,2148800000.0,1906100000.0,1912900000.0,1849300000.0,2205600000.0,2179100000.0,2283800000.0,2079900000.0,2233800000.0,1958300000.0,1917000000.0,1962300000.0,1402500000.0,1154700000.0,1058400000.0,966300000.0,928600000.0,749900000.0,631600000.0,552300000.0,489300000.0,422900000.0,374600000.0
,costOfRevenue,751000000.0,779900000.0,744600000.0,814500000.0,762300000.0,758500000.0,846000000.0,829600000.0,989200000.0,885900000.0,859800000.0,868800000.0,1053700000.0,1005300000.0,1103100000.0,970500000.0,1086800000.0,882100000.0,852100000.0,938100000.0,631000000.0,509900000.0,493600000.0,490600000.0,436600000.0,335400000.0,279600000.0,252000000.0,234200000.0,198600000.0,179800000.0
,grossProfit,736100000.0,874000000.0,883800000.0,927100000.0,910500000.0,877300000.0,976300000.0,962800000.0,1159600000.0,1020200000.0,1053100000.0,980500000.0,1151900000.0,1173800000.0,1180700000.0,1109400000.0,1147000000.0,1076200000.0,1064900000.0,1024200000.0,771500000.0,644800000.0,564800000.0,475700000.0,492000000.0,414500000.0,352000000.0,300300000.0,255100000.0,224300000.0,194800000.0
,grossProfitRatio,0.494990249478851,0.528447910998247,0.54274134119381,0.532326596233349,0.544296987087518,0.536312507641521,0.535751522800856,0.537156884623968,0.539650037230082,0.535229001626357,0.550525380312614,0.530200616449467,0.522261516140733,0.538662750676885,0.516989228478851,0.533391028414828,0.513474796311219,0.549558290353878,0.555503390714658,0.521938541507415,0.550089126559715,0.558413440720533,0.533635676492819,0.492290179033426,0.529829851389188,0.552740365382051,0.557314756174794,0.543726235741445,0.521357040670345,0.530385433908726,0.520021356113187
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,705300000.0,781400000.0,763200000.0,777800000.0,777700000.0,771100000.0,812500000.0,815000000.0,870300000.0,835700000.0,803400000.0,805900000.0,880600000.0,984100000.0,975600000.0,911400000.0,975200000.0,898600000.0,842400000.0,883100000.0,592600000.0,493300000.0,440300000.0,399600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-1300000.0,-1400000.0,-58200000.0,0.0,0.0,100000.0,0.0,0.0,-100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,766800000.0,837500000.0,807100000.0,816500000.0,816600000.0,819000000.0,873900000.0,881500000.0,939100000.0,909400000.0,872400000.0,866600000.0,945200000.0,1051100000.0,1041400000.0,974500000.0,1032000000.0,957500000.0,880200000.0,925500000.0,664000000.0,566900000.0,505200000.0,458000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,1517800000.0,1617400000.0,1551700000.0,1631000000.0,1578900000.0,1577500000.0,1719900000.0,1711100000.0,1928300000.0,1795300000.0,1732200000.0,1735400000.0,1998900000.0,2056400000.0,2144500000.0,1945000000.0,2118800000.0,1839600000.0,1732300000.0,1863600000.0,1295000000.0,1076800000.0,998800000.0,948600000.0,846500000.0,682200000.0,576000000.0,503200000.0,445000000.0,382900000.0,339700000.0
,interestExpense,3000000.0,2200000.0,2000000.0,2400000.0,2200000.0,3800000.0,7500000.0,15700000.0,16500000.0,17100000.0,17800000.0,24200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,61500000.0,56100000.0,43900000.0,38700000.0,38900000.0,47900000.0,61400000.0,66500000.0,68800000.0,60100000.0,59500000.0,60700000.0,64600000.0,67000000.0,65800000.0,63100000.0,53500000.0,46100000.0,36600000.0,42400000.0,71400000.0,73600000.0,64900000.0,58400000.0,42500000.0,24000000.0,21700000.0,17000000.0,4500000.0,3900000.0,3500000.0
,EBITDA,30800000.0,92600000.0,120600000.0,149300000.0,132800000.0,106200000.0,163800000.0,147800000.0,289300000.0,170900000.0,240200000.0,174600000.0,271300000.0,189700000.0,205100000.0,198000000.0,168500000.0,164800000.0,221300000.0,141100000.0,178900000.0,151500000.0,124500000.0,76100000.0,124600000.0,91700000.0,77300000.0,66100000.0,48800000.0,43900000.0,38400000.0
,EBITDARatio,0.0207114518189765,0.0559888747808211,0.0740604274134119,0.0857257694074414,0.0793878527020564,0.0649223621469617,0.0898864072874938,0.0824592724838206,0.134633283693224,0.0896595141912806,0.125568508547232,0.0944141026334289,0.123005077983315,0.087054288467716,0.0898064629126894,0.0951968844655993,0.0754319992837318,0.0841546239084921,0.115440792905582,0.071905417112572,0.127557932263815,0.131202909846713,0.117630385487528,0.0787540101417779,0.134180486754254,0.122282971062808,0.122387587080431,0.119681332609089,0.099734314326589,0.103807046583117,0.102509343299519
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
