date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-03-31_FY,2004-03-31_FY,2003-03-31_FY,2002-03-31_FY,2001-03-31_FY,2000-03-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,49208000.0,36878000.0,15286000.0,5264000.0,-445000.0,-7470000.0,-1169000.0,69184000.0,-1463000.0,-21162000.0,-34650000.0,28219000.0,-139515000.0,39783973.0,21079336.0,-21936011.0,-42313000.0,-15697000.0,12489000.0,1609000.0,92000.0,8245000.0
,depreciationAndAmortization,89586000.0,102293000.0,58762000.0,45653000.0,42482000.0,42030000.0,46575000.0,39767000.0,41416000.0,54602000.0,42980000.0,44355000.0,39189000.0,38534101.0,35053044.0,25792854.0,24130000.0,26168000.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,11264000.0,2845000.0,6096000.0,1204000.0,-49000.0,-114000.0,61000.0,-3664000.0,-6627000.0,-6546000.0,-9340000.0,9876000.0,9177000.0,17298632.0,381688.0,0.0,-4975000.0,-10888000.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,1841000.0,4359000.0,11532000.0,3652000.0,4819000.0,-306000.0,70000.0,4498000.0,1619000.0,-3085000.0,8156000.0,5270000.0,2251000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-2812000.0,8519000.0,14178000.0,-7029000.0,-5780000.0,39674000.0,-7485000.0,25499000.0,43862000.0,39452000.0,-15982000.0,-39591000.0,46192000.0,-8649316.0,-48243773.0,-4528258.0,-5258000.0,17289000.0,0.0,0.0,0.0,0.0
,accountsReceivables,29462000.0,5393000.0,-22359000.0,-7148000.0,-15344000.0,45367000.0,3674000.0,29765000.0,71212000.0,-19592000.0,-9534000.0,-28522000.0,86832000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,2475000.0,-12579000.0,-443000.0,-1288000.0,-1437000.0,3746000.0,-1542000.0,-644000.0,3215000.0,-12603000.0,-2661000.0,6214000.0,-6617000.0,46292.0,-99170.0,77067.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-46832000.0,28600000.0,17665000.0,5640000.0,4517000.0,-29751000.0,9928000.0,-31847000.0,-56792000.0,70764000.0,21382000.0,6620000.0,-56309000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,536000.0,-2914000.0,1464000.0,-247000.0,614000.0,457000.0,-6357000.0,-1081000.0,2540000.0,-9955000.0,-20433000.0,-22433000.0,14214000.0,4615780.0,-9854705.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,1045000.0,1224000.0,3700000.0,978000.0,-706000.0,1944000.0,432000.0,4265000.0,1543000.0,-21441000.0,35000.0,-10107000.0,18263000.0,-20952577.0,8822648.0,47439280.0,23593000.0,-14583000.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,147272000.0,157944000.0,109371000.0,49745000.0,39831000.0,77099000.0,41229000.0,103227000.0,91120000.0,63273000.0,-497000.0,42869000.0,157785000.0,97600041.0,10051891.0,33872022.0,-4823000.0,17986000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-117300000.0,-157026000.0,-81078000.0,-53813000.0,-27075000.0,-32492000.0,-35146000.0,-31351000.0,-32639000.0,-61759000.0,-36417000.0,-51989000.0,-94139000.0,-61277647.0,-110018450.0,-29014479.0,-25679000.0,-7735000.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1291000.0,-2873000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,826000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,3727000.0,-3652000.0,-147536000.0,20218000.0,16559000.0,37261000.0,15658000.0,187094000.0,-13657000.0,-2441000.0,-27750000.0,-4749000.0,8824000.0,12645819.0,2046817.0,6846100.0,624000.0,-361404000.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-113573000.0,-160678000.0,-228614000.0,-33595000.0,-10516000.0,4769000.0,-19488000.0,155743000.0,-46296000.0,-64200000.0,-64632000.0,-59611000.0,-85315000.0,-48631828.0,-107971633.0,-22168379.0,-25055000.0,-369139000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-116985000.0,-225041000.0,-120892000.0,-49102000.0,-50422000.0,-68016000.0,-120053000.0,-405190000.0,-401766000.0,-201410000.0,-292537000.0,-12519000.0,-6156000.0,0.0,0.0,0.0,-1198000.0,-3577000.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1627405.0,171304197.0,8375759.0,0.0,92500000.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-19001000.0,-10387000.0,-9540000.0,-14970000.0,-9204000.0,-6185000.0,-1941000.0,-11740000.0,0.0,0.0,0.0,0.0,0.0,-581216.0,-28083487.0,-851238.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-4371000.0,-2536000.0,-2006000.0,-2185000.0,-1817000.0,-3294000.0,-2104000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
