date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-166030000.0,-124858000.0,-118871000.0,-108454000.0,-57014000.0,-63894000.0,-51259000.0,-21898000.0,-32582000.0,36266000.0
,depreciationAndAmortization,3845000.0,3941000.0,3747000.0,2825000.0,1676000.0,1176000.0,1118000.0,915000.0,1293000.0,3134000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,30237000.0,22995000.0,24569000.0,28248000.0,18557000.0,12075000.0,4778000.0,2196000.0,1206000.0,1427000.0
,changeInWorkingCapital,243000.0,3990000.0,-4560000.0,-517000.0,-644000.0,3276000.0,-2345000.0,-28459000.0,-11529000.0,-32764000.0
,accountsReceivables,-17554000.0,-1508000.0,-3470000.0,-336000.0,394000.0,-261000.0,249000.0,-840000.0,-1116000.0,1836000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,5830000.0,1876000.0,-673000.0,-504000.0,644000.0,151000.0,-161000.0,-53000.0,-1272000.0,334000.0
,otherWorkingCapital,5786000.0,416543000.0,287101000.0,268498000.0,130637000.0,96442000.0,173054000.0,91812000.0,5059000.0,43888000.0
,otherNonCashItems,1378000.0,128000.0,357000.0,176000.0,0.0,0.0,-500000.0,765000.0,470000.0,512000.0
,netCashProvidedByOperatingActivites,-130327000.0,-93804000.0,-94706000.0,-76730000.0,-44695000.0,-44211000.0,-53220000.0,-19650000.0,-38884000.0,9056000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-4203000.0,-3287000.0,-2590000.0,-4396000.0,-3380000.0,-959000.0,-514000.0,-307000.0,-441000.0,-27000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-238228000.0,-395138000.0,-73570000.0,-179935000.0,-218314000.0,-134697000.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,268027000.0,327134000.0,199087000.0,119965000.0,112889000.0,26685000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,25596000.0,-71291000.0,122927000.0,-64366000.0,-108805000.0,-108971000.0,-514000.0,-307000.0,-441000.0,-27000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,-139000.0,0.0,0.0,0.0,-16331000.0,-3669000.0,-6191000.0,-9476000.0
,commonStockIssued,492414000.0,248130000.0,0.0,215802000.0,140697000.0,542000.0,129174000.0,96825000.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,-47000.0,0.0,-300000.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,-731000.0,-226000.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,538006000.0,258720000.0,16146000.0,220296000.0,146667000.0,4505000.0,117031000.0,93509000.0,13899000.0,21092000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,433275000.0,93625000.0,44367000.0,79200000.0,-6833000.0,-148677000.0,63297000.0,73552000.0,-25426000.0,30121000.0
,cashAtEndOfPeriod,672549000.0,239274000.0,145649000.0,100150000.0,20950000.0,27783000.0,176460000.0,113163000.0,39611000.0,65037000.0
,cashAtBeginningOfPeriod,239274000.0,145649000.0,101282000.0,20950000.0,27783000.0,176460000.0,113163000.0,39611000.0,65037000.0,34916000.0
,operatingCashFlow,-130327000.0,-93804000.0,-94706000.0,-76730000.0,-44695000.0,-44211000.0,-53220000.0,-19650000.0,-38884000.0,9056000.0
,capitalExpenditure,-4203000.0,-3287000.0,-2590000.0,-4396000.0,-3380000.0,-959000.0,-514000.0,-307000.0,-441000.0,-27000.0
,freeCashFlow,-134530000.0,-97091000.0,-97296000.0,-81126000.0,-48075000.0,-45170000.0,-53734000.0,-19957000.0,-39325000.0,9029000.0
