date,,2021-01-02_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-29_FY,2006-12-30_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-28_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,revenue,10106321000.0,9709003000.0,9580554000.0,9373784000.0,9567679000.0,9737018000.0,9843861000.0,6493800000.0,6205000000.0,6170462000.0,5925203000.0,5412623000.0,5142255000.0,4844400000.0,4616500000.0,4264971000.0,3770297000.0,3493696000.0,3287900000.0,2517639000.0,2288022000.0,2017425000.0,1220759000.0
,costOfRevenue,5624707000.0,5450912000.0,5354441000.0,5288735000.0,5311764000.0,5314246000.0,5390248000.0,3241700000.0,3107000000.0,3101172000.0,2963888000.0,2768397000.0,2679191000.0,2523400000.0,2415300000.0,2250493000.0,2016926000.0,1889178000.0,1839900000.0,1441613000.0,1392127000.0,1225440000.0,766198000.0
,grossProfit,4481614000.0,4258091000.0,4226113000.0,4085049000.0,4255915000.0,4422772000.0,4453613000.0,3252100000.0,3098000000.0,3069290000.0,2961315000.0,2644226000.0,2463064000.0,2321000000.0,2201200000.0,2014478000.0,1753371000.0,1604518000.0,1448000000.0,1076026000.0,895895000.0,791985000.0,454561000.0
,grossProfitRatio,0.443446631073761,0.438571396053745,0.44111363497351,0.435795085527894,0.444822093216129,0.454222432370978,0.452425425348854,0.500800763805476,0.499274778404513,0.497416562973729,0.499782876637307,0.488529498544421,0.478985192294042,0.479109900090827,0.476811437236001,0.472330995920019,0.465048509441033,0.459260908791148,0.440402688646248,0.427394872735924,0.391558735012163,0.392572214580468,0.372359327270985
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,3731707000.0,3503608000.0,3570338000.0,3514837000.0,3468317000.0,3596992000.0,3601903000.0,2591800000.0,2440700000.0,2404648000.0,2376382000.0,2189841000.0,2048137000.0,1904500000.0,1797800000.0,1605986000.0,1424613000.0,1305867000.0,1210500000.0,959266000.0,803106000.0,721753000.0,392353000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,8848000.0,11147000.0,-7484000.0,3092000.0,2698000.0,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,3731707000.0,3580911000.0,3621838000.0,3514837000.0,3468317000.0,3596992000.0,3601903000.0,2591800000.0,2440700000.0,2404648000.0,2376382000.0,2189841000.0,2048137000.0,1904600000.0,1796900000.0,1605986000.0,1424613000.0,1305867000.0,1246000000.0,972960000.0,803106000.0,722835000.0,414944000.0
,costAndExpenses,9356414000.0,9031823000.0,8976279000.0,8803572000.0,8780081000.0,8911238000.0,8992151000.0,5833500000.0,5547700000.0,5505820000.0,5340270000.0,4958238000.0,4727328000.0,4428000000.0,4212200000.0,3856479000.0,3441539000.0,3195045000.0,3085900000.0,2414573000.0,2195233000.0,1948275000.0,1181142000.0
,interestExpense,46886000.0,39898000.0,-61588000.0,-62801000.0,59910000.0,65408000.0,73408000.0,36618000.0,33841000.0,30949000.0,26861000.0,23337000.0,0.0,34809000.0,35992000.0,0.0,0.0,0.0,78219000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,250081000.0,238371000.0,238184000.0,249260000.0,258387000.0,269476000.0,284693000.0,207800000.0,189500000.0,175949000.0,164437000.0,150917000.0,146940000.0,147300000.0,139400000.0,120558000.0,105959000.0,105847000.0,94100000.0,97555000.0,80726000.0,0.0,0.0
,EBITDA,999988000.0,915551000.0,842459000.0,819472000.0,1045985000.0,1095256000.0,1136403000.0,868100000.0,846800000.0,840591000.0,749370000.0,605302000.0,561867000.0,563700000.0,543700000.0,529050000.0,434717000.0,404498000.0,296100000.0,200621000.0,173515000.0,110184000.0,47405000.0
,EBITDARatio,0.0989467878568274,0.0942991777837539,0.0879342676843114,0.0874216858421316,0.109324842524504,0.112483719348162,0.115442812530571,0.133681357602636,0.136470588235294,0.136228211112879,0.126471616246735,0.111831546368554,0.109264709743099,0.116361159276691,0.117773204808838,0.124045392102314,0.115300465719279,0.115779392368426,0.0900574835001064,0.0796861662851584,0.0758362463297993,0.0546161567344511,0.0388323985323885
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,749907000.0,677180000.0,604275000.0,570212000.0,787598000.0,825780000.0,851710000.0,660300000.0,657300000.0,664642000.0,584933000.0,454385000.0,414927000.0,416400000.0,404300000.0,408492000.0,328758000.0,298651000.0,202000000.0,103066000.0,92789000.0,69150000.0,39617000.0
,operatingIncomeRatio,0.074201779262701,0.0697476352618286,0.0630730748973389,0.0608305034551682,0.0823186062157813,0.0848083057872544,0.0865219449969885,0.1016816039915,0.105930701047542,0.107713490497146,0.0987194869104063,0.0839491315024157,0.0806896974187395,0.0859549170175873,0.087577168850861,0.0957783769221408,0.0871968441743449,0.0854828239205701,0.0614373916481645,0.0409375609449965,0.0405542429224894,0.0342763671511952,0.0324527609462638
,totalOtherIncomeExpensesNet,-3984000.0,2164000.0,12577000.0,12848000.0,11147000.0,-7484000.0,3092000.0,2700000.0,600000.0,-457000.0,-1017000.0,607000.0,-506000.0,1000000.0,1600000.0,2815000.0,-2941000.0,-57364000.0,-600000.0,-26364000.0,1012000.0,-41034000.0,-7788000.0
,incomeBeforeTax,651015000.0,637746000.0,555264000.0,520259000.0,738835000.0,752888000.0,781394000.0,626400000.0,624100000.0,633236000.0,557055000.0,431655000.0,380692000.0,382600000.0,369900000.0,378923000.0,305748000.0,203711000.0,123200000.0,28501000.0,27161000.0,0.0,-2266000.0
,incomeBeforeTaxRatio,0.0644166160960057,0.0656860441798195,0.0579573999582905,0.0555014922468877,0.0772219678356684,0.077322235616695,0.0793788128458945,0.0964612399519542,0.10058017727639,0.102623758156196,0.094014500431462,0.0797496888292423,0.0740321123709345,0.0789777887870531,0.0801256363045597,0.0888453872253762,0.08109387668929,0.0583081641905878,0.0374707259953162,0.0113205268904716,0.0118709522897944,0.0,-0.00185622223551086
,incomeTaxExpense,157994000.0,150850000.0,137072000.0,188554000.0,279213000.0,279490000.0,287569000.0,234600000.0,236400000.0,238554000.0,211002000.0,161282000.0,142654000.0,144300000.0,138600000.0,144198000.0,117721000.0,78424000.0,47800000.0,11312000.0,10535000.0,0.0,0.0
,netIncome,493021000.0,486896000.0,423847000.0,475505000.0,459622000.0,473398000.0,493825000.0,391800000.0,387700000.0,394682000.0,346053000.0,270373000.0,238038000.0,238300000.0,231300000.0,234725000.0,187988000.0,124935000.0,65000000.0,11442000.0,19559000.0,-25326000.0,-2182000.0
,netIncomeRatio,0.0487834296971173,0.0501489184831851,0.0442403435124942,0.0507271129780673,0.0480390280652183,0.0486183757696658,0.0501657835274188,0.0603344728818257,0.0624818694601128,0.0639631197793617,0.0584035686203494,0.0499523059337404,0.0462905865228387,0.0491908182643877,0.0501028918011481,0.0550355442041693,0.0498602629978487,0.0357601233765044,0.0197694577085678,0.00454473417356499,0.00854843178955447,-0.0125536265288672,-0.00178741258512122
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,7.171423168674,6.84179,5.72836,6.41621,6.22,6.45,6.75,5.33787,5.23212,5.21,4.0,2.85,2.51,2.27603,2.15966,2.17,1.693333,1.14,0.59853,0.133333,0.230525721220563,-0.3,-0.04
,EPSDiluted,7.171423168674,6.84179,5.72836,6.41621,6.2,6.4,6.71,5.33787,5.23212,5.11,3.95,2.83,2.5,2.27603,2.15966,2.13,1.66,1.113333,0.59853,0.13,0.227987718200559,-0.3,-0.04
,weightedAverageShsOut,68748000.0,71165000.0,73991000.0,74110000.0,73562000.0,73190000.0,72932000.0,73400000.0,74100000.0,75620000.0,86082000.0,94459000.0,94655000.0,104700000.0,107100000.0,108318000.0,110845500.0,109498500.0,108600000.0,85911000.0,84845196.0,84807000.0,55818000.0
,weightedAverageShsOutDil,68748000.0,71165000.0,73991000.0,74110000.0,73856000.0,73733000.0,73414000.0,73400000.0,74100000.0,77071000.0,87155000.0,95113000.0,95305000.0,104700000.0,107100000.0,109987000.0,113221500.0,112114500.0,108600000.0,87474000.0,85789709.0,84807000.0,55818000.0
