date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-590243000.0,172365000.0,126653000.0,215476000.0,177688000.0,112222000.0,104215000.0,108204000.0,101216000.0,144316000.0,-31567000.0,35429000.0,5706000.0,-4491000.0,87477000.0,160852000.0,78315000.0,85888000.0,71417000.0,57894000.0,77806000.0,85800000.0,83400000.0,68500000.0,74200000.0,66100000.0,62800000.0
,depreciationAndAmortization,157549000.0,170456000.0,155529000.0,153222000.0,131876000.0,125631000.0,124286000.0,122500000.0,126300000.0,123800000.0,126800000.0,132700000.0,125800000.0,130600000.0,90700000.0,55800000.0,50700000.0,44700000.0,41700000.0,42500000.0,39600000.0,35100000.0,32100000.0,21500000.0,19100000.0,16700000.0,15000000.0
,deferredIncomeTax,-41933000.0,-4106000.0,11259000.0,-35770000.0,10662000.0,0.0,3348000.0,3300000.0,27500000.0,4600000.0,-14100000.0,-5700000.0,-17800000.0,19100000.0,12600000.0,-3100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,-209000.0,11910000.0,11243000.0,13434000.0,10958000.0,8000000.0,9668000.0,6391000.0,4476000.0,-239000.0,-89000.0,-26000.0,716000.0,576000.0,-946000.0,0.0,31000.0,0.0,0.0,0.0,8858000.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,1521000.0,4553000.0,-55999000.0,68496000.0,-32362000.0,-20143000.0,-22202000.0,24800000.0,107800000.0,-6300000.0,-28400000.0,-19500000.0,9300000.0,-5200000.0,35300000.0,-1600000.0,-6600000.0,-4800000.0,-7300000.0,18800000.0,-26200000.0,-6200000.0,-15800000.0,-12900000.0,300000.0,-2400000.0,-700000.0
,accountsReceivables,28729000.0,-8166000.0,-13975000.0,-2195000.0,-5887000.0,-2276000.0,-6235000.0,-6257000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1200000.0,200000.0,-3500000.0,-500000.0,-1100000.0,-200000.0
,inventory,-14499000.0,-211000.0,-1203000.0,-3332000.0,-1208000.0,607000.0,46000.0,1535000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46000.0,-1679000.0,-1010000.0,221000.0,-274000.0,-1407000.0,-1800000.0,-1100000.0,-4700000.0,0.0,-1000000.0,100000.0
,accountsPayables,-9917000.0,-1107000.0,549000.0,1906000.0,-407000.0,3243000.0,884000.0,174000.0,170000.0,-1144000.0,652000.0,-2635000.0,-5101000.0,-1109000.0,-26582000.0,5786000.0,13000.0,-7288000.0,6839000.0,4146000.0,-5001000.0,-4600000.0,-1400000.0,-10300000.0,1100000.0,-700000.0,-700000.0
,otherWorkingCapital,-28436000.0,-29957000.0,-34510000.0,21489000.0,-47007000.0,-14645000.0,5498000.0,27700000.0,2900000.0,-104900000.0,-98600000.0,-70200000.0,-50700000.0,-60000000.0,-54800000.0,-90100000.0,-88500000.0,-81900000.0,-77100000.0,-69800000.0,-88600000.0,-62400000.0,-56200000.0,-40400000.0,-27500000.0,-27800000.0,-25400000.0
,otherNonCashItems,0.0,14632000.0,65227000.0,17104000.0,13433000.0,89019000.0,89120000.0,74600000.0,29800000.0,7800000.0,104400000.0,-800000.0,101300000.0,65900000.0,7800000.0,1300000.0,3400000.0,2800000.0,14600000.0,13000000.0,800000.0,1200000.0,-1300000.0,600000.0,200000.0,300000.0,1900000.0
,netCashProvidedByOperatingActivites,-416537000.0,403041000.0,350740000.0,331179000.0,358347000.0,342217000.0,337103000.0,324500000.0,285900000.0,218200000.0,182100000.0,185200000.0,215600000.0,181700000.0,166400000.0,160500000.0,148200000.0,134900000.0,146500000.0,125000000.0,114100000.0,124000000.0,128900000.0,96500000.0,94200000.0,84600000.0,81100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-78522000.0,-59458000.0,-75655000.0,-75878000.0,-39789000.0,-55279000.0,-85071000.0,-93487000.0,-109400000.0,-68100000.0,-306700000.0,-30200000.0,-28500000.0,-19200000.0
,acquisitionsNet,0.0,-270171000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6431000.0,0.0,-1253461000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,3281000.0,0.0,-2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,617000.0,71000.0,-184869000.0,-161233000.0,-2000000.0,1377000.0,13549000.0,16584000.0,-1510000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-120821000.0,-600216000.0,-189704000.0,-184869000.0,-161233000.0,-177865000.0,-165342000.0,-105200000.0,-80200000.0,-90200000.0,-71700000.0,-15300000.0,-77100000.0,-78500000.0,-1312900000.0,-75700000.0,-220100000.0,-39800000.0,-55300000.0,-84700000.0,-93500000.0,-109400000.0,-68100000.0,-296400000.0,-46100000.0,-64400000.0,-19200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
