date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,revenue,886093000.0,779796000.0,486920000.0,370036000.0,267196000.0,187338000.0,125363000.0
,costOfRevenue,653983000.0,635693000.0,367496000.0,258216000.0,184452000.0,138492000.0,93272000.0
,grossProfit,232110000.0,144103000.0,119424000.0,111820000.0,82744000.0,48846000.0,32091000.0
,grossProfitRatio,0.261947673664051,0.184795767098062,0.245264109093896,0.30218681425591,0.309675294540337,0.260737277007334,0.255984620661599
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,84297000.0,69765000.0,53797000.0,42532000.0,34588000.0,27842000.0,17876000.0
,GeneralAndAdministrativeExpenses,92140000.0,76874000.0,65500000.0,53009000.0,42369000.0,31394000.0,24240000.0
,SellingAndMarketingExpenses,54881000.0,76710000.0,44061000.0,32251000.0,28571000.0,19899000.0,15058000.0
,otherExpenses,-1898000.0,223000.0,221000.0,88000.0,85000.0,7000.0,24000.0
,operatingExpenses,231318000.0,223349000.0,163358000.0,127792000.0,0.0,0.0,0.0
,costAndExpenses,885301000.0,859042000.0,530854000.0,386008000.0,289980000.0,217627000.0,150446000.0
,interestExpense,19495000.0,8928000.0,3377000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,14564000.0,9230000.0,8465000.0,7176000.0,6293000.0,4395000.0,2672000.0
,EBITDA,15356000.0,-70016000.0,-35469000.0,-8796000.0,-16491000.0,-25894000.0,-22411000.0
,EBITDARatio,0.0173300093782481,-0.0897875854710719,-0.0728435882691202,-0.0237706601519852,-0.0617187383044656,-0.138220756066575,-0.17876885524437
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,792000.0,-79246000.0,-43934000.0,-15972000.0,-22784000.0,-30289000.0,-25083000.0
,operatingIncomeRatio,0.000893811371944028,-0.10162401448584,-0.0902283742709275,-0.0431633678885298,-0.085270737585892,-0.161681025739572,-0.200082959086812
,totalOtherIncomeExpensesNet,-1898000.0,223000.0,221000.0,88000.0,85000.0,7000.0,24000.0
,incomeBeforeTax,-18527000.0,-80805000.0,-41978000.0,-15002000.0,-22526000.0,-30236000.0,-25036000.0
,incomeBeforeTaxRatio,-0.0209086405151604,-0.103623255312928,-0.0862112872751171,-0.0405420013187906,-0.0843051542687765,-0.161398114637714,-0.199708047829104
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,-18527000.0,-80805000.0,-41978000.0,-15002000.0,-22526000.0,-30236000.0,-25036000.0
,netIncomeRatio,-0.0209086405151604,-0.103623255312928,-0.0862112872751171,-0.0405420013187906,-0.0843051542687765,-0.161398114637714,-0.199708047829104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.23,-0.88,-0.49,-4.47,-0.32,-1.887177,-0.358594
,EPSDiluted,-0.23,-0.88,-0.49,-4.47,-0.32,-1.887177,-0.358594
,weightedAverageShsOut,98574529.0,91583533.0,85669039.0,42722114.0,69817069.0,70189480.0,69817069.0
,weightedAverageShsOutDil,98574529.0,91583533.0,85669039.0,42722114.0,69817069.0,70189480.0,69817069.0
