date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,69776499.0,-37162827.0,-36502316.0,-42239231.0,-19555868.0
,depreciationAndAmortization,809645.0,388401.0,348339.0,549973.0,381823.0
,deferredIncomeTax,21833930.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,4020805.0,1979998.0,1059582.0,1433192.0,799552.0
,changeInWorkingCapital,288420056.0,-2978455.0,-15699390.0,3571207.0,7101772.0
,accountsReceivables,-961966.0,0.0,1024366.0,-223133.0,-1047594.0
,inventory,-13668866.0,41022.0,-399774.0,-1771671.0,-2464835.0
,accountsPayables,5499464.0,-3502682.0,2344963.0,3777320.0,2449556.0
,otherWorkingCapital,272895696.0,-15524360.0,-12545905.0,3153485.0,-417722.0
,otherNonCashItems,-455139884.0,901206.0,29039652.0,-1977682.0,-7761442.0
,netCashProvidedByOperatingActivites,-70278949.0,-36871677.0,-21754133.0,-38662541.0,-19034163.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,3655000.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-5728130.0,-2000498.0,-18422.0,-143355.0,-528095.0
,netCashUsedForInvestingActivites,-5728130.0,1654502.0,-18422.0,-143355.0,-528095.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-25000000.0,-15854140.0,-15641378.0,-76572.0,-2724550.0
,commonStockIssued,0.0,5928235.0,16418662.0,37042468.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,1491860.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,315875870.0,68498746.0,18438544.0,5439907.0,15079215.0
,netCashUsedProvidedByFinancingActivities,292367730.0,58572841.0,19215828.0,42405803.0,12354665.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,216360651.0,23355666.0,-2556727.0,3599907.0,-7207593.0
,cashAtEndOfPeriod,241229067.0,24868416.0,1512750.0,4069477.0,469570.0
,cashAtBeginningOfPeriod,24868416.0,1512750.0,4069477.0,469570.0,7677163.0
,operatingCashFlow,-70278949.0,-36871677.0,-21754133.0,-38662541.0,-19034163.0
,capitalExpenditure,-5728130.0,-2005498.0,-23222.0,-143355.0,-528095.0
,freeCashFlow,-76007079.0,-38877175.0,-21777355.0,-38805896.0,-19562258.0
