date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY
,revenue,789232000.0,2052314000.0,1704562000.0,981865000.0,436920270.0,569617758.0
,costOfRevenue,737569000.0,1615660000.0,1358715000.0,869451000.0,447681920.0,533471577.0
,grossProfit,51663000.0,436654000.0,345847000.0,112414000.0,-10761650.0,36146181.0
,grossProfitRatio,0.0654598394388469,0.212761789862565,0.202894937233143,0.114490281250477,-0.0246306952067021,0.0634569068333014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,86768000.0,105076000.0,53958000.0,49215000.0,26613123.0,27369740.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-874000.0,-717000.0,-663000.0,-1025000.0,-321071.0,-497924.0
,operatingExpenses,86768000.0,105076000.0,53958000.0,49215000.0,26613123.0,0.0
,costAndExpenses,824337000.0,1720736000.0,1412673000.0,918666000.0,474295043.0,560841317.0
,interestExpense,2383000.0,7141000.0,6889000.0,7347000.0,20386695.0,21641454.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,153290000.0,145304000.0,88138000.0,55628000.0,43541679.0,50133993.0
,EBITDA,118185000.0,476882000.0,380027000.0,118827000.0,6166906.0,58910434.0
,EBITDARatio,0.149746842500051,0.23236307894406,0.22294700926103,0.121021729056439,0.0141144882108582,0.103420992714205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-35105000.0,331578000.0,291889000.0,63199000.0,-37374773.0,8776441.0
,operatingIncomeRatio,-0.0444799501287327,0.161562996695437,0.171239884498188,0.0643662825337495,-0.0855414032404585,0.0154075972469945
,totalOtherIncomeExpensesNet,-97012000.0,-110933000.0,-59883000.0,-40111000.0,-23357510.0,-58375241.0
,incomeBeforeTax,-134500000.0,213504000.0,225117000.0,15741000.0,-81118978.0,-71240254.0
,incomeBeforeTaxRatio,-0.17041883755347,0.104030864672755,0.132067358066178,0.0160317355237227,-0.185660825486536,-0.125066771531375
,incomeTaxExpense,-27480000.0,50494000.0,51255000.0,3128000.0,-27971582.0,-25387570.0
,netIncome,-107020000.0,163010000.0,173862000.0,12613000.0,-53147396.0,-45852684.0
,netIncomeRatio,-0.135600178401281,0.0794274170521665,0.101998049938929,0.0128459615120205,-0.121640948358839,-0.0804972867436482
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-1.06517238633649,1.62,2.08,0.17,-0.64,-0.552177
,EPSDiluted,-1.06517238633649,1.57,2.0,0.16,-0.64,-0.552177
,weightedAverageShsOut,100472000.0,100472000.0,83460000.0,76371000.0,83039854.0,83039854.0
,weightedAverageShsOutDil,100472000.0,103750000.0,87046000.0,79583000.0,83039854.0,83039854.0
