Date,2018-12-31,2017-12-31,2016-12-31
Revenue,2706981.0,7258123.0,13216989.0
Revenue Growth,-0.627041178552637,-0.450848979294755,
Cost of Revenue,121391.0,319759.0,918778.0
Gross Profit,2585590.0,6938364.0,12298211.0
R&D Expenses,28699576.0,24753876.0,23319886.0
SG&A Expense,8754088.0,10212774.0,4841128.0
Operating Expenses,37453664.0,34966650.0,28161014.0
Operating Income,-34868074.0,-28028286.0,-15862803.0
Interest Expense,18988176.0,13010475.0,85865.0
Earnings before Tax,0.0,-29154240.0,-15933762.0
Income Tax Expense,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-53135859.0,-29154240.0,-15933762.0
Preferred Dividends,0.0,0.0,0.0
Net Income Com,-53135859.0,-29154240.0,-15933762.0
EPS,-7.42,-51.78,-36.42
EPS Diluted,-7.51,-51.78,-36.42
Weighted Average Shs Out,7163304.0,15114802.0,15797000.0
Weighted Average Shs Out (Dil),7078757.0,563076.0,437478.0
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.955156316206,0.9559,0.9305
EBITDA Margin,-5.90338979106,-2.096,-1.15
EBIT Margin,-12.880797464,-2.2242,-1.1991
Profit Margin,-19.6291954026,-4.017,-1.206
Free Cash Flow margin,-12.0804239114,-3.6972,-1.2735
EBITDA,-15980364.0,-15211834.0,-15196337.0
EBIT,-34868074.0,-16143765.0,-15847897.0
Consolidated Income,-53135859.0,-29154240.0,-15933762.0
Earnings Before Tax Margin,0.0,-4.0168,-1.2056
Net Profit Margin,-19.6291954026,-4.0168,-1.2056
