date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2002-10-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,revenue,3059000000.0,4416000000.0,4558000000.0,3091000000.0,1387000000.0,2340000000.0,2470000000.0,1862000000.0,1377000000.0,1324000000.0,1374000000.0,1311000000.0,1576000000.0,1361000000.0,1268000000.0,1254000000.0,1191609000.0,1047277000.0,1069068000.0,562705000.0,1764491000.0,1652218000.0,1062700000.0,882600000.0,2151000000.0,1861800000.0,1426000000.0,1397300000.0
,costOfRevenue,1872000000.0,1914000000.0,1900000000.0,1364000000.0,1059000000.0,515000000.0,411000000.0,275000000.0,241000000.0,214000000.0,320000000.0,424000000.0,725000000.0,637000000.0,567000000.0,572000000.0,650402000.0,540712000.0,606904000.0,506363000.0,1311990000.0,1224157000.0,704000000.0,612000000.0,1881300000.0,1608500000.0,1136500000.0,1151400000.0
,grossProfit,-226765000.0,354568000.0,1274645000.0,1167859000.0,388776000.0,735771000.0,1454721000.0,952080000.0,817930000.0,1174914000.0,896315000.0,729572000.0,931352000.0,616840000.0,595688000.0,585703000.0,541207000.0,506565000.0,462164000.0,56342000.0,452501000.0,428061000.0,358700000.0,270600000.0,269700000.0,253300000.0,289500000.0,245900000.0
,grossProfitRatio,-0.0741304347826087,0.0802916666666667,0.279650065818341,0.377825622775801,0.280299927901947,0.314432051282051,0.588955870445344,0.511321160042965,0.5939941902687,0.887397280966767,0.652339883551674,0.556500381388253,0.590959390862944,0.45322556943424,0.469785488958991,0.467067783094099,0.45418169886263,0.483697245332419,0.432305522193163,0.10012706480305,0.256448460207505,0.25908263921589,0.337536463724475,0.306594153636982,0.125383542538354,0.136051133311849,0.203015427769986,0.175982251485007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9064000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109825000.0,124743000.0,116050000.0,92200000.0,109300000.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,-65349000.0,24955000.0,31693000.0,9953000.0,6853000.0,9242000.0,15965000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175309000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,191603000.0,296145000.0,332352000.0,387587000.0,359423000.0,435925000.0,368133000.0,317094000.0,347402000.0,516523000.0,425836000.0,372781000.0,247912000.0,305167000.0,226073000.0,234056000.0,236556000.0,204348000.0,179273000.0,285134000.0,197973000.0,213827000.0,216000000.0,198800000.0,133500000.0,124600000.0,146400000.0,135500000.0
,costAndExpenses,3477211000.0,3741427000.0,3794166000.0,2207722000.0,1827986000.0,1654154000.0,1383122000.0,1227025000.0,1171080000.0,981543000.0,852229000.0,913036000.0,1111682000.0,1049733000.0,898295000.0,902077000.0,886958000.0,745060000.0,786177000.0,791497000.0,1509963000.0,1437984000.0,920000000.0,810800000.0,2014800000.0,1733100000.0,1282900000.0,1286900000.0
,interestExpense,271200000.0,199851000.0,228958000.0,202772000.0,147920000.0,146531000.0,136537000.0,142688000.0,184786000.0,136328000.0,128157000.0,111779000.0,58394000.0,0.0,47052000.0,44437000.0,0.0,45766000.0,0.0,-38787000.0,0.0,75661000.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1419471000.0,35916000.0,41367000.0,10940000.0,927920000.0,819216000.0,679298000.0,676570000.0,499118000.0,0.0,0.0,0.0,0.0,109802000.0,100122000.0,93527000.0,83063000.0,78138000.0,69448000.0,69448000.0,73230000.0,97777000.0,123800000.0,89500000.0,95100000.0,82400000.0,104600000.0,93300000.0
,EBITDA,600889000.0,94339000.0,983660000.0,791212000.0,957273000.0,1119062000.0,1765886000.0,1311556000.0,969646000.0,997688000.0,750436000.0,559378000.0,607336000.0,421475000.0,469737000.0,445174000.0,387714000.0,380355000.0,352339000.0,347019000.0,327758000.0,312011000.0,266500000.0,161300000.0,231300000.0,211100000.0,247700000.0,203700000.0
,EBITDARatio,0.196443230332515,0.0248270326460255,0.207678352119167,0.264797051131963,0.515400258111201,0.572703172978506,0.715017552668127,0.704376075114486,0.590668417795235,0.60837082467953,0.567348197788174,0.44051512528872,0.385246192803244,0.309588028846648,0.370481343313011,0.355081341666906,0.325370150779324,0.363184716173467,0.329575854856754,0.616697914537813,0.185752151753679,0.188843724012207,0.250776324456573,0.182755495128031,0.107531380753138,0.113384896336878,0.173702664796634,0.145781149359479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-818582000.0,58423000.0,942293000.0,780272000.0,29353000.0,299846000.0,1086588000.0,634986000.0,470528000.0,658391000.0,470479000.0,356791000.0,464806000.0,311673000.0,369615000.0,351647000.0,304651000.0,302217000.0,282891000.0,277571000.0,254528000.0,214234000.0,142700000.0,71800000.0,136200000.0,128700000.0,143100000.0,110400000.0
,operatingIncomeRatio,-0.267597907813011,0.0132298460144928,0.206733874506362,0.252433516661275,0.0211629416005768,0.128139316239316,0.439914170040486,0.341023630504834,0.341705156136529,0.49727416918429,0.34241557496361,0.27215179252479,0.294927664974619,0.22900293901543,0.291494479495268,0.280420255183413,0.255663560782102,0.288574083074487,0.264614598884262,0.493279782479274,0.144250098186956,0.129664487373942,0.134280606003576,0.0813505551778835,0.0633193863319386,0.0691266516274573,0.100350631136045,0.079009518356831
,totalOtherIncomeExpensesNet,-176252000.0,-1456043000.0,-3790766000.0,165023000.0,-275960000.0,273246000.0,-226340000.0,28860000.0,15965000.0,237066000.0,12898000.0,8585000.0,4112000.0,137874000.0,6076000.0,96567000.0,149894000.0,-20027000.0,-21206000.0,0.0,26101000.0,24771000.0,2900000.0,-160000000.0,10000000.0,3000000.0,-241800000.0,3200000.0
,incomeBeforeTax,-1266034000.0,-1597471000.0,-3077431000.0,742523000.0,-394527000.0,426561000.0,723711000.0,521158000.0,301707000.0,759129000.0,355220000.0,253597000.0,410524000.0,401878000.0,325731000.0,411612000.0,422548000.0,255349000.0,228218000.0,228218000.0,239531000.0,163344000.0,108500000.0,-49500000.0,124200000.0,90000000.0,-27800000.0,69500000.0
,incomeBeforeTaxRatio,-0.413871853546911,-0.361746150362319,-0.675171347082054,0.240220964089291,-0.284446286950252,0.182291025641026,0.2930004048583,0.279891514500537,0.219104575163399,0.573360271903323,0.258529839883552,0.193437833714722,0.260484771573604,0.295281410727406,0.256885646687697,0.328239234449761,0.354602894070119,0.243821835101888,0.213473792125478,0.405573080033055,0.135750763251272,0.0988634671695866,0.1020984285311,-0.0560842963970088,0.0577405857740586,0.0483403158233967,-0.0194950911640954,0.049738781936592
,incomeTaxExpense,-298858000.0,-375776000.0,-696511000.0,-1115619000.0,-263464000.0,104675000.0,214092000.0,175186000.0,105296000.0,279360000.0,127520000.0,96668000.0,154920000.0,144395000.0,109706000.0,153038000.0,142694000.0,81792000.0,77592000.0,0.0,87723000.0,57171000.0,39400000.0,-22400000.0,46100000.0,30600000.0,-29300000.0,8800000.0
,netIncome,-967166000.0,-1221695000.0,-2244568000.0,1508529000.0,-452983000.0,85171000.0,386965000.0,390572000.0,183395000.0,479769000.0,227700000.0,156929000.0,255604000.0,257483000.0,220286000.0,260055000.0,279854000.0,170001000.0,154107000.0,154107000.0,151808000.0,106173000.0,69100000.0,-44200000.0,78100000.0,59400000.0,1500000.0,60700000.0
,netIncomeRatio,-0.316170644001308,-0.276651947463768,-0.492445809565599,0.488039145907473,-0.326591925018025,0.0363978632478632,0.156665991902834,0.209759398496241,0.133184458968773,0.36236329305136,0.165720524017467,0.119701754385965,0.162185279187817,0.189186627479794,0.173727129337539,0.20738038277512,0.234853882439626,0.162326681479685,0.144150793027198,0.27386819025955,0.0860350095296604,0.0642608905120269,0.0650230544838619,-0.050079311126218,0.0363086936308694,0.0319046084434418,0.00105189340813464,0.0434409217777142
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-3.79071180249352,-4.79,-8.6,8.05,-2.71,0.558872163676689,2.55,2.59,1.23,3.21,1.58,1.2,2.01,2.12,1.83,2.15,2.27,1.37,1.225,2.44525,1.18,0.815,0.5075,-0.2975,0.5425,0.4225,0.0107780300635185,0.44
,EPSDiluted,-3.79071180249352,-4.79,-8.6,8.04,-2.71,0.556895232739851,2.54,2.57,1.22,3.19,1.57,1.19,2.0,2.1,1.8,2.1,2.22,1.34,1.205,2.44525,1.15,0.8,0.5025,-0.2975,0.54,0.4225,0.0107332155799408,0.44
,weightedAverageShsOut,255141000.0,255141000.0,260932000.0,187380000.0,166978000.0,152398000.0,151553000.0,150574000.0,149619000.0,149392000.0,144458000.0,130820000.0,127234000.0,121454245.0,120374863.0,120955814.0,123283700.0,124088321.0,125801633.0,63023000.0,128650847.0,130273620.0,136157635.0,147332000.0,144012000.0,140752000.0,139172000.0,138036000.0
,weightedAverageShsOutDil,255141000.0,255141000.0,260932000.0,187727000.0,166978000.0,152939000.0,152513000.0,151787000.0,150506000.0,150209000.0,145232000.0,131482000.0,128106000.0,122610952.0,122381111.0,123835714.0,126060360.0,126866418.0,127889627.0,63023000.0,132006957.0,132716250.0,137512438.0,147332000.0,144629630.0,140752000.0,139753086.0,138036000.0
