Date,2018-12-31,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Revenue,228093000.0,183272000.0,183000000.0,164924000.0,165000000.0,152510000.0,153000000.0,150062000.0,150000000.0,158886000.0,159000000.0,156239000.0,152292000.0
Revenue Growth,0.244559998253961,0.00148633879781421,0.109601998496277,-0.000460606060606061,0.0818962690971084,-0.00320261437908497,0.0195785741893351,0.000413333333333333,-0.0559268909784374,-0.000716981132075472,0.0176716440837435,0.0259173167336433,0.0
Cost of Revenue,97527000.0,84895000.0,68000000.0,88785000.0,68000000.0,90908000.0,64000000.0,107600000.0,66000000.0,101823000.0,69000000.0,94916000.0,83713000.0
Gross Profit,130566000.0,98377000.0,116000000.0,76139000.0,97000000.0,61602000.0,88000000.0,42462000.0,84000000.0,57063000.0,89000000.0,61323000.0,68579000.0
R&D Expenses,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
SG&A Expense,21615000.0,19433000.0,,14823000.0,,3573000.0,,3535000.0,,3911000.0,,4810000.0,4703000.0
Operating Expenses,65006000.0,38190000.0,55000000.0,23428000.0,44000000.0,11743000.0,39000000.0,3535000.0,49000000.0,18637000.0,51000000.0,19180000.0,18459000.0
Operating Income,74412000.0,60187000.0,60000000.0,52711000.0,53000000.0,49859000.0,50000000.0,38927000.0,34000000.0,38426000.0,38000000.0,42143000.0,50120000.0
Interest Expense,31900000.0,10473000.0,10000000.0,7787000.0,8000000.0,7396000.0,7000000.0,5489000.0,5000000.0,2712000.0,3000000.0,2877000.0,2458000.0
Earnings before Tax,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Income Tax Expense,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income,39475000.0,48493000.0,48000000.0,44106000.0,44000000.0,41689000.0,42000000.0,32463000.0,65000000.0,34726000.0,35000000.0,38572000.0,46520000.0
Preferred Dividends,-15675000.0,-12705000.0,,9340000.0,,-7506000.0,,7167000.0,,5929000.0,,5157000.0,-4415000.0
Net Income Com,39475000.0,48493000.0,48000000.0,44106000.0,44000000.0,41689000.0,42000000.0,32463000.0,65000000.0,34726000.0,35000000.0,38572000.0,46520000.0
EPS,1.45,2.2,2.20,2.14,2.14,2.12,2.12,0.0,1.57,1.9,1.90,0.0,0.0
EPS Diluted,1.45,2.2,2.20,2.14,2.14,2.12,2.12,0.0,1.57,1.9,1.90,0.0,0.0
Weighted Average Shs Out,16316000.0,16258000.0,16000000.0,16210000.0,16000000.0,16137.0,16000000.0,0.0,16000000.0,15171000.0,15000000.0,14441000.0,14442000.0
Weighted Average Shs Out (Dil),16316000.0,16258000.0,16000000.0,16210000.0,16000000.0,16137.0,16000000.0,0.0,16000000.0,15171000.0,15000000.0,14441000.0,14442000.0
Dividend per Share,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Gross Margin,0.572424405834,0.536781395958,0.63387978142077,0.461661128762,0.58787878787879,0.403921054357,0.57516339869281,0.282963041943,0.56,0.359144292134,0.55974842767296,0.392494831636,0.450312557455
EBITDA Margin,0.556720285147,0.531275917762,0.51912568306011,0.520918726201,0.50909090909091,0.532968329946,0.52287581699346,0.462635444016,0.44666666666667,0.434078521707,0.42138364779874,0.455520068613,0.517617471699
EBIT Margin,0.32623535137,0.328402592867,0.31693989071038,0.319607819359,0.31515151515152,0.326922824733,0.3202614379085,0.25940611214,0.46666666666667,0.241846355248,0.23899371069182,0.269734189287,0.329104614819
Profit Margin,0.173065372458,0.264595792047,0.26229508196721,0.267432271834,0.26666666666667,0.273352567045,0.27450980392157,0.216330583359,0.43333333333333,0.218559218559,0.22012578616352,0.246878180224,0.30546581567
Free Cash Flow margin,0.229998290171,0.24847767253,,0.146994979506,,0.380650449151,,0.359238181552,,0.317189683169,,0.310460256402,0.304769784362
EBITDA,126984000.0,97368000.0,95000000.0,85912000.0,84000000.0,81283000.0,80000000.0,69424000.0,67000000.0,68969000.0,67000000.0,71170000.0,78829000.0
EBIT,74412000.0,60187000.0,58000000,52711000.0,52000000,49859000.0,49000000,38927000.0,70000000,38426000.0,38000000,42143000.0,50120000.0
Consolidated Income,39475000.0,48493000.0,48000000.0,44106000.0,44000000.0,41689000.0,42000000.0,32463000.0,65000000.0,34726000.0,35000000.0,38572000.0,46520000.0
Earnings Before Tax Margin,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Net Profit Margin,0.173065372458,0.264595792047,0.26229508196721,0.267432271834,0.26666666666667,0.273352567045,0.27450980392157,0.216330583359,0.43333333333333,0.218559218559,0.22012578616352,0.246878180224,0.30546581567
