date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,revenue,46924000.0,16544000.0,17117000.0,12616000.0,29000.0,0.0,4342000.0,1747000.0,11026000.0,19694000.0,12500000.0,5208000.0,60621000.0,16683000.0,371000.0,56000.0,1120000.0,1330000.0,371000.0,0.0
,costOfRevenue,8651000.0,3484000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,38273000.0,13060000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19694000.0,12500000.0,5208000.0,60621000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.815638053021908,0.789410058027079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,23922000.0,39554000.0,57508000.0,60072000.0,83460000.0,50765000.0,5014000.0,6904000.0,11191000.0,11273000.0,10684000.0,9005000.0,11681000.0,36055000.0,21809000.0,17670000.0,14687000.0,0.0,4037000.0,1044000.0
,GeneralAndAdministrativeExpenses,89855000.0,0.0,63658000.0,36965000.0,26400000.0,19988000.0,5848000.0,12431000.0,10263000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6821000.0,1429000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,56000.0,-31000.0,-44000.0,-34000.0,4000.0,-37000.0,-299000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,113777000.0,128689000.0,121166000.0,97037000.0,109860000.0,70753000.0,10862000.0,26156000.0,22883000.0,23458000.0,21722000.0,25055000.0,28577000.0,53334000.0,33115000.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,122428000.0,132173000.0,121166000.0,97037000.0,109860000.0,70753000.0,10862000.0,26156000.0,22883000.0,23458000.0,21722000.0,25055000.0,28577000.0,53334000.0,33115000.0,24920000.0,19899000.0,0.0,6249000.0,1646000.0
,interestExpense,20240000.0,16403000.0,10985000.0,5079000.0,3223000.0,770000.0,718000.0,0.0,0.0,9000.0,12000.0,179000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,578000.0,-1292000.0,-1067000.0,1268000.0,2303000.0,714000.0,196000.0,90000.0,229000.0,357000.0,500000.0,550000.0,1119000.0,516000.0,693000.0,521000.0,88000.0,0.0,0.0,0.0
,EBITDA,-74926000.0,-116921000.0,-105116000.0,-83153000.0,-107528000.0,-70039000.0,-6324000.0,-24319000.0,-11628000.0,-3407000.0,-8722000.0,-19297000.0,33163000.0,-36135000.0,-32051000.0,-24343000.0,-18691000.0,1330000.0,-5878000.0,-1646000.0
,EBITDARatio,-1.59675219503879,-7.0672751450677,-6.14102938599054,-6.59107482561826,-3707.86206896552,0.0,-1.45647167204053,-13.9204350314825,-1.05459822238346,-0.172996851833046,-0.69776,-3.70526113671275,0.547054651028521,-2.16597734220464,-86.3908355795148,-434.696428571429,-16.6883928571429,1.0,-15.8436657681941,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-75504000.0,-115629000.0,-104049000.0,-84421000.0,-109831000.0,-70753000.0,-6520000.0,-24409000.0,-11857000.0,-3764000.0,-9222000.0,-19847000.0,32044000.0,-36651000.0,-32744000.0,-24864000.0,-18779000.0,1330000.0,-5878000.0,-1646000.0
,operatingIncomeRatio,-1.60906998550848,-6.98918036750484,-6.07869369632529,-6.69158211794547,-3787.27586206897,0.0,-1.50161216029479,-13.971951917573,-1.07536731362235,-0.19112420026404,-0.73776,-3.81086789554531,0.528595701159664,-2.19690703110951,-88.2587601078167,-444.0,-16.7669642857143,1.0,-15.8436657681941,0.0
,totalOtherIncomeExpensesNet,-2312000.0,-31000.0,-80000.0,-193000.0,349000.0,663000.0,-10597000.0,-2962000.0,0.0,-186000.0,-196000.0,-2056000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,-96541000.0,-128489000.0,-111854000.0,-88316000.0,-111636000.0,-70860000.0,-17835000.0,-27446000.0,-12016000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTaxRatio,-2.05739067428182,-7.76650145067698,-6.53467313197406,-7.0003170577045,-3849.51724137931,0.0,-4.10755412252418,-15.7103606182026,-1.08978777435153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,0.0,301000.0,502000.0,753000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,-96541000.0,-128790000.0,-112356000.0,-89069000.0,-111636000.0,-70860000.0,-17835000.0,-27446000.0,-12016000.0,-3880000.0,-9303000.0,-21800000.0,34822000.0,-32531000.0,-29628000.0,-23805000.0,-17952000.0,-12775000.0,-5636000.0,-1581000.0
,netIncomeRatio,-2.05739067428182,-7.78469535783366,-6.56400070105743,-7.06000317057704,-3849.51724137931,0.0,-4.10755412252418,-15.7103606182026,-1.08978777435153,-0.197014319081954,-0.74424,-4.18586789554532,0.574421405123637,-1.94994904993107,-79.8598382749326,-425.089285714286,-16.0285714285714,-9.60526315789474,-15.1913746630728,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-2.94404715501074,-3.93,-3.57,-3.32,-5.51,-4.29,-7.82,-17.52007,-8.400034,-3.480014,-8.280033,-21.480086,404.401618,-81.000324,-118.800475,-1021.804087,-993.603974,-849.003396,-415.201661,-133.800535
,EPSDiluted,-2.94404715501074,-3.93,-3.57,-3.32,-5.51,-4.29,-7.82,-17.52007,-8.400034,-3.480014,-8.280033,-21.480086,403.201613,-81.000324,-118.800475,-1021.804087,-993.603974,-849.003396,-415.201661,-133.800535
,weightedAverageShsOut,45483346.0,32791934.0,31513454.0,26827253.0,20253082.0,16501912.0,2528595.0,1564327.0,1420994.0,1127828.0,1117995.0,1013829.0,86049.0,402631.0,249849.0,23299.0,18066.0,15047.0,13583.0,11799.0
,weightedAverageShsOutDil,45483346.0,32791934.0,31513454.0,26827253.0,20253082.0,16501912.0,2528595.0,1564327.0,1420994.0,1127828.0,1117995.0,1013829.0,86399.0,402631.0,249849.0,23299.0,18066.0,15047.0,13583.0,11799.0
