date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,revenue,505422000.0,358248000.0,316875000.0,346253000.0,272681000.0,224007000.0,177049000.0,126558000.0,103012000.0,52628000.0,24777000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,543304000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,190534000.0,156974000.0,157937000.0,149309000.0,93333000.0,80101000.0,64095000.0,45391000.0,29688000.0,19887000.0,18075000.0
,SellingAndMarketingExpenses,2223000.0,4044000.0,2446000.0,1470000.0,576000.0,1475000.0,1325000.0,1274000.0,1219000.0,994000.0,1007000.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1437000.0,0.0,0.0
,operatingExpenses,0.0,442000000.0,382000000.0,327000000.0,253000000.0,189000000.0,150000000.0,101000000.0,87000000.0,66000000.0,48000000.0
,costAndExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,139616000.0,186429000.0,160074000.0,105507000.0,73023000.0,53560000.0,38504000.0,24301000.0,21761000.0,22463000.0,11546000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,14715000.0,9473000.0,4388000.0,10801000.0,3569000.0,3998000.0,3604000.0,3129000.0,2024000.0,1375000.0,840000.0
,EBITDA,190673000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.37725504627816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,175958000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.348140761581411,0.285053929121726,0.287349901380671,0.357770185384675,0.51018956216238,0.395054618828876,0.35802517947009,0.397430427155929,0.350347532326331,0.111518583263662,1.14888808168866
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,175958000.0,102120000.0,91054000.0,123879000.0,139119000.0,88495000.0,63388000.0,50298000.0,36090000.0,5869000.0,28466000.0
,incomeBeforeTaxRatio,0.348140761581411,0.285053929121726,0.287349901380671,0.357770185384675,0.51018956216238,0.395054618828876,0.35802517947009,0.397430427155929,0.350347532326331,0.111518583263662,1.14888808168866
,incomeTaxExpense,43380000.0,22793000.0,19359000.0,45042000.0,51412000.0,29912000.0,20174000.0,17604000.0,12272000.0,1835000.0,4731000.0
,netIncome,132578000.0,79327000.0,71695000.0,78837000.0,78702000.0,58583000.0,43214000.0,32694000.0,23818000.0,4034000.0,23735000.0
,netIncomeRatio,0.262311494157358,0.22143040575244,0.22625641025641,0.227686113910926,0.288622969697192,0.261523077403831,0.244079322673384,0.258332148106007,0.231215780685745,0.0766512122824352,0.957944868224563
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,4.25149679284216,2.08,1.81,2.1,2.51,2.09,1.62,1.22695,1.290284,0.351614,2.242599
,EPSDiluted,4.25149679284216,2.05,1.78,1.97,2.31,1.96,1.55,1.22695,1.290284,0.351614,2.198741
,weightedAverageShsOut,31638447.0,31183841.0,31570118.0,30659320.0,27596020.0,26844545.0,26675309.0,26646566.0,18459502.0,11347683.0,10583702.0
,weightedAverageShsOutDil,31959100.0,31646216.0,32233098.0,32596677.0,30013650.0,28684939.0,27900000.0,26646566.0,18459502.0,11347683.0,10794815.0
