date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,revenue,482449000.0,517739000.0,463049000.0,419782000.0,480820000.0,569016000.0,512279000.0,616494000.0,689355000.0,679918000.0,598676000.0,1246062000.0,758420000.0,205965000.0,235006000.0,336930000.0,179734000.0,26759000.0,21454000.0
,costOfRevenue,360406000.0,410715000.0,434754000.0,416293000.0,496360000.0,498058000.0,456610000.0,495275000.0,390581000.0,383667000.0,385292000.0,1092860000.0,27892000.0,19863000.0,8787000.0,188250000.0,10447000.0,8192000.0,7439000.0
,grossProfit,122043000.0,107024000.0,28295000.0,3489000.0,-15540000.0,70958000.0,55669000.0,121219000.0,298774000.0,296251000.0,213384000.0,153202000.0,730528000.0,186102000.0,226219000.0,148680000.0,169287000.0,18567000.0,14015000.0
,grossProfitRatio,0.252965598436311,0.206714193831255,0.0611058440899343,0.00831145689905713,-0.0323197870304896,0.12470299604932,0.108669299346645,0.19662640674524,0.433410942112554,0.435715777490815,0.356426514508683,0.122948938335332,0.96322354368292,0.903561284684291,0.962609465290248,0.441278603864304,0.941875215596381,0.693860009716357,0.653258133681365
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,36194000.0,27513000.0,27521000.0,25295000.0,34183000.0,45590000.0,44634000.0,51331000.0,0.0,58604000.0,43897000.0,40001000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,28908000.0,874000.0,-7621000.0,6510000.0,-30142000.0,-8881000.0,6584000.0,178246000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,37193000.0,28088000.0,27790000.0,26599000.0,34242000.0,46382000.0,45264000.0,68467000.0,160486000.0,165057000.0,120019000.0,99731000.0,54451000.0,52284000.0,32000000.0,0.0,0.0,0.0,0.0
,costAndExpenses,397599000.0,438803000.0,462544000.0,442892000.0,530602000.0,544440000.0,501874000.0,563742000.0,551067000.0,548724000.0,505311000.0,1192591000.0,82343000.0,72147000.0,40787000.0,206897000.0,22075000.0,10455000.0,8673000.0
,interestExpense,125496000.0,131131000.0,121611000.0,107787000.0,108488000.0,109550000.0,105422000.0,99887000.0,107181000.0,91527000.0,63618000.0,49128000.0,51089000.0,47429000.0,13569000.0,3450000.0,5278000.0,3950000.0,6104000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,104581000.0,102839000.0,104112000.0,113825000.0,120310000.0,104690000.0,98124000.0,108206000.0,107395000.0,101793000.0,73885000.0,57062000.0,31900000.0,37719000.0,17454000.0,5925000.0,0.0,0.0,0.0
,EBITDA,189431000.0,181775000.0,104617000.0,90715000.0,70528000.0,129266000.0,108529000.0,160958000.0,245683000.0,232987000.0,167250000.0,110533000.0,707977000.0,171537000.0,211673000.0,135958000.0,157659000.0,16304000.0,15551000.0
,EBITDARatio,0.392644611140245,0.351093890937326,0.225930733032573,0.216100261564336,0.146682750301568,0.22717463129332,0.211855258560277,0.261086077074554,0.356395471128809,0.342669263058192,0.279366468674208,0.0887058589379983,0.93348935945782,0.83284538635205,0.900713173280682,0.403520018995043,0.877179609867916,0.609290332224672,0.724853174233243
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,84850000.0,78936000.0,505000.0,-23110000.0,-49782000.0,24576000.0,10405000.0,52752000.0,138288000.0,131194000.0,93365000.0,53471000.0,676077000.0,133818000.0,194219000.0,130033000.0,157659000.0,16304000.0,12781000.0
,operatingIncomeRatio,0.175873512018887,0.152462920506278,0.00109059732339342,-0.0550523843328204,-0.103535626637827,0.0431903496562487,0.0203111976091153,0.0855677427517543,0.200604913288509,0.192955621119017,0.15595246844704,0.0429119899330852,0.891428232377838,0.649712329764766,0.82644272912181,0.385934763897545,0.877179609867916,0.609290332224672,0.595739722196327
,totalOtherIncomeExpensesNet,-140892000.0,-215183000.0,-53704000.0,-167082000.0,31342000.0,21589000.0,-11450000.0,226601000.0,-29197000.0,60912000.0,36623000.0,16181000.0,-1601000.0,1347000.0,495000.0,-1064000.0,0.0,0.0,-2770000.0
,incomeBeforeTax,-178859000.0,-266619000.0,-167979000.0,-298884000.0,-129221000.0,-61980000.0,-109551000.0,175874000.0,41276000.0,145683000.0,69399000.0,64137000.0,275452000.0,0.0,0.0,15530.0,0.0,0.0,0.0
,incomeBeforeTaxRatio,-0.370731414097656,-0.514967966485044,-0.362767223339215,-0.711998132363941,-0.268751299862734,-0.108924880846936,-0.213850265187525,0.285280959749811,0.0598762611426623,0.214265543786162,0.115920798562161,0.0514717566220621,0.363191898947813,0.0,0.0,4.609266019648e-05,0.0,0.0,0.0
,incomeTaxExpense,1475000.0,-1108000.0,-3192000.0,1265000.0,-3154000.0,84000.0,-4260000.0,312000.0,-56000.0,414000.0,-1565000.0,-56113000.0,4451000.0,0.0,0.0,6700.0,0.0,0.0,0.0
,netIncome,-192110000.0,-268718000.0,-165910000.0,-303823000.0,-134112000.0,-56203000.0,-109063000.0,175485000.0,40826000.0,145757000.0,67934000.0,118527000.0,271001000.0,21069000.0,53498000.0,127132000.0,55501000.0,-5634000.0,-3032000.0
,netIncomeRatio,-0.398197529687076,-0.519022132773463,-0.358299013711292,-0.723763763096083,-0.2789235056778,-0.0987722665092018,-0.21289765928332,0.284649972262504,0.0592234770183722,0.214374380439994,0.113473732035358,0.0951212700491629,0.357323119116057,0.102294079091108,0.227645251610597,0.377324666844745,0.308795219602301,-0.21054598452857,-0.141325626922718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-12.43,-23.33,-15.0,-4.2,-14.2,-6.5,-10.9,16.2,3.9,14.3,6.8,11.4,28.7,3.83809641784954,38.3,1275.91328783621,557.0,-56.3,-43.8
