date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,11961000.0,7207000.0,5704000.0,4448000.0,3415000.0,-1694000.0,2396000.0,-4314000.0,-2643000.0
,depreciationAndAmortization,88797000.0,86119000.0,57810000.0,46356000.0,39490000.0,28695000.0,0.0,0.0,0.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,4093000.0,4909000.0,3039000.0,2963000.0,2905000.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,8789000.0,2182000.0,-2418000.0,17105000.0,-1096000.0,-16773000.0,25302000.0,2536000.0,-471000.0
,accountsReceivables,1751000.0,-8838000.0,-5072000.0,-4952000.0,-4805000.0,-5199000.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,7258000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,35904000.0,27115000.0,24933000.0,27351000.0,10246000.0,11342000.0,28115000.0,2813000.0,277000.0
,otherNonCashItems,-5440000.0,-1950000.0,-4634000.0,-1792000.0,601000.0,2322000.0,1768000.0,0.0,0.0
,netCashProvidedByOperatingActivites,145197000.0,142315000.0,62782000.0,49231000.0,47377000.0,29950000.0,-22396000.0,-44546000.0,-32690000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,-1873000.0,90000.0,6089000.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-290175000.0,-442341000.0,-466743000.0,-397747000.0,-170191000.0,-164552000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-197064000.0,-475141000.0,-131189000.0,-276394000.0,-32357000.0,-2163000.0,0.0,0.0,0.0
,commonStockIssued,162023000.0,258556000.0,297805000.0,126331000.0,110032000.0,269183000.0,365000.0,917000.0,1181000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,-1000.0,0.0,0.0,0.0
,dividendsPaid,-91748000.0,-81894000.0,-65956000.0,-49180000.0,-40294000.0,-26929000.0,-59000.0,-23000.0,-16000.0
,otherFinancingActivites,-1863000.0,-9051000.0,-14795000.0,-7904000.0,-5148000.0,-298866000.0,50163000.0,46295000.0,31173000.0
,netCashUsedProvidedByFinancingActivities,144098000.0,304470000.0,398865000.0,356353000.0,119483000.0,111341000.0,50469000.0,47189000.0,32338000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-880000.0,4444000.0,-5096000.0,7837000.0,-3331000.0,-23261000.0,28073000.0,2643000.0,-352000.0
,cashAtEndOfPeriod,14669000.0,15549000.0,11105000.0,12682000.0,4845000.0,8176000.0,31436000.0,3363000.0,720000.0
,cashAtBeginningOfPeriod,15549000.0,11105000.0,16201000.0,4845000.0,8176000.0,31437000.0,3363000.0,720000.0,1072000.0
,operatingCashFlow,145197000.0,142315000.0,62782000.0,49231000.0,47377000.0,29950000.0,-22396000.0,-44546000.0,-32690000.0
,capitalExpenditure,0.0,-442341000.0,-466743000.0,-395874000.0,-170281000.0,-170641000.0,0.0,0.0,0.0
,freeCashFlow,145197000.0,142315000.0,62782000.0,49231000.0,47377000.0,29950000.0,-22396000.0,-44546000.0,-32690000.0
