date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,revenue,1045900000.0,788087000.0,451240000.0,161626000.0,15000000.0,19769000.0,0.0,2919000.0,53140000.0,77413000.0,33501000.0,2953000.0,3975000.0,1224000.0,39234000.0,123889000.0,85176000.0,139078000.0,18045000.0,41242000.0,14588000.0,16800000.0,16000000.0,26100000.0,19200000.0
,costOfRevenue,10100000.0,7428000.0,4889000.0,1254000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2198000.0,-2100000.0,-1700000.0,-1300000.0,-1000000.0
,grossProfit,1035800000.0,780659000.0,446351000.0,160372000.0,0.0,0.0,0.0,0.0,0.0,77413000.0,33501000.0,2953000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16786000.0,18900000.0,17700000.0,27400000.0,20200000.0
,grossProfitRatio,0.990343245052108,0.990574644677555,0.989165410867831,0.992241347307983,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15067178502879,1.125,1.10625,1.04980842911877,1.05208333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,275000000.0,200042000.0,160524000.0,121827000.0,94291000.0,81491000.0,46425000.0,39248000.0,37163000.0,30951000.0,31151000.0,35810000.0,55291000.0,81985000.0,97678000.0,106628000.0,115066000.0,177271000.0,108939000.0,74267000.0,40227000.0,29200000.0,21800000.0,19900000.0,12600000.0
,GeneralAndAdministrativeExpenses,433300000.0,354062000.0,248932000.0,169906000.0,68081000.0,32480000.0,17986000.0,13349000.0,13437000.0,12540000.0,16072000.0,14829000.0,20240000.0,37481000.0,54873000.0,42333000.0,22444000.0,20594000.0,12721000.0,10857000.0,9962000.0,7500000.0,6600000.0,5700000.0,3700000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,-20000.0,13000.0,11000.0,18000.0,16000.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,708300000.0,554104000.0,409456000.0,291733000.0,162372000.0,113971000.0,64411000.0,52597000.0,51692000.0,43491000.0,47223000.0,50639000.0,91273000.0,213466000.0,152551000.0,148961000.0,137510000.0,197865000.0,121660000.0,85124000.0,52387000.0,38800000.0,30100000.0,26900000.0,17300000.0
,costAndExpenses,718400000.0,561532000.0,414345000.0,292987000.0,162372000.0,113971000.0,64411000.0,52597000.0,51692000.0,43491000.0,47223000.0,50639000.0,91273000.0,213466000.0,152551000.0,148961000.0,137510000.0,197865000.0,121660000.0,85124000.0,50189000.0,36700000.0,28400000.0,25600000.0,16300000.0
